All statistics are based on contigs of size >= 500 bp, unless otherwise noted (e.g., "# contigs (>= 0 bp)" and "Total length (>= 0 bp)" include all contigs).

Assembly                         final.contigs
# misassemblies                  56           
    # relocations                53           
    # translocations             0            
    # inversions                 3            
# possibly misassembled contigs  46           
# misassembled contigs           53           
Misassembled contigs length      216160       
# local misassemblies            0            
# mismatches                     25544        
# indels                         30           
    # short indels               30           
    # long indels                0            
Indels length                    30           
