Assembly	scaffolds
# misassemblies	178
    # relocations	148
    # translocations	0
    # inversions	25
    # interspecies translocations	5
# possibly misassembled contigs	3
# misassembled contigs	38
Misassembled contigs length	3564233
# local misassemblies	7
# mismatches	66900
# indels	58
    # short indels	58
    # long indels	0
Indels length	66
