Assembly	# misassemblies	    # relocations	    # translocations	    # inversions	# possibly misassembled contigs	# misassembled contigs	Misassembled contigs length	# local misassemblies	# mismatches	# indels	    # short indels	    # long indels	Indels length
final.contigs	27	27	0	0	0	27	48365	0	8944	5	5	0	5
