All statistics are based on contigs of size >= 500 bp, unless otherwise noted (e.g., "# contigs (>= 0 bp)" and "Total length (>= 0 bp)" include all contigs).

Assembly                     final.contigs
# misassemblies              9            
    # relocations            8            
    # translocations         0            
    # inversions             1            
# misassembled contigs       9            
Misassembled contigs length  10664        
# local misassemblies        1            
# mismatches                 12551        
# indels                     15           
    # short indels           14           
    # long indels            1            
Indels length                31           
