All statistics are based on contigs of size >= 500 bp, unless otherwise noted (e.g., "# contigs (>= 0 bp)" and "Total length (>= 0 bp)" include all contigs).

Assembly                         final.contigs
# misassemblies                  41           
    # relocations                40           
    # translocations             0            
    # inversions                 1            
# possibly misassembled contigs  3            
# misassembled contigs           39           
Misassembled contigs length      143887       
# local misassemblies            0            
# mismatches                     12214        
# indels                         14           
    # short indels               14           
    # long indels                0            
Indels length                    14           
