All statistics are based on contigs of size >= 500 bp, unless otherwise noted (e.g., "# contigs (>= 0 bp)" and "Total length (>= 0 bp)" include all contigs).

Assembly                     final.contigs
# misassemblies              8            
    # relocations            7            
    # translocations         0            
    # inversions             1            
# misassembled contigs       8            
Misassembled contigs length  9158         
# local misassemblies        6            
# mismatches                 75685        
# indels                     87           
    # short indels           87           
    # long indels            0            
Indels length                87           
