Assembly	scaffolds
# contigs (>= 1000 bp)	23
# contigs (>= 5000 bp)	15
# contigs (>= 10000 bp)	12
# contigs (>= 25000 bp)	10
# contigs (>= 50000 bp)	3
Total length (>= 1000 bp)	721777
Total length (>= 5000 bp)	708501
Total length (>= 10000 bp)	685154
Total length (>= 25000 bp)	649878
Total length (>= 50000 bp)	415343
# contigs	42
Largest contig	172232
Total length	733649
GC (%)	51.06
N50	88482
N75	31268
L50	3
L75	7
# N's per 100 kbp	0.00
