Assembly                     final.contigs
# misassemblies              2            
    # relocations            2            
    # translocations         0            
    # inversions             0            
# misassembled contigs       2            
Misassembled contigs length  5007         
# local misassemblies        1            
# mismatches                 68           
# indels                     5            
    # short indels           5            
    # long indels            0            
Indels length                5            
