Assembly	# misassemblies	    # relocations	    # translocations	    # inversions	# possibly misassembled contigs	# misassembled contigs	Misassembled contigs length	# local misassemblies	# mismatches	# indels	    # short indels	    # long indels	Indels length
contigs	1	1	0	0	0	1	36823	1	6800	17	17	0	18
