Assembly	scaffolds
# contigs (>= 1000 bp)	46
# contigs (>= 5000 bp)	35
# contigs (>= 10000 bp)	33
# contigs (>= 25000 bp)	29
# contigs (>= 50000 bp)	18
Total length (>= 1000 bp)	3035879
Total length (>= 5000 bp)	3011838
Total length (>= 10000 bp)	2997581
Total length (>= 25000 bp)	2926061
Total length (>= 50000 bp)	2544057
# contigs	54
Largest contig	333130
Total length	3041526
GC (%)	50.69
N50	153629
N75	79549
L50	7
L75	14
# N's per 100 kbp	0.00
