Assembly	scaffolds
# misassemblies	268
    # relocations	236
    # translocations	0
    # inversions	32
    # interspecies translocations	0
# possibly misassembled contigs	4
# misassembled contigs	38
Misassembled contigs length	4252810
# local misassemblies	6
# mismatches	47714
# indels	63
    # short indels	62
    # long indels	1
Indels length	72
