strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Pyrococcus_furiosus	99.973	98.537	98.537	99.973
Acidobacterium_capsulatum_ATCC_51196	98.803	99.973	98.803	99.973
Xanthomonas_campestris_pv._campestris	97.961	99.947	97.89	99.947
Streptococcus_pneumoniae_R6	97.86	97.86	100.0	100.0
Wolinella_succinogenes	99.94	98.017	99.94	98.017
Streptococcus_pyogenes_MGAS315	97.049	99.948	97.141	99.948
Methanosarcina_acetivorans	95.579	95.579	99.958	99.958
Streptococcus_pyogenes	99.975	99.975	97.987	97.987
Aquifex_aeolicus	99.413	99.949	99.413	99.949
Clostridium_acetobutylicum	98.392	98.392	99.965	99.965
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	NA	99.949	NA	99.949
Streptococcus_pneumoniae	97.618	99.981	97.618	99.699
Methanococcus_maripaludis	99.658	99.376	99.658	99.376
Cyanidioschyzon_merolae	99.914	96.583	96.583	99.914
Clostridium_perfringens	98.325	98.325	99.757	99.757
Streptococcus_pyogenes_MGAS8232	96.618	96.618	99.76	99.76
Ralstonia_solanacearum	98.837	99.98	99.98	98.837
Ureaplasma_parvum	98.76	98.76	99.933	99.933
Mycoplasma_gallisepticum	99.908	99.908	97.048	97.048
Methanocaldococcus_jannaschii	99.812	98.968	98.968	99.812
Staphylococcus_epidermidis	97.728	99.703	97.728	99.703
Buchnera_aphidicola_Acyrthosiphon_pisum	NA	99.968	NA	99.968
Mycoplasma_mycoides_subsp._mycoides_SC	99.715	81.699	99.799	81.699
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	NA	99.972	NA	99.972
Escherichia_coli_O157_H7_EDL933	99.978	99.978	93.348	93.348
Bordetella_pertussis	99.892	99.756	93.348	93.348
Streptococcus_pyogenes_SSI-1	99.982	97.576	99.982	97.576
Aeropyrum_pernix	99.889	99.889	99.986	99.986
Wolbachia_sp._wMel	99.952	94.387	94.387	99.952
Pyrococcus_abyssi	99.888	99.888	99.912	99.912
Shewanella_oneidensis	99.952	95.704	95.704	99.952
Mycobacterium_bovis	99.135	99.135	99.932	99.932
Streptococcus_mutans	98.01	99.85	98.01	99.85
Vibrio_cholerae	99.973	98.083	98.083	99.973
Coxiella_burnetii	99.977	93.195	99.977	93.195
Chlamydophila_pneumoniae_TW-183	99.946	99.751	99.946	99.751
Candidatus_Blochmannia_floridanus	99.984	99.935	99.935	99.984
Pyrobaculum_aerophilum	99.337	99.337	99.771	99.771
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	99.805	NA	99.805	NA
Listeria_monocytogenes_str._4b_F2365	99.972	98.621	98.621	99.972
Listeria_innocua	99.964	99.964	98.161	98.161
Mycoplasma_pulmonis	99.432	98.229	99.432	98.229
Nanoarchaeum_equitans	99.956	99.956	99.946	99.946
Treponema_pallidum	98.6	99.651	98.6	99.651
Streptomyces_avermitilis	98.763	98.814	99.562	99.562
Staphylococcus_aureus_subsp._aureus_Mu50	98.154	NA	98.154	NA
Xylella_fastidiosa	95.132	99.85	95.132	99.85
Buchnera_aphidicola_Baizongia_pistaciae	99.943	NA	99.943	NA
Thermoanaerobacter_tengcongensis	99.94	94.492	94.492	99.94
Bradyrhizobium_japonicum	99.943	99.943	98.81	98.81
Corynebacterium_glutamicum_ATCC_13032	99.754	98.095	98.095	99.754
Caulobacter_vibrioides	99.882	99.098	99.098	99.882
Onion_yellows_phytoplasma	86.293	99.801	86.293	99.801
Mesorhizobium_loti	99.925	99.925	99.425	99.42
Fusobacterium_nucleatum_subsp._nucleatum	NA	99.914	NA	99.914
Bdellovibrio_bacteriovorus	99.947	99.973	99.973	99.947
Yersinia_pestis	99.962	99.962	96.185	96.185
Chlamydia_muridarum	99.433	99.918	99.918	99.433
Salmonella_typhi	99.974	98.356	99.974	98.356
Bacillus_halodurans	96.407	96.407	99.968	99.968
Bacteroides_thetaiotaomicron	99.867	98.206	99.867	98.206
Synechococcus_elongatus	99.909	99.549	99.549	99.909
Thermus_thermophilus_HB27	99.518	99.518	99.167	99.167

