strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	98.339	99.867	99.867	98.339
Shigella_flexneri_2a_str._2457T	93.077	93.077	99.828	99.828
Porphyromonas_gingivalis	99.979	95.733	99.979	95.733
Corynebacterium_diphtheriae	97.235	97.235	99.845	99.845
Photorhabdus_luminescens_subsp._laumondii	95.282	NA	95.282	NA
Chlorobaculum_tepidum	99.54	99.017	99.54	99.017
Enterococcus_faecalis	99.405	98.652	99.222	98.652
Tropheryma_whipplei_str._Twist	99.933	99.933	95.923	95.923
Escherichia_coli_O157_H7	94.702	94.702	99.911	99.911
Thermoplasma_acidophilum	99.902	99.981	99.981	99.902
Fibrobacter_succinogenes_subsp._succinogenes_S85	99.429	NA	99.429	NA
Sulfolobus_tokodaii	99.487	98.572	98.572	99.487
Chromobacterium_violaceum	99.834	98.357	99.834	98.357
Neisseria_meningitidis_serogroup_A	95.725	99.942	95.725	99.942
Neisseria_meningitidis_serogroup_B	99.573	93.321	93.321	99.573
Mycoplasma_pneumoniae	99.908	99.908	97.766	97.766
Bifidobacterium_longum	99.918	97.714	99.918	97.714
Synechocystis_sp._PCC_6803	98.426	98.426	99.947	99.947
Pyrococcus_horikoshii	99.881	99.881	99.942	99.942
Bordetella_parapertussis	98.363	99.887	98.363	99.887
Mycobacterium_leprae	99.743	97.9	99.885	97.9
Thermotoga_maritima	99.95	99.95	99.412	99.412
Streptococcus_agalactiae_serogroup_V	96.856	99.884	99.884	96.856
Lactobacillus_plantarum	98.309	99.86	99.86	98.309
Listeria_monocytogenes	99.869	98.802	98.802	99.869
Methanosarcina_mazei	96.46	96.46	99.724	99.487
Oceanobacillus_iheyensis	98.484	99.729	99.729	98.484
Chlamydophila_caviae	99.57	99.799	99.57	99.799
Solibacter_usitatus_Ellin6076	99.925	98.251	98.389	99.925
Shigella_flexneri	99.947	92.264	99.947	92.247
Prochlorococcus_marinus_str._MIT_9313	98.709	98.709	99.926	99.926
Mycoplasma_mobile_163K	97.829	97.829	99.438	99.438
Mycoplasma_genitalium	99.083	99.904	99.904	99.083
Chlamydia_trachomatis	99.848	99.294	99.848	99.294
Methanopyrus_kandleri	99.451	99.846	99.451	99.846
Pseudomonas_syringae_pv._tomato	96.156	99.843	96.156	99.843
Caenorhabditis_briggsae	92.318	96.557	92.318	96.557
Rhodopseudomonas_palustris	99.803	99.803	99.61	99.61
Xanthomonas_campestris_pv._campestris	99.635	98.064	99.635	98.064
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	99.943	NA	99.943
Rickettsia_conorii	99.675	99.929	99.929	99.675
Leishmania_major	93.181	99.736	99.736	93.181
Thermoplasma_volcanium	98.598	99.519	98.598	99.519
Pseudomonas_aeruginosa	95.929	95.929	99.922	99.922
Helicobacter_hepaticus	99.076	99.076	99.402	99.402
Streptococcus_agalactiae_serogroup_III	93.209	99.901	99.901	92.985
Tropheryma_whipplei_TW0827	99.616	96.586	99.616	96.586
Haemophilus_influenzae	97.284	99.625	97.284	99.625
Pasteurella_multocida	99.682	98.201	98.201	99.682
Prochlorococcus_marinus	99.87	99.87	98.97	98.97
Corynebacterium_glutamicum	99.936	97.608	97.608	99.936
Archaeoglobus_fulgidus	99.472	98.89	99.472	98.89
Bacillus_subtilis	98.635	99.76	99.76	98.635
Staphylococcus_aureus_subsp._aureus_N315	97.393	NA	97.393	NA
Corynebacterium_efficiens	99.954	96.576	99.954	96.576
Geobacter_sulfurreducens	98.943	99.164	99.164	98.935
Yersinia_pestis_KIM	95.977	95.977	99.768	99.768
Bacillus_cereus_ATCC_10987	98.18	99.515	98.18	99.515
Pseudomonas_putida_KT2440	97.853	97.853	99.878	99.878
Sinorhizobium_meliloti	98.165	99.895	98.165	99.895
Lactobacillus_johnsonii	97.196	99.852	97.196	99.852
Chlamydophila_pneumoniae_CWL029	99.855	99.855	99.547	99.547
Streptomyces_coelicolor	98.638	99.828	99.828	98.638
Helicobacter_pylori	99.74	99.74	96.913	96.913
Dehalococcoides_ethenogenes_195	99.936	99.936	94.088	94.088
Rickettsia_prowazekii	99.703	99.901	99.703	99.901
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	99.091	NA	99.091	NA
Synechococcus_sp._WH_8102	99.96	98.693	98.693	99.96
Nitrosomonas_europaea	99.94	99.94	96.079	96.079
Mycoplasma_penetrans	97.199	99.706	97.199	99.706
Bacillus_anthracis_str._Ames	99.004	98.746	99.004	98.746
