strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	1623	1647	1619	1643
Shigella_flexneri_2a_str._2457T	1808	2005	2000	1795
Porphyromonas_gingivalis	1990	1871	1999	1840
Corynebacterium_diphtheriae	2011	2052	2007	2045
Mycobacterium_leprae	1948	1835	1841	1959
Chlorobaculum_tepidum	2082	2094	2030	2039
Enterococcus_faecalis	1917	1853	1835	1921
Tropheryma_whipplei_str._Twist	1770	2000	1999	1784
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	2672	NA	2672	NA
Thermoplasma_acidophilum	2069	2069	2068	2102
Fibrobacter_succinogenes_subsp._succinogenes_S85	3175	NA	3175	NA
Sulfolobus_tokodaii	1721	1784	1681	1806
Chromobacterium_violaceum	1832	1816	1895	1884
Neisseria_meningitidis_serogroup_A	1685	1957	1685	1959
Neisseria_meningitidis_serogroup_B	1694	2078	2083	1716
Mycoplasma_pneumoniae	2095	2073	1824	1845
Bifidobacterium_longum	1966	1942	2011	1913
Synechocystis_sp._PCC_6803	1955	2041	2021	1947
Pyrococcus_horikoshii	1966	1957	1972	1976
Bordetella_parapertussis	1724	1734	1732	1745
Photorhabdus_luminescens_subsp._laumondii	NA	2807	NA	2807
Thermotoga_maritima	2286	2277	2200	2179
Streptococcus_agalactiae_serogroup_V	1835	1918	1930	1833
Lactobacillus_plantarum	1927	2059	1951	2044
Listeria_monocytogenes	1947	1933	1946	1941
Methanosarcina_mazei	1819	1813	1967	1979
Oceanobacillus_iheyensis	1941	1871	1929	1850
Chlamydophila_caviae	1913	1979	1928	1959
Solibacter_usitatus_Ellin6076	1946	1859	1932	1848
Shigella_flexneri	2055	1778	2040	1790
Prochlorococcus_marinus_str._MIT_9313	1957	2066	1961	2064
Mycoplasma_mobile_163K	1499	1457	1469	1487
Tropheryma_whipplei_TW0827	1774	1774	1988	1973
Chlamydia_trachomatis	1973	1817	1842	1928
Methanopyrus_kandleri	1896	1893	1906	1908
Pseudomonas_syringae_pv._tomato	2018	1865	1883	1990
Caenorhabditis_briggsae	1517	1741	1749	1538
Rhodopseudomonas_palustris	1874	1889	1905	1856
Gloeobacter_violaceus	1973	1954	1973	1954
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	3191	NA	3191
Rickettsia_conorii	1903	1896	1881	1886
Leishmania_major	1769	2036	2031	1771
Thermoplasma_volcanium	2071	2071	2078	2074
Pseudomonas_aeruginosa	1713	1838	1831	1693
Helicobacter_hepaticus	1853	1818	1801	1847
Streptococcus_agalactiae_serogroup_III	1867	1829	1738	1708
Mycoplasma_genitalium	1645	1645	1622	1579
Haemophilus_influenzae	1808	1769	1758	1808
Pasteurella_multocida	1888	1890	1912	1924
Prochlorococcus_marinus	2015	1933	2031	1920
Corynebacterium_glutamicum	1947	2036	2050	1949
Archaeoglobus_fulgidus	2128	2116	2131	2143
Bacillus_subtilis	2035	2024	2094	2085
Staphylococcus_aureus_subsp._aureus_N315	2630	NA	2630	NA
Corynebacterium_efficiens	1844	1749	1827	1749
Geobacter_sulfurreducens	2006	1991	2044	2020
Yersinia_pestis_KIM	1892	1881	2055	2034
Bacillus_cereus_ATCC_10987	1856	1803	1781	1861
Pseudomonas_putida_KT2440	1872	1897	1985	1961
