strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Sinorhizobium_meliloti	1899	1821	1879	1804
Lactobacillus_johnsonii	1753	1823	1784	1753
Chlamydophila_pneumoniae_CWL029	2113	2193	2193	2111
Streptomyces_coelicolor	1639	1598	1627	1586
Helicobacter_pylori	1880	1791	1877	1791
Buchnera_aphidicola_Schizaphis_graminum	NA	2793	NA	2793
Rickettsia_prowazekii	1651	1732	1655	1731
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	NA	2197	NA	2197
Synechococcus_sp._WH_8102	1991	1925	1925	1943
Nitrosomonas_europaea	2067	2098	1878	1902
Mycoplasma_penetrans	1588	1458	1467	1585
Bacillus_anthracis_str._Ames	1902	1823	1912	1847
Chlamydophila_pneumoniae_AR39	1953	2017	1961	2016
Escherichia_coli	1967	2029	1957	2011
Xylella_fastidiosa_Temecula1	1904	2054	2056	1904
Treponema_denticola	1889	2004	1914	1986
Helicobacter_pylori_J99	1755	1953	1781	1958
Bacillus_cereus_ATCC_14579	1945	1898	1919	1920
Mycobacterium_avium_subsp._paratuberculosis	NA	2620	NA	2620
Sulfolobus_solfataricus	1978	1642	1963	1659
Lactococcus_lactis_subsp._lactis	1763	1857	1843	1770
Xanthomonas_axonopodis_pv._citri	1872	1858	1882	1842
Borrelia_burgdorferi	1594	1637	1637	1566
Staphylococcus_aureus_subsp._aureus_MW2	2771	NA	2771	NA
Bordetella_bronchiseptica	1746	1678	1692	1767
Mycobacterium_tuberculosis_CDC1551	1718	1809	1726	1818
Dehalococcoides_ethenogenes_195	1951	1951	2131	2123
Haemophilus_ducreyi	1851	1741	1842	1750
Mycobacterium_tuberculosis_H37Rv	1760	1784	1823	1800
Clostridium_tetani	1666	1683	1698	1700
Pyrococcus_furiosus	2000	2105	1974	2084
Acidobacterium_capsulatum_ATCC_51196	2014	2046	2089	2080
Xanthomonas_campestris_pv._campestris	1832	1760	1843	1778
Streptococcus_pneumoniae_R6	1969	1808	1959	1804
Wolinella_succinogenes	2058	2054	2129	2117
Streptococcus_pyogenes_MGAS315	1894	1764	1894	1766
Methanosarcina_acetivorans	1788	1780	2000	2010
Streptococcus_pyogenes	1881	1923	1872	1915
Aquifex_aeolicus	1927	1966	1940	1927
Clostridium_acetobutylicum	1824	1820	1742	1748
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	2918	NA	2918	NA
Streptococcus_pneumoniae	1773	1937	1937	1779
Methanococcus_maripaludis	1800	1887	1893	1801
Cyanidioschyzon_merolae	2122	1966	1902	2151
Clostridium_perfringens	1648	1636	1655	1664
Streptococcus_pyogenes_MGAS8232	1878	1985	1907	1985
Ralstonia_solanacearum	1880	1889	1810	1835
Ureaplasma_parvum	1460	1470	1558	1540
Mycoplasma_gallisepticum	1709	1761	1563	1547
Methanocaldococcus_jannaschii	1888	1771	1795	1872
Staphylococcus_epidermidis	1762	1789	1758	1780
Buchnera_aphidicola_Acyrthosiphon_pisum	2624	NA	2624	NA
Mycoplasma_mycoides_subsp._mycoides_SC	1443	1443	1077	1093
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	NA	3155	NA	3155
Escherichia_coli_O157_H7_EDL933	2027	2031	1835	1828
Bordetella_pertussis	1562	1689	1572	1707
Streptococcus_pyogenes_SSI-1	1816	1898	1890	1831
Aeropyrum_pernix	1992	2001	2009	1978
Wolbachia_sp._wMel	1883	1899	1678	1669
Pyrococcus_abyssi	2026	2071	2052	2033
Shewanella_oneidensis	1818	1981	1992	1815
Mycobacterium_bovis	1847	1824	1881	1869
Streptococcus_mutans	1800	1895	1826	1898
Vibrio_cholerae	2133	2078	2073	2105
Coxiella_burnetii	1801	1808	1657	1641
Chlamydophila_pneumoniae_TW-183	2142	1926	1941	2142
Candidatus_Blochmannia_floridanus	1605	1672	1641	1656
Pyrobaculum_aerophilum	2020	2062	2010	2045
Escherichia_coli_O157_H7	1879	1859	2004	2015
Listeria_monocytogenes_str._4b_F2365	1915	1871	1903	1893
Listeria_innocua	1876	1896	1827	1861
Mycoplasma_pulmonis	1672	1635	1626	1654
Nanoarchaeum_equitans	1711	1729	1752	1752
Treponema_pallidum	2101	2109	2109	2112
Streptomyces_avermitilis	1705	1719	1763	1745
Staphylococcus_aureus_subsp._aureus_Mu50	2617	NA	2617	NA
Xylella_fastidiosa	1837	2063	1854	2071
Buchnera_aphidicola_Baizongia_pistaciae	NA	2425	NA	2425
Thermoanaerobacter_tengcongensis	1899	1678	1686	1917
Bradyrhizobium_japonicum	1939	1896	1924	1883
Corynebacterium_glutamicum_ATCC_13032	2091	2036	2075	2049
Caulobacter_vibrioides	1831	1893	1888	1823
Onion_yellows_phytoplasma	1686	1194	1245	1686
Mesorhizobium_loti	1928	1913	1911	1894
Fusobacterium_nucleatum_subsp._nucleatum	2336	NA	2336	NA
Bdellovibrio_bacteriovorus	2085	2079	2079	2106
Yersinia_pestis	1924	2042	2033	1913
Chlamydia_muridarum	1974	2100	2100	2049
Salmonella_typhi	2069	2081	2024	2035
Bacillus_halodurans	1888	2013	1903	2009
Bacteroides_thetaiotaomicron	2015	2023	2070	2047
Synechococcus_elongatus	1902	1914	1937	1941
Thermus_thermophilus_HB27	1820	1812	1820	1855

