strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Streptococcus_mutans	2391	2511	2551	2391
Vibrio_cholerae	2615	2758	2577	2742
Coxiella_burnetii	2565	2248	2256	2496
Chlamydophila_pneumoniae_TW-183	2725	2727	2725	2685
Candidatus_Blochmannia_floridanus	1998	1893	1893	1998
Pyrobaculum_aerophilum	2782	2753	2904	2894
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	3474	NA	3474	NA
Listeria_monocytogenes_str._4b_F2365	2548	2562	2545	2545
Listeria_innocua	2548	2423	2536	2465
Mycoplasma_pulmonis	2062	1997	2091	1984
Nanoarchaeum_equitans	2268	2280	2280	2275
Treponema_pallidum	2757	2757	2613	2622
Streptomyces_avermitilis	2308	2250	2231	2303
Staphylococcus_aureus_subsp._aureus_Mu50	3415	NA	3415	NA
Xylella_fastidiosa	2364	2370	2734	2735
Buchnera_aphidicola_Baizongia_pistaciae	3054	NA	3054	NA
Thermoanaerobacter_tengcongensis	2403	2412	2148	2141
Bradyrhizobium_japonicum	2522	2460	2464	2541
Corynebacterium_glutamicum_ATCC_13032	2752	2764	2761	2769
Caulobacter_vibrioides	2406	2338	2400	2326
Onion_yellows_phytoplasma	1580	2048	1538	2075
Mesorhizobium_loti	2585	2585	2505	2495
Fusobacterium_nucleatum_subsp._nucleatum	NA	3005	NA	3005
Bdellovibrio_bacteriovorus	2820	2832	2864	2874
Yersinia_pestis	2604	2602	2806	2784
Chlamydia_muridarum	2637	2685	2671	2661
Salmonella_typhi	2861	2861	2744	2763
Bacillus_halodurans	2557	2716	2572	2695
Bacteroides_thetaiotaomicron	2708	2614	2722	2632
Synechococcus_elongatus	2536	2552	2581	2560
Thermus_thermophilus_HB27	2437	2353	2484	2332

