strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	97.704	97.862	94.856	94.585
Shigella_flexneri_2a_str._2457T	90.85	98.266	98.346	90.682
Porphyromonas_gingivalis	93.78	98.089	97.962	93.615
Corynebacterium_diphtheriae	95.894	98.188	95.808	98.134
Photorhabdus_luminescens_subsp._laumondii	97.672	NA	97.672	NA
Oceanobacillus_iheyensis	96.365	97.985	96.25	98.01
Enterococcus_faecalis	98.155	97.979	96.571	96.631
Tropheryma_whipplei_str._Twist	94.118	97.976	97.712	94.695
Escherichia_coli_O157_H7	92.548	92.488	98.202	98.263
Thermoplasma_acidophilum	98.381	98.709	98.737	98.597
Fibrobacter_succinogenes_subsp._succinogenes_S85	98.873	NA	98.873	NA
Sulfolobus_tokodaii	95.926	97.554	95.663	97.718
Chromobacterium_violaceum	96.219	96.073	97.913	97.815
Neisseria_meningitidis_serogroup_A	93.028	98.257	92.94	98.407
Neisseria_meningitidis_serogroup_B	98.493	98.602	90.777	90.97
Mycoplasma_pneumoniae	97.208	97.208	95.312	95.448
Bifidobacterium_longum	98.05	95.512	98.131	95.253
Synechocystis_sp._PCC_6803	96.866	97.827	97.953	96.83
Pyrococcus_horikoshii	98.307	98.284	97.947	97.635
Bordetella_parapertussis	95.938	97.555	96.26	97.659
Mycobacterium_leprae	98.083	95.895	97.978	95.716
Thermotoga_maritima	98.494	97.283	97.594	98.455
Streptococcus_agalactiae_serogroup_V	94.981	94.701	97.755	97.901
Lactobacillus_plantarum	97.8	97.968	96.179	96.341
Listeria_monocytogenes	97.533	96.899	97.738	96.601
Helicobacter_pylori	97.591	95.101	97.761	95.194
Methanosarcina_mazei	94.508	98.114	98.355	94.39
Chlorobaculum_tepidum	97.465	97.578	98.254	98.032
Chlamydophila_caviae	97.776	97.814	97.976	98.092
Solibacter_usitatus_Ellin6076	97.953	96.088	96.301	97.827
Caenorhabditis_briggsae	94.316	94.257	89.37	89.542
Prochlorococcus_marinus_str._MIT_9313	97.259	98.065	98.065	97.413
Mycoplasma_mobile_163K	95.209	97.201	94.715	96.839
Tropheryma_whipplei_TW0827	94.521	98.518	98.556	95.228
Chlamydia_trachomatis	98.152	96.924	98.218	96.669
Methanopyrus_kandleri	98.17	97.853	98.17	98.082
Pseudomonas_syringae_pv._tomato	98.27	94.339	94.345	98.107
Shigella_flexneri	90.686	98.409	90.524	98.256
Bacillus_anthracis_str._Ames	97.972	97.189	97.091	98.084
Gloeobacter_violaceus	96.941	98.256	97.912	96.753
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	98.853	NA	98.853
Rickettsia_conorii	97.683	97.606	97.546	97.546
Leishmania_major	91.312	91.333	98.003	98.133
Thermoplasma_volcanium	98.325	97.853	98.325	97.792
Pseudomonas_aeruginosa	93.491	97.632	93.25	97.808
Helicobacter_hepaticus	97.394	97.584	97.458	97.702
Streptococcus_agalactiae_serogroup_III	98.093	90.572	98.024	90.693
Mycoplasma_genitalium	97.009	97.527	97.775	97.009
Haemophilus_influenzae	97.506	95.24	97.72	95.255
Pasteurella_multocida	97.759	96.419	97.818	96.305
Prochlorococcus_marinus	97.005	98.143	97.962	96.726
Corynebacterium_glutamicum	98.267	98.267	95.581	95.681
Archaeoglobus_fulgidus	96.766	98.08	96.678	98.149
Bacillus_subtilis	98.532	97.039	97.097	98.642
Staphylococcus_aureus_subsp._aureus_N315	97.777	NA	97.777	NA
Corynebacterium_efficiens	98.274	94.696	98.347	94.923
Geobacter_sulfurreducens	97.123	98.283	98.339	96.878
Yersinia_pestis_KIM	94.325	94.149	98.093	98.245
Bacillus_cereus_ATCC_10987	97.373	96.318	96.172	97.526
Pseudomonas_putida_KT2440	98.047	96.053	95.814	97.976
Sinorhizobium_meliloti	97.779	95.873	96.135	97.867
Lactobacillus_johnsonii	97.641	97.982	95.442	95.412
Chlamydophila_pneumoniae_CWL029	97.597	97.875	97.875	97.799
Streptomyces_coelicolor	97.26	96.193	97.063	96.008
Staphylococcus_epidermidis	95.509	97.244	95.333	97.724
Dehalococcoides_ethenogenes_195	97.788	92.158	92.217	98.084
Rickettsia_prowazekii	97.448	97.355	96.973	97.039
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	NA	97.492	NA	97.492
Synechococcus_sp._WH_8102	98.369	97.06	96.793	98.242
Nitrosomonas_europaea	98.021	94.336	98.315	94.42
Mycoplasma_penetrans	97.279	94.615	94.629	97.346
Rhodopseudomonas_palustris	97.649	97.394	97.799	97.344
Chlamydophila_pneumoniae_AR39	97.204	97.939	97.899	97.289
Escherichia_coli	98.051	96.269	96.429	97.999
Xylella_fastidiosa_Temecula1	93.236	98.59	98.368	93.213
Treponema_denticola	96.451	96.505	97.929	97.929
Helicobacter_pylori_J99	97.977	93.33	98.212	93.473
Bacillus_cereus_ATCC_14579	96.214	96.138	97.919	97.937
Mycobacterium_avium_subsp._paratuberculosis	98.437	NA	98.437	NA
Sulfolobus_solfataricus	98.266	90.769	90.614	98.228
Lactococcus_lactis_subsp._lactis	93.957	97.868	97.846	94.003
Xanthomonas_axonopodis_pv._citri	97.091	98.101	97.918	97.05
Borrelia_burgdorferi	95.346	96.48	95.403	96.388
Staphylococcus_aureus_subsp._aureus_MW2	98.277	NA	98.277	NA
Bordetella_bronchiseptica	95.166	95.04	97.425	97.552
Mycobacterium_tuberculosis_CDC1551	96.589	97.645	96.475	97.466
Buchnera_aphidicola_Schizaphis_graminum	NA	98.697	NA	98.697
Haemophilus_ducreyi	98.663	94.483	94.402	98.516
Mycobacterium_tuberculosis_H37Rv	97.541	96.296	97.69	96.405
Clostridium_tetani	95.964	97.546	96.401	97.447
Streptococcus_pyogenes_SSI-1	98.06	98.117	95.17	95.266
Acidobacterium_capsulatum_ATCC_51196	98.26	97.56	97.416	98.161
Xanthomonas_campestris_pv._campestris	97.829	96.107	95.928	97.997
Streptococcus_pneumoniae_R6	95.521	95.648	97.83	97.922
Wolinella_succinogenes	98.228	95.558	95.906	98.228
Streptococcus_pyogenes_MGAS315	97.933	95.018	97.724	95.135
Methanosarcina_acetivorans	93.38	93.095	98.364	98.433
Streptococcus_pyogenes	95.16	95.049	97.741	98.023
Aquifex_aeolicus	98.226	98.259	97.844	97.782
Clostridium_acetobutylicum	97.435	96.003	95.596	97.336
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	98.563	NA	98.563	NA
Streptococcus_pneumoniae	97.816	97.914	95.366	95.939
Methanococcus_maripaludis	97.184	97.412	96.666	97.055
Cyanidioschyzon_merolae	98.44	94.058	98.44	94.172
Clostridium_perfringens	95.84	97.327	95.735	97.227
Streptococcus_pyogenes_MGAS8232	95.155	98.21	95.231	98.625
Ralstonia_solanacearum	98.093	98.197	96.238	96.654
Ureaplasma_parvum	97.495	97.217	96.074	96.226
Mycoplasma_gallisepticum	97.548	94.344	97.479	93.851
Methanocaldococcus_jannaschii	97.801	96.825	97.77	96.777
Streptomyces_avermitilis	97.542	96.089	97.376	96.26
Buchnera_aphidicola_Acyrthosiphon_pisum	97.923	NA	97.923	NA
Mycoplasma_mycoides_subsp._mycoides_SC	96.827	77.858	96.854	78.316
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	98.39	NA	98.39	NA
Escherichia_coli_O157_H7_EDL933	97.999	90.584	90.88	98.098
Bordetella_pertussis	90.294	97.512	97.368	90.54
Pyrococcus_furiosus	96.58	98.307	98.307	96.476
Aeropyrum_pernix	98.294	97.612	97.847	98.079
Wolbachia_sp._wMel	97.541	97.605	91.84	91.691
Pyrococcus_abyssi	98.449	97.58	98.487	97.912
Shewanella_oneidensis	98.334	93.589	98.21	93.449
Mycobacterium_bovis	97.125	97.703	97.044	97.969
Streptococcus_mutans	97.475	95.548	95.363	97.396
Vibrio_cholerae	98.423	95.945	96.058	98.313
Coxiella_burnetii	97.549	90.589	90.664	97.664
Chlamydophila_pneumoniae_TW-183	97.675	97.403	97.675	97.089
Candidatus_Blochmannia_floridanus	96.234	96.193	96.001	96.193
Pyrobaculum_aerophilum	97.512	98.254	97.512	98.273
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	98.733	NA	98.733	NA
Listeria_monocytogenes_str._4b_F2365	97.859	96.795	96.536	97.646
Listeria_innocua	95.564	98.201	98.259	95.811
Mycoplasma_pulmonis	97.076	95.251	94.068	97.335
Nanoarchaeum_equitans	97.726	97.768	98.101	97.676
Treponema_pallidum	96.741	96.741	98.127	98.249
Staphylococcus_aureus_subsp._aureus_Mu50	NA	98.619	NA	98.619
Xylella_fastidiosa	92.914	98.308	98.269	93.158
Buchnera_aphidicola_Baizongia_pistaciae	98.151	NA	98.151	NA
Thermoanaerobacter_tengcongensis	97.819	92.213	97.982	92.074
Bradyrhizobium_japonicum	97.716	97.864	96.989	96.81
Corynebacterium_glutamicum_ATCC_13032	97.973	96.453	97.945	96.51
Caulobacter_vibrioides	97.138	97.774	97.409	96.634
Onion_yellows_phytoplasma	82.775	82.775	97.015	97.541
Mesorhizobium_loti	97.443	97.642	97.078	96.789
Fusobacterium_nucleatum_subsp._nucleatum	NA	98.517	NA	98.517
Bdellovibrio_bacteriovorus	98.158	98.383	98.318	98.292
Yersinia_pestis	94.372	94.098	98.363	98.221
Chlamydia_muridarum	97.317	98.192	98.225	97.374
Salmonella_typhi	98.361	98.47	96.212	96.339
Bacillus_halodurans	94.352	98.208	94.6	98.162
Bacteroides_thetaiotaomicron	98.132	96.577	96.475	98.236
Synechococcus_elongatus	97.926	98.255	98.102	98.141
Thermus_thermophilus_HB27	97.478	97.704	97.083	97.065

