strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	99.166	97.612	97.612	99.166
Shigella_flexneri_2a_str._2457T	92.24	99.34	99.304	92.24
Porphyromonas_gingivalis	95.01	99.232	99.281	95.01
Corynebacterium_diphtheriae	97.003	97.003	99.52	99.297
Photorhabdus_luminescens_subsp._laumondii	96.04	NA	96.04	NA
Oceanobacillus_iheyensis	99.307	97.491	97.561	99.307
Enterococcus_faecalis	98.505	97.933	98.743	97.933
Tropheryma_whipplei_str._Twist	95.269	99.034	99.034	95.269
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	99.513	NA	99.513	NA
Thermoplasma_acidophilum	99.672	99.612	99.296	99.296
Fibrobacter_succinogenes_subsp._succinogenes_S85	99.223	NA	99.223	NA
Sulfolobus_tokodaii	98.776	97.622	99.062	97.622
Chromobacterium_violaceum	97.625	97.617	99.133	99.409
Neisseria_meningitidis_serogroup_A	94.941	99.501	94.941	99.501
Neisseria_meningitidis_serogroup_B	92.033	99.469	99.367	92.033
Mycoplasma_pneumoniae	99.197	99.197	97.074	97.074
Bifidobacterium_longum	99.269	97.327	99.289	97.327
Synechocystis_sp._PCC_6803	98.057	99.272	99.347	98.05
Pyrococcus_horikoshii	99.094	99.178	99.237	99.072
Bordetella_parapertussis	99.449	97.828	97.806	99.449
Mycobacterium_leprae	99.147	97.039	99.052	97.039
Thermotoga_maritima	99.524	99.524	98.564	98.564
Streptococcus_agalactiae_serogroup_V	98.794	98.978	96.07	96.07
Lactobacillus_plantarum	97.469	97.469	99.239	99.239
Listeria_monocytogenes	98.167	99.384	99.384	97.873
Helicobacter_pylori	98.814	96.915	98.814	96.998
Methanosarcina_mazei	95.608	99.47	99.258	95.608
Chlorobaculum_tepidum	98.461	99.271	98.461	99.526
Chlamydophila_caviae	99.261	99.183	99.261	99.183
Solibacter_usitatus_Ellin6076	97.628	99.274	97.624	99.208
Caenorhabditis_briggsae	95.679	91.303	91.291	95.619
Prochlorococcus_marinus_str._MIT_9313	98.108	99.11	98.242	99.353
Mycoplasma_mobile_163K	99.355	97.359	97.359	99.355
Tropheryma_whipplei_TW0827	94.321	94.459	99.354	99.354
Chlamydia_trachomatis	98.343	99.207	98.343	99.207
Methanopyrus_kandleri	99.387	99.123	99.387	99.144
Pseudomonas_syringae_pv._tomato	95.45	99.227	95.39	99.222
Shigella_flexneri	91.453	99.541	91.453	99.511
Bacillus_anthracis_str._Ames	99.166	99.321	98.17	98.181
Gloeobacter_violaceus	98.606	99.215	99.172	98.606
