strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	29075	36659	29075	36659
Shigella_flexneri_2a_str._2457T	17633	44383	44383	17633
Porphyromonas_gingivalis	39320	39320	17880	17880
Corynebacterium_diphtheriae	56066	43134	56066	43134
Photorhabdus_luminescens_subsp._laumondii	27688	NA	27688	NA
Chlorobaculum_tepidum	55564	38274	55564	38274
not	931	931	600	600
Enterococcus_faecalis	41260	41260	27180	27180
Tropheryma_whipplei_str._Twist	33490	21067	33490	21067
Bordetella_parapertussis	40501	40501	32012	32012
Thermoplasma_acidophilum	36878	39430	39430	36878
Fibrobacter_succinogenes_subsp._succinogenes_S85	37955	NA	37955	NA
Sulfolobus_tokodaii	19777	36461	19777	36461
Chromobacterium_violaceum	31435	36691	31435	36691
Neisseria_meningitidis_serogroup_A	11600	42641	11600	42641
Neisseria_meningitidis_serogroup_B	10367	47778	47778	10367
Mycoplasma_pneumoniae	39626	24446	39626	24446
Bifidobacterium_longum	38300	31073	38300	31073
Synechocystis_sp._PCC_6803	43788	43788	35259	35259
Pyrococcus_horikoshii	44250	53564	53564	44250
Mycobacterium_leprae	40455	24548	24548	40455
Thermotoga_maritima	44449	35182	35182	44449
Streptococcus_agalactiae_serogroup_V	46241	30132	30132	46241
Lactobacillus_plantarum	28527	28527	47627	47627
Listeria_monocytogenes	29826	29826	35121	35121
Helicobacter_pylori	23619	23619	32803	32803
Methanosarcina_mazei	49324	49324	22159	22159
Oceanobacillus_iheyensis	35381	46469	46469	35381
Chlamydophila_caviae	33133	30490	33133	30490
Solibacter_usitatus_Ellin6076	41278	41278	28753	28753
Shigella_flexneri	16517	16517	43381	43381
Prochlorococcus_marinus_str._MIT_9313	31527	42380	42380	31527
Mycoplasma_mobile_163K	27436	21693	21693	27436
Tropheryma_whipplei_TW0827	22515	22515	40268	40268
Chlamydia_trachomatis	49024	53583	49024	53583
Methanopyrus_kandleri	36831	40616	40616	36831
Pseudomonas_syringae_pv._tomato	39663	26251	26251	39663
Caenorhabditis_briggsae	16104	10285	16104	10285
Bacillus_anthracis_str._Ames	41139	36361	36361	41139
Gloeobacter_violaceus	27573	27573	39239	39239
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	52548	NA	52548
Rickettsia_conorii	30934	30934	30696	30696
Leishmania_major	17254	51113	51113	17254
Thermoplasma_volcanium	39569	29578	29578	39569
Pseudomonas_aeruginosa	31195	41959	31195	41959
Helicobacter_hepaticus	30892	41689	30892	41689
Streptococcus_agalactiae_serogroup_III	25976	25976	35906	35906
Mycoplasma_genitalium	36896	36896	29997	29997
Haemophilus_influenzae	21793	16372	16372	21793
Pasteurella_multocida	43558	40895	40895	43558
Prochlorococcus_marinus	44156	28658	28658	44156
Corynebacterium_glutamicum	45715	45715	31325	31325
Archaeoglobus_fulgidus	37585	61726	37585	61726
Bacillus_subtilis	46854	53120	46854	53120
Staphylococcus_aureus_subsp._aureus_N315	29178	NA	29178	NA
Corynebacterium_efficiens	45266	36257	36257	45266
Geobacter_sulfurreducens	37383	37383	43149	43149
Yersinia_pestis_KIM	23227	45356	23227	45356
Bacillus_cereus_ATCC_10987	24204	20531	20531	24204
Pseudomonas_putida_KT2440	45618	45618	35790	35790
Sinorhizobium_meliloti	38596	26227	38596	26227
Lactobacillus_johnsonii	27366	27366	43053	43053
Chlamydophila_pneumoniae_CWL029	38801	37717	37717	38801
Streptomyces_coelicolor	23840	27861	27861	23840
Streptomyces_avermitilis	26500	26500	30300	30300
Dehalococcoides_ethenogenes_195	38294	39676	39676	38294
Rickettsia_prowazekii	20077	24011	20077	24011
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	NA	23105	NA	23105
Synechococcus_sp._WH_8102	48920	42005	42005	48920
Nitrosomonas_europaea	42808	25168	42808	25168
Mycoplasma_penetrans	20260	20260	27673	27673
Rhodopseudomonas_palustris	38772	34689	38772	34689
Chlamydophila_pneumoniae_AR39	19007	17539	17539	19007
Escherichia_coli	35056	51035	35056	51035
Xylella_fastidiosa_Temecula1	28078	46725	28078	46725
Treponema_denticola	41922	29077	29077	41922
Helicobacter_pylori_J99	39589	26986	26986	39589
Bacillus_cereus_ATCC_14579	29078	36756	36756	29078
Mycobacterium_avium_subsp._paratuberculosis	28243	NA	28243	NA
Sulfolobus_solfataricus	44079	44079	16589	16589
Lactococcus_lactis_subsp._lactis	24532	41497	41497	24532
Xanthomonas_axonopodis_pv._citri	36130	36130	29399	29399
Borrelia_burgdorferi	19108	19265	19265	19108
Staphylococcus_aureus_subsp._aureus_MW2	24588	NA	24588	NA
Bordetella_bronchiseptica	34813	34813	30411	30411
Mycobacterium_tuberculosis_CDC1551	19611	19611	25589	25589
Buchnera_aphidicola_Schizaphis_graminum	NA	21298	NA	21298
Haemophilus_ducreyi	28741	28091	28741	28091
Mycobacterium_tuberculosis_H37Rv	37969	27204	27204	37969
Clostridium_tetani	27415	28083	28083	27415
Pyrococcus_furiosus	35953	35953	22687	22687
Acidobacterium_capsulatum_ATCC_51196	39800	46368	39800	46368
Xanthomonas_campestris_pv._campestris	36191	29917	29917	36191
Streptococcus_pneumoniae_R6	39136	20394	39136	20394
Wolinella_succinogenes	31765	50253	31765	50253
Streptococcus_pyogenes_MGAS315	43704	35970	43704	35970
Methanosarcina_acetivorans	51008	17735	17735	51008
Streptococcus_pyogenes	35888	29967	29967	35888
Aquifex_aeolicus	39674	55882	55882	39674
Clostridium_acetobutylicum	24124	28787	28787	24124
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	33385	NA	33385	NA
Streptococcus_pneumoniae	41400	41400	22341	22341
Methanococcus_maripaludis	35626	35626	28788	28788
Cyanidioschyzon_merolae	36515	17169	36515	17169
Clostridium_perfringens	24285	32116	24285	32116
Streptococcus_pyogenes_MGAS8232	45567	27364	27364	45567
Ralstonia_solanacearum	30060	30060	33332	33332
Ureaplasma_parvum	26588	33694	26588	33694
Mycoplasma_gallisepticum	40904	23841	40904	23841
Methanocaldococcus_jannaschii	32486	21780	21780	32486
Staphylococcus_epidermidis	25446	25446	35771	35771
Buchnera_aphidicola_Acyrthosiphon_pisum	23452	NA	23452	NA
Mycoplasma_mycoides_subsp._mycoides_SC	22533	22533	10964	10964
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	39809	NA	39809	NA
Escherichia_coli_O157_H7_EDL933	46051	32618	46051	32618
Bordetella_pertussis	29403	29403	13578	13578
Streptococcus_pyogenes_SSI-1	31163	47864	47864	31163
Aeropyrum_pernix	41053	47410	47410	41053
Wolbachia_sp._wMel	11307	11307	41430	41430
Pyrococcus_abyssi	33596	33596	47405	47405
Shewanella_oneidensis	47096	20386	47096	20386
Mycobacterium_bovis	25942	25942	36458	36458
Streptococcus_mutans	39600	28722	28722	39600
Vibrio_cholerae	45933	33774	45933	33774
Coxiella_burnetii	15975	44483	15975	44483
Chlamydophila_pneumoniae_TW-183	51383	52374	52374	51383
Candidatus_Blochmannia_floridanus	29852	29852	45284	45284
Pyrobaculum_aerophilum	27293	42992	27293	42992
Escherichia_coli_O157_H7	37284	37284	51867	51867
Listeria_monocytogenes_str._4b_F2365	40563	40563	39436	39436
Listeria_innocua	34703	34703	28653	28653
Mycoplasma_pulmonis	24453	29753	24453	29753
Nanoarchaeum_equitans	49103	46995	46995	49103
Treponema_pallidum	26760	35707	35707	26760
Staphylococcus_aureus_subsp._aureus_Mu50	NA	29078	NA	29078
Xylella_fastidiosa	39454	46635	39454	46635
Buchnera_aphidicola_Baizongia_pistaciae	30198	NA	30198	NA
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	35488	NA	35488	NA
Thermoanaerobacter_tengcongensis	43582	21678	43582	21678
Bradyrhizobium_japonicum	39400	39400	33052	33052
Corynebacterium_glutamicum_ATCC_13032	59357	59357	39147	39147
Caulobacter_vibrioides	25690	25690	31932	31932
Onion_yellows_phytoplasma	17736	29829	17736	29829
Mesorhizobium_loti	42579	42579	38969	38969
Fusobacterium_nucleatum_subsp._nucleatum	NA	24967	NA	24967
Bdellovibrio_bacteriovorus	46480	46480	44264	44264
Yersinia_pestis	46739	22686	22686	46739
Chlamydia_muridarum	37241	34814	34814	37241
Salmonella_typhi	51232	35648	51232	35648
Bacillus_halodurans	24276	24276	40376	40376
Bacteroides_thetaiotaomicron	47175	47175	32618	32618
Synechococcus_elongatus	47229	47229	44326	44326
Thermus_thermophilus_HB27	24582	35403	24582	35403

