strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	12297	14603	14603	12297
Shigella_flexneri_2a_str._2457T	11381	11381	18722	18722
Porphyromonas_gingivalis	18842	12695	18842	12695
Corynebacterium_diphtheriae	15699	15699	18172	18172
Photorhabdus_luminescens_subsp._laumondii	13608	NA	13695	NA
Chlorobaculum_tepidum	19810	17536	19810	17536
not	942	942	1806	1806
Enterococcus_faecalis	14680	13117	14680	13117
Tropheryma_whipplei_str._Twist	15576	15576	11732	11732
Escherichia_coli_O157_H7	15011	15011	17940	17940
Thermoplasma_acidophilum	18572	19639	19639	18572
Fibrobacter_succinogenes_subsp._succinogenes_S85	17406	NA	17406	NA
Sulfolobus_tokodaii	13382	9490	9490	13382
Chromobacterium_violaceum	15030	13745	15030	13745
Neisseria_meningitidis_serogroup_A	9034	18332	9034	18332
Neisseria_meningitidis_serogroup_B	16759	7826	7826	16759
Mycoplasma_pneumoniae	18579	18579	11305	11305
Bifidobacterium_longum	14312	13073	14312	13073
Synechocystis_sp._PCC_6803	15403	15403	16110	16110
Pyrococcus_horikoshii	16370	16370	20086	20086
Bordetella_parapertussis	12235	13525	12235	13525
Mycobacterium_leprae	14202	11205	14151	11205
Thermotoga_maritima	15764	15764	14801	14801
Streptococcus_agalactiae_serogroup_V	16293	18167	18167	16293
Lactobacillus_plantarum	14847	17876	17876	14847
Listeria_monocytogenes	15277	14130	14130	15277
Methanosarcina_mazei	11561	11561	16103	15834
Oceanobacillus_iheyensis	14738	15923	15923	14738
Chlamydophila_caviae	12951	13724	12951	13724
Solibacter_usitatus_Ellin6076	15478	13684	13720	15478
Shigella_flexneri	16285	9852	16285	9852
Prochlorococcus_marinus_str._MIT_9313	14848	14848	17166	17166
Mycoplasma_mobile_163K	9784	9784	10783	10783
Mycoplasma_genitalium	13477	14217	14217	13477
Chlamydia_trachomatis	12953	13506	12953	13506
Methanopyrus_kandleri	15387	13234	15387	13234
Pseudomonas_syringae_pv._tomato	14314	16846	14314	16846
Caenorhabditis_briggsae	6953	9754	6953	9754
Rhodopseudomonas_palustris	14905	14905	14417	14417
Xanthomonas_campestris_pv._campestris	13680	12203	13680	12203
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	17203	NA	17203
Rickettsia_conorii	15844	15698	15698	15844
Leishmania_major	10631	17077	17077	10631
Thermoplasma_volcanium	15485	12778	15485	12778
Pseudomonas_aeruginosa	12965	12965	15519	15519
Helicobacter_hepaticus	15321	15321	13713	13713
Streptococcus_agalactiae_serogroup_III	12723	13367	13367	12723
Tropheryma_whipplei_TW0827	16849	12513	16849	12513
Haemophilus_influenzae	11094	11297	11094	11297
Pasteurella_multocida	18739	19804	19804	18739
Prochlorococcus_marinus	16837	16837	15443	15443
Corynebacterium_glutamicum	18478	15528	15528	18478
Archaeoglobus_fulgidus	16425	13997	16425	13997
Bacillus_subtilis	19031	20499	20499	19031
Staphylococcus_aureus_subsp._aureus_N315	11995	NA	11995	NA
Corynebacterium_efficiens	15769	14136	15769	14136
Geobacter_sulfurreducens	15404	16959	16959	15404
Yersinia_pestis_KIM	12520	12520	19817	19817
Bacillus_cereus_ATCC_10987	10583	11564	10583	11564
Pseudomonas_putida_KT2440	15300	15300	17434	17434
Sinorhizobium_meliloti	12799	15800	12799	15800
Lactobacillus_johnsonii	14265	15240	14265	15240
Chlamydophila_pneumoniae_CWL029	19564	19564	17437	17437
Streptomyces_coelicolor	11394	12020	12020	11394
Helicobacter_pylori	13596	13596	12374	12374
Dehalococcoides_ethenogenes_195	20163	20163	17482	17482
Rickettsia_prowazekii	12092	13158	12092	13158
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	10115	NA	10115	NA
Synechococcus_sp._WH_8102	17496	14684	14684	17496
Nitrosomonas_europaea	16145	16145	12125	12125
Mycoplasma_penetrans	8555	10486	8555	10486
Bacillus_anthracis_str._Ames	15822	15127	15822	15127
Chlamydophila_pneumoniae_AR39	11113	11113	11054	11054
Escherichia_coli	15784	18105	15784	18105
Xylella_fastidiosa_Temecula1	14412	18690	14412	18690
Treponema_denticola	16362	14090	14090	16362
Helicobacter_pylori_J99	15653	12181	12181	15653
Bacillus_cereus_ATCC_14579	13881	15226	15226	13881
Mycobacterium_avium_subsp._paratuberculosis	NA	12834	NA	12834
Sulfolobus_solfataricus	14977	8797	14977	8797
Lactococcus_lactis_subsp._lactis	11912	15112	15112	11912
Xanthomonas_axonopodis_pv._citri	12349	12349	13104	13104
Borrelia_burgdorferi	9630	9579	9630	9579
Staphylococcus_aureus_subsp._aureus_MW2	12270	NA	12270	NA
Bordetella_bronchiseptica	14490	14490	12277	12277
Mycobacterium_tuberculosis_CDC1551	10917	12129	12129	10917
Buchnera_aphidicola_Schizaphis_graminum	NA	12018	NA	12018
Haemophilus_ducreyi	15276	13224	15276	13224
Mycobacterium_tuberculosis_H37Rv	15434	13119	15434	13119
Clostridium_tetani	10799	10799	12028	12028
Streptococcus_pyogenes_SSI-1	16745	16745	15662	15662
Acidobacterium_capsulatum_ATCC_51196	15021	16692	15021	16692
Gloeobacter_violaceus	14953	14953	18234	18234
Streptococcus_pneumoniae_R6	14591	14857	11274	11274
Wolinella_succinogenes	20039	20039	16451	16451
Streptococcus_pyogenes_MGAS315	15320	14543	15320	14543
Methanosarcina_acetivorans	10085	10085	16225	16225
Streptococcus_pyogenes	14356	14356	14810	14810
Aquifex_aeolicus	16568	16647	16647	16568
Clostridium_acetobutylicum	12432	12349	12349	12407
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	NA	15662	NA	15662
Streptococcus_pneumoniae	11805	16055	16055	11805
Onion_yellows_phytoplasma	10704	10704	8147	8147
Cyanidioschyzon_merolae	17313	10907	10907	17313
Clostridium_perfringens	10062	10062	10249	10249
Streptococcus_pyogenes_MGAS8232	14772	14772	19392	19392
Ralstonia_solanacearum	12942	15133	15133	12942
Ureaplasma_parvum	10560	12377	10560	12377
Mycoplasma_gallisepticum	14162	9802	14162	9802
Methanocaldococcus_jannaschii	12127	11605	12127	11605
Staphylococcus_epidermidis	14500	14500	11865	11865
Buchnera_aphidicola_Acyrthosiphon_pisum	10988	NA	10988	NA
Mycoplasma_mycoides_subsp._mycoides_SC	8733	8733	7137	7137
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	NA	16953	NA	16953
Escherichia_coli_O157_H7_EDL933	17478	17478	13457	13457
Bordetella_pertussis	12565	8751	8751	12565
Pyrococcus_furiosus	16299	14022	14022	16299
Aeropyrum_pernix	22580	22580	23832	23832
Wolbachia_sp._wMel	8310	8310	13794	13794
Pyrococcus_abyssi	16836	16836	17757	17757
Shewanella_oneidensis	13412	17632	17632	13412
Mycobacterium_bovis	12516	14829	12516	14829
Streptococcus_mutans	13158	13158	15549	15549
Vibrio_cholerae	14632	15889	14632	15889
Coxiella_burnetii	18746	18746	10660	10660
Chlamydophila_pneumoniae_TW-183	16795	15936	16795	15936
Candidatus_Blochmannia_floridanus	14467	14467	15993	15993
Pyrobaculum_aerophilum	19383	16024	16024	19383
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	13231	NA	13231	NA
Listeria_monocytogenes_str._4b_F2365	14190	13533	14190	13533
Listeria_innocua	14832	14832	14646	14646
Mycoplasma_pulmonis	12050	10547	12050	10547
Yersinia_pestis	13219	19069	13219	19069
Treponema_pallidum	13916	13916	15024	15024
Streptomyces_avermitilis	11139	11208	12169	12169
Staphylococcus_aureus_subsp._aureus_Mu50	13470	NA	13470	NA
Xylella_fastidiosa	14628	18694	18694	14628
Buchnera_aphidicola_Baizongia_pistaciae	NA	12232	NA	12232
Thermoanaerobacter_tengcongensis	16010	10660	16010	10660
Bradyrhizobium_japonicum	14804	13872	14804	13886
Corynebacterium_glutamicum_ATCC_13032	20168	17109	20168	17109
Caulobacter_vibrioides	11932	11932	13564	13564
Methanococcus_maripaludis	14120	14120	12638	12638
Mesorhizobium_loti	14946	14946	15283	15283
Fusobacterium_nucleatum_subsp._nucleatum	NA	11562	NA	11562
Bdellovibrio_bacteriovorus	18385	19008	19008	18385
Nanoarchaeum_equitans	13677	13461	13461	13677
Chlamydia_muridarum	17305	17730	17730	17305
Salmonella_typhi	17189	15083	17189	15083
Bacillus_halodurans	13425	17384	13425	17384
Bacteroides_thetaiotaomicron	16601	15038	16601	15038
Synechococcus_elongatus	18906	18356	18356	18906
Thermus_thermophilus_HB27	13771	14119	13771	14119

