strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	94.212	96.11	96.141	93.763
Shigella_flexneri_2a_str._2457T	90.32	89.963	97.054	97.251
Porphyromonas_gingivalis	96.79	92.707	97.099	92.527
Corynebacterium_diphtheriae	94.441	94.243	97.271	97.023
Photorhabdus_luminescens_subsp._laumondii	97.333	NA	97.333	NA
Chlorobaculum_tepidum	97.172	96.981	95.455	95.817
Enterococcus_faecalis	96.308	96.602	94.933	95.181
Tropheryma_whipplei_str._Twist	92.817	97.243	97.143	93.177
Escherichia_coli_O157_H7	91.828	97.309	91.531	97.576
Thermoplasma_acidophilum	97.634	97.386	97.262	97.385
Fibrobacter_succinogenes_subsp._succinogenes_S85	NA	98.354	NA	98.354
Sulfolobus_tokodaii	94.788	96.43	96.589	94.952
Chromobacterium_violaceum	94.901	96.096	96.482	94.765
Neisseria_meningitidis_serogroup_A	97.347	91.921	92.022	97.154
Neisseria_meningitidis_serogroup_B	88.983	89.357	96.889	96.8
Mycoplasma_pneumoniae	97.348	93.497	97.208	93.718
Bifidobacterium_longum	96.938	94.806	96.647	94.666
Synechocystis_sp._PCC_6803	95.812	97.061	95.698	96.88
Pyrococcus_horikoshii	96.764	96.836	96.49	96.354
Bordetella_parapertussis	94.693	96.699	94.982	96.458
Mycobacterium_leprae	96.655	94.574	96.991	94.22
Thermotoga_maritima	96.569	96.931	96.494	97.076
Streptococcus_agalactiae_serogroup_V	96.731	96.407	93.43	93.085
Lactobacillus_plantarum	95.102	95.357	97.037	97.272
Listeria_monocytogenes	96.62	95.695	96.867	95.37
Methanosarcina_mazei	93.4	96.988	96.886	93.281
Oceanobacillus_iheyensis	95.137	96.475	94.917	96.249
Chlamydophila_caviae	96.583	96.584	96.82	95.943
Solibacter_usitatus_Ellin6076	96.636	96.949	95.204	94.815
Caenorhabditis_briggsae	92.974	92.745	87.797	88.038
Prochlorococcus_marinus_str._MIT_9313	96.447	96.796	97.345	97.522
Mycoplasma_mobile_163K	95.019	94.052	94.771	93.797
Mycoplasma_genitalium	96.365	96.16	94.605	94.383
Chlamydia_trachomatis	95.977	95.734	96.529	96.97
