strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Methanopyrus_kandleri	97.216	96.136	97.095	96.546
Pseudomonas_syringae_pv._tomato	93.218	96.781	93.046	97.091
Shigella_flexneri	89.404	97.239	96.92	89.266
Rhodopseudomonas_palustris	96.526	96.708	96.481	96.226
Gloeobacter_violaceus	95.821	96.578	96.783	95.642
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	98.553	NA	98.553
Rickettsia_conorii	96.451	96.305	96.567	96.389
Leishmania_major	89.628	97.006	96.744	89.819
Thermoplasma_volcanium	96.776	96.588	96.964	96.964
Pseudomonas_aeruginosa	91.941	96.212	91.634	96.554
Helicobacter_hepaticus	95.619	96.518	96.036	96.696
Streptococcus_agalactiae_serogroup_III	89.28	88.982	96.53	96.455
Tropheryma_whipplei_TW0827	97.327	93.611	97.593	93.937
Haemophilus_influenzae	96.295	94.354	94.115	96.015
Pasteurella_multocida	96.587	95.002	95.141	96.1
Prochlorococcus_marinus	95.898	96.859	95.667	96.583
Corynebacterium_glutamicum	94.48	96.982	97.259	94.564
Archaeoglobus_fulgidus	96.599	95.807	96.164	96.905
Bacillus_subtilis	96.07	95.929	97.305	97.465
Staphylococcus_aureus_subsp._aureus_N315	NA	97.716	NA	97.716
Corynebacterium_efficiens	96.624	92.862	96.81	93.193
Geobacter_sulfurreducens	96.006	95.604	97.01	96.765
Yersinia_pestis_KIM	96.626	92.494	92.762	96.859
Bacillus_cereus_ATCC_10987	96.191	94.484	95.946	94.74
Pseudomonas_putida_KT2440	96.642	94.872	94.626	96.969
Sinorhizobium_meliloti	97.05	96.728	94.937	94.732
Lactobacillus_johnsonii	93.753	93.909	96.252	96.511
Chlamydophila_pneumoniae_CWL029	97.172	95.929	96.199	96.97
Streptomyces_coelicolor	93.851	95.613	95.389	94.254
Staphylococcus_epidermidis	94.036	96.402	93.874	96.28
Dehalococcoides_ethenogenes_195	90.073	96.926	96.729	89.806
Rickettsia_prowazekii	94.861	95.148	95.379	95.525
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	96.29	NA	96.29	NA
Synechococcus_sp._WH_8102	97.355	97.136	96.12	95.849
Nitrosomonas_europaea	96.907	96.797	93.043	93.119
Mycoplasma_penetrans	93.299	92.94	95.7	96.059
Bacillus_anthracis_str._Ames	96.323	95.86	95.621	96.533
Chlamydophila_pneumoniae_AR39	96.821	96.195	95.806	96.66
Escherichia_coli	97.056	94.919	95.191	96.9
Xylella_fastidiosa_Temecula1	92.219	96.972	97.184	91.919
Treponema_denticola	96.877	95.582	95.297	96.512
Helicobacter_pylori_J99	97.361	96.892	91.99	92.27
Bacillus_cereus_ATCC_14579	95.02	94.67	96.296	96.504
Mycobacterium_avium_subsp._paratuberculosis	97.52	NA	97.52	NA
Sulfolobus_solfataricus	96.85	89.152	97.146	89.574
Lactococcus_lactis_subsp._lactis	96.293	96.565	92.752	92.947
Xanthomonas_axonopodis_pv._citri	95.406	95.106	96.578	96.414
Borrelia_burgdorferi	94.463	94.644	94.936	94.453
Staphylococcus_aureus_subsp._aureus_MW2	NA	97.535	NA	97.535
Bordetella_bronchiseptica	95.988	93.624	95.751	93.365
Mycobacterium_tuberculosis_CDC1551	95.028	96.258	95.993	94.584
Buchnera_aphidicola_Schizaphis_graminum	NA	97.616	NA	97.616
Haemophilus_ducreyi	97.399	93.612	93.473	97.299
Mycobacterium_tuberculosis_H37Rv	96.71	96.436	94.672	94.927
Clostridium_tetani	94.721	95.768	95.134	96.241
Pyrococcus_furiosus	95.575	95.495	97.482	97.311
Acidobacterium_capsulatum_ATCC_51196	96.744	96.382	96.096	96.874
Xanthomonas_campestris_pv._campestris	94.588	96.054	94.766	96.368
Streptococcus_pneumoniae_R6	97.01	96.848	94.29	94.648
Wolinella_succinogenes	94.556	97.43	94.257	97.118
Streptococcus_pyogenes_MGAS315	96.958	93.867	97.168	94.134
Methanosarcina_acetivorans	92.043	91.801	96.761	96.99
Streptococcus_pyogenes	96.863	96.799	94.374	94.151
Aquifex_aeolicus	96.792	97.203	97.759	96.666
Clostridium_acetobutylicum	94.351	94.622	96.528	96.263
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	NA	98.053	NA	98.053
Streptococcus_pneumoniae	94.3	94.508	97.161	96.667
Methanococcus_maripaludis	96.007	96.134	96.28	95.989
Cyanidioschyzon_merolae	97.004	97.513	93.143	93.279
Clostridium_perfringens	94.327	95.981	93.821	95.508
Streptococcus_pyogenes_MGAS8232	97.131	94.062	93.87	97.378
Ralstonia_solanacearum	94.884	96.53	96.211	95.008
Ureaplasma_parvum	94.736	94.209	94.293	93.859
Mycoplasma_gallisepticum	95.522	95.809	92.399	92.157
Methanocaldococcus_jannaschii	96.133	95.567	96.433	95.153
Helicobacter_pylori	95.85	96.51	94.026	94.146
Buchnera_aphidicola_Acyrthosiphon_pisum	96.277	NA	96.277	NA
Mycoplasma_mycoides_subsp._mycoides_SC	94.754	94.246	75.383	75.664
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	NA	98.106	NA	98.106
Escherichia_coli_O157_H7_EDL933	97.093	97.323	89.817	89.514
Bordetella_pertussis	95.987	95.808	88.761	89.242
Streptococcus_pyogenes_SSI-1	97.06	97.252	93.68	93.98
Aeropyrum_pernix	96.464	96.212	96.716	97.078
Wolbachia_sp._wMel	97.082	96.349	90.186	90.723
Pyrococcus_abyssi	96.292	97.144	96.882	96.84
Shewanella_oneidensis	96.775	96.592	92.157	92.431
Mycobacterium_bovis	95.673	96.557	96.821	95.478
Streptococcus_mutans	94.114	95.969	96.322	94.17
Vibrio_cholerae	95.075	97.313	94.469	97.1
Coxiella_burnetii	96.493	89.3	89.332	96.182
Chlamydophila_pneumoniae_TW-183	96.506	96.831	96.239	96.102
Candidatus_Blochmannia_floridanus	95.798	95.051	95.284	95.578
Pyrobaculum_aerophilum	96.481	96.202	97.409	97.063
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	97.525	NA	97.525	NA
Listeria_monocytogenes_str._4b_F2365	96.525	96.831	95.438	95.703
Listeria_innocua	97.033	94.369	96.757	94.747
Mycoplasma_pulmonis	95.242	93.835	95.501	93.683
Nanoarchaeum_equitans	95.76	95.587	95.758	95.994
Treponema_pallidum	97.06	96.912	95.06	95.294
Streptomyces_avermitilis	96.064	95.091	94.709	95.721
Staphylococcus_aureus_subsp._aureus_Mu50	97.248	NA	97.248	NA
Xylella_fastidiosa	91.119	91.44	96.547	96.684
Buchnera_aphidicola_Baizongia_pistaciae	97.708	NA	97.708	NA
Thermoanaerobacter_tengcongensis	96.33	96.59	90.845	90.712
Bradyrhizobium_japonicum	96.452	95.345	95.537	96.698
Corynebacterium_glutamicum_ATCC_13032	94.772	95.162	96.757	96.87
Caulobacter_vibrioides	96.23	95.306	96.025	95.095
Onion_yellows_phytoplasma	81.649	95.525	81.403	95.893
Mesorhizobium_loti	96.92	97.037	96.084	95.8
Fusobacterium_nucleatum_subsp._nucleatum	NA	97.208	NA	97.208
Bdellovibrio_bacteriovorus	97.39	97.52	97.479	97.605
Yersinia_pestis	93.359	93.211	97.307	96.929
Chlamydia_muridarum	96.653	97.151	96.857	96.848
Salmonella_typhi	97.07	97.172	95.135	95.372
Bacillus_halodurans	93.408	97.364	93.571	97.097
Bacteroides_thetaiotaomicron	96.912	94.998	97.107	95.246
Synechococcus_elongatus	96.026	96.337	96.565	96.365
Thermus_thermophilus_HB27	96.306	95.478	97.056	95.029

