strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Mycobacterium_avium_subsp._paratuberculosis	NA	16472	NA	16472
Sulfolobus_solfataricus	19865	10230	19865	10230
Lactococcus_lactis_subsp._lactis	14101	21102	21102	14101
Xanthomonas_axonopodis_pv._citri	20169	18326	20169	18326
Borrelia_burgdorferi	13402	11366	11366	13402
Staphylococcus_aureus_subsp._aureus_MW2	16011	NA	16011	NA
Bordetella_bronchiseptica	19810	19810	17295	17295
Mycobacterium_tuberculosis_CDC1551	13110	15951	15951	13110
Buchnera_aphidicola_Schizaphis_graminum	NA	18798	NA	18798
Haemophilus_ducreyi	23162	18689	23162	18689
Mycobacterium_tuberculosis_H37Rv	19246	15670	19246	15670
Clostridium_tetani	19701	19701	19006	19006
Pyrococcus_furiosus	20332	15847	15847	20332
Acidobacterium_capsulatum_ATCC_51196	20315	24554	20315	24554
Xanthomonas_campestris_pv._campestris	15602	19769	15602	19769
Streptococcus_pneumoniae_R6	13953	13953	22566	22566
Wolinella_succinogenes	26370	21084	26370	21084
Streptococcus_pyogenes_MGAS315	16568	19576	16568	19576
Methanosarcina_acetivorans	12446	12446	23177	23177
Streptococcus_pyogenes	22258	22258	18523	18523
Aquifex_aeolicus	21271	23109	21271	23109
Clostridium_acetobutylicum	16729	16729	17105	17105
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	NA	20514	NA	20514
Streptococcus_pneumoniae	13527	21586	13527	21586
Methanococcus_maripaludis	20609	18636	20609	18636
Cyanidioschyzon_merolae	25073	14291	14291	25073
Clostridium_perfringens	14693	14693	15650	15650
Streptococcus_pyogenes_MGAS8232	19231	19231	25555	25555
Ralstonia_solanacearum	18404	20551	20551	18404
Ureaplasma_parvum	14423	14423	17723	17723
Mycoplasma_gallisepticum	19325	19325	11677	11677
Methanocaldococcus_jannaschii	17294	13011	13011	17294
Staphylococcus_epidermidis	17932	21020	17932	21020
Buchnera_aphidicola_Acyrthosiphon_pisum	NA	16403	NA	16403
Mycoplasma_mycoides_subsp._mycoides_SC	11618	5912	11618	5912
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	NA	27132	NA	27132
Escherichia_coli_O157_H7_EDL933	23420	23420	17361	17361
Bordetella_pertussis	16126	16126	9538	9538
Streptococcus_pyogenes_SSI-1	24427	20322	24427	20322
Aeropyrum_pernix	21192	21192	25913	25913
Wolbachia_sp._wMel	22250	9436	9436	22250
Pyrococcus_abyssi	22582	22582	25561	25561
Shewanella_oneidensis	23410	14366	14366	23410
Mycobacterium_bovis	17545	17545	21277	21277
Streptococcus_mutans	17212	19559	17212	19559
Vibrio_cholerae	23936	20294	20294	23936
Coxiella_burnetii	29540	12778	29540	12778
Chlamydophila_pneumoniae_TW-183	26486	21848	26486	21848
Candidatus_Blochmannia_floridanus	18681	17858	17858	18681
Pyrobaculum_aerophilum	17442	17442	24099	24099
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	21573	NA	21573	NA
Listeria_monocytogenes_str._4b_F2365	19958	19670	19670	19958
Listeria_innocua	19030	19030	17990	17990
Mycoplasma_pulmonis	13310	12242	13310	12242
Nanoarchaeum_equitans	20243	20243	19924	19924
Treponema_pallidum	21431	25820	21431	25820
Streptomyces_avermitilis	15192	15192	16719	16719
Staphylococcus_aureus_subsp._aureus_Mu50	15221	NA	15221	NA
Xylella_fastidiosa	18149	28032	18149	28032
Buchnera_aphidicola_Baizongia_pistaciae	17462	NA	17462	NA
Thermoanaerobacter_tengcongensis	22280	13935	13935	22280
Bradyrhizobium_japonicum	22264	22264	19106	19106
Corynebacterium_glutamicum_ATCC_13032	23454	20023	20023	23454
Caulobacter_vibrioides	17327	15658	15658	17327
Onion_yellows_phytoplasma	7846	16085	7846	16085
Mesorhizobium_loti	22161	22161	19555	19555
Fusobacterium_nucleatum_subsp._nucleatum	NA	16394	NA	16394
Bdellovibrio_bacteriovorus	25281	26535	26535	25281
Yersinia_pestis	26471	26471	16251	16251
Chlamydia_muridarum	20710	21369	21369	20710
Salmonella_typhi	23138	19126	23138	19126
Bacillus_halodurans	16874	16874	23926	23926
Bacteroides_thetaiotaomicron	23860	20657	23860	20657
Synechococcus_elongatus	25638	22390	22390	25638
Thermus_thermophilus_HB27	16426	16426	15420	15420

