strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	1988	1623	1713	2021
Shigella_flexneri_2a_str._2457T	1634	1317	1574	1178
Porphyromonas_gingivalis	1662	1219	1598	1281
Corynebacterium_diphtheriae	1757	1368	1427	1765
Photorhabdus_luminescens_subsp._laumondii	1644	NA	1299	NA
Oceanobacillus_iheyensis	1842	1489	1837	1425
Enterococcus_faecalis	1427	1863	1501	1838
Tropheryma_whipplei_str._Twist	1277	1677	1624	1261
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	2262	NA	1800	NA
Thermoplasma_acidophilum	1383	1715	1316	1721
Fibrobacter_succinogenes_subsp._succinogenes_S85	1325	NA	1683	NA
Sulfolobus_tokodaii	2049	1511	1644	2051
Chromobacterium_violaceum	1843	1858	1446	1521
Neisseria_meningitidis_serogroup_A	1611	1588	1251	1229
Neisseria_meningitidis_serogroup_B	1302	1559	1188	1500
Mycoplasma_pneumoniae	1239	1354	1577	1640
Bifidobacterium_longum	1715	1740	1273	1490
Synechocystis_sp._PCC_6803	1695	1343	1688	1309
Pyrococcus_horikoshii	1808	1278	1480	1825
Bordetella_parapertussis	1722	1954	1510	1916
Mycobacterium_leprae	1692	1688	1332	1331
Thermotoga_maritima	1331	1705	1693	1377
Streptococcus_agalactiae_serogroup_V	1834	1823	1509	1411
Lactobacillus_plantarum	1422	1750	1751	1282
Listeria_monocytogenes	1891	1891	1482	1482
Methanosarcina_mazei	1661	1628	1265	1311
Chlorobaculum_tepidum	1352	1742	1712	1364
Chlamydophila_caviae	1401	1873	1843	1427
Solibacter_usitatus_Ellin6076	1347	1448	1778	1779
Shigella_flexneri	1227	1623	1563	1271
Prochlorococcus_marinus_str._MIT_9313	1368	1240	1709	1715
Mycoplasma_mobile_163K	1862	2228	2325	1861
Tropheryma_whipplei_TW0827	1495	1750	1213	1770
Chlamydia_trachomatis	1461	1824	1839	1392
Methanopyrus_kandleri	1461	1907	1577	1923
Pseudomonas_syringae_pv._tomato	1701	1670	1328	1328
Caenorhabditis_briggsae	1196	1596	1337	1560
Rhodopseudomonas_palustris	1447	1933	1915	1593
Gloeobacter_violaceus	1864	1472	1858	1500
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	1751	NA	1347
Rickettsia_conorii	1833	1992	2018	1345
Leishmania_major	1361	1738	1317	1703
Thermoplasma_volcanium	1279	1392	1672	1682
Pseudomonas_aeruginosa	1946	1910	1484	1599
Helicobacter_hepaticus	1543	1529	1871	1883
Streptococcus_agalactiae_serogroup_III	1524	1874	1868	1483
Mycoplasma_genitalium	1717	2360	2417	1758
Haemophilus_influenzae	1360	1414	1757	1816
Pasteurella_multocida	1701	1337	1404	1676
Prochlorococcus_marinus	1722	1460	1717	1292
Corynebacterium_glutamicum	1315	1666	1657	1267
Archaeoglobus_fulgidus	1345	1355	1719	1714
Bacillus_subtilis	1257	1679	1699	1391
Staphylococcus_aureus_subsp._aureus_N315	1590	NA	1988	NA
Corynebacterium_efficiens	1365	1780	1440	1767
Geobacter_sulfurreducens	1856	1446	1856	1476
Yersinia_pestis_KIM	1568	1241	1573	1230
Bacillus_cereus_ATCC_10987	1803	1533	1359	1795
Pseudomonas_putida_KT2440	1827	1837	1549	1345
Sinorhizobium_meliloti	1874	1478	1502	1847
Lactobacillus_johnsonii	1515	1874	1874	1461
Chlamydophila_pneumoniae_CWL029	1747	1447	1747	1338
Streptomyces_coelicolor	2149	2149	1697	1880
Helicobacter_pylori	1544	1821	1385	1821
Dehalococcoides_ethenogenes_195	1728	1532	1779	1337
Rickettsia_prowazekii	1653	2107	1744	2121
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	2117	NA	2577	NA
Synechococcus_sp._WH_8102	1392	1716	1363	1773
Nitrosomonas_europaea	1344	1624	1280	1627
Mycoplasma_penetrans	2107	1964	2172	1476
Bacillus_anthracis_str._Ames	1481	1912	1551	1882
Chlamydophila_pneumoniae_AR39	1326	1671	1596	1325
Escherichia_coli	1716	1687	1377	1300
Xylella_fastidiosa_Temecula1	1246	1658	1691	1521
Treponema_denticola	1504	1886	1832	1416
Helicobacter_pylori_J99	1551	1832	1325	1787
Bacillus_cereus_ATCC_14579	1829	1467	1839	1490
Mycobacterium_avium_subsp._paratuberculosis	NA	1661	NA	2021
Sulfolobus_solfataricus	1779	1364	1728	1331
Lactococcus_lactis_subsp._lactis	1819	1423	1498	1856
Xanthomonas_axonopodis_pv._citri	1529	1924	1933	1605
Borrelia_burgdorferi	2153	2161	1607	1939
Staphylococcus_aureus_subsp._aureus_MW2	1614	NA	2022	NA
Bordetella_bronchiseptica	2022	2022	1595	1597
Mycobacterium_tuberculosis_CDC1551	1823	1509	1798	1458
Buchnera_aphidicola_Schizaphis_graminum	NA	1860	NA	1503
Haemophilus_ducreyi	1937	1979	1573	1464
Mycobacterium_tuberculosis_H37Rv	1484	1940	1609	1939
Clostridium_tetani	1758	2088	2088	1605
Pyrococcus_furiosus	1696	1384	1696	1309
Acidobacterium_capsulatum_ATCC_51196	1407	1805	1808	1406
Xanthomonas_campestris_pv._campestris	1561	1582	1952	1925
Streptococcus_pneumoniae_R6	1749	1793	1480	1424
Wolinella_succinogenes	1414	1880	1454	1871
Streptococcus_pyogenes_MGAS315	1893	1590	1323	1848
Methanosarcina_acetivorans	1608	1568	1292	1205
Streptococcus_pyogenes	1851	1416	1793	1520
Aquifex_aeolicus	1823	1366	1823	1538
Clostridium_acetobutylicum	1617	2087	1728	2077
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	NA	1932	NA	1500
Streptococcus_pneumoniae	1416	1830	1395	1797
Methanococcus_maripaludis	1522	1986	1624	1918
Cyanidioschyzon_merolae	1663	1764	1366	1229
Clostridium_perfringens	2157	2153	1769	1687
Streptococcus_pyogenes_MGAS8232	1406	1439	1768	1756
Ralstonia_solanacearum	1551	1943	1543	1969
Ureaplasma_parvum	2141	2508	2508	2062
Mycoplasma_gallisepticum	1866	1878	1520	1479
Methanocaldococcus_jannaschii	2052	1538	2045	1788
Staphylococcus_epidermidis	1636	1663	2043	2046
Buchnera_aphidicola_Acyrthosiphon_pisum	1740	NA	2143	NA
Mycoplasma_mycoides_subsp._mycoides_SC	1788	2119	1842	2022
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	NA	1307	NA	1660
Escherichia_coli_O157_H7_EDL933	1132	1635	1554	1313
Bordetella_pertussis	1569	1489	1858	1889
Streptococcus_pyogenes_SSI-1	1622	1824	1332	1832
Aeropyrum_pernix	1910	1498	1484	1905
Wolbachia_sp._wMel	1828	1811	1331	1485
Pyrococcus_abyssi	1542	1340	1802	1783
Shewanella_oneidensis	1223	1624	1647	1319
Mycobacterium_bovis	1518	1509	1862	1865
Streptococcus_mutans	1470	1874	1898	1506
Vibrio_cholerae	1647	1664	1255	1337
Coxiella_burnetii	1736	1237	1733	1438
Chlamydophila_pneumoniae_TW-183	1286	1643	1647	1422
Candidatus_Blochmannia_floridanus	2416	1856	2113	2416
Pyrobaculum_aerophilum	1575	1225	1314	1575
Escherichia_coli_O157_H7	1648	1321	1272	1610
Listeria_monocytogenes_str._4b_F2365	1418	1427	1795	1842
Listeria_innocua	1879	1480	1462	1886
Mycoplasma_pulmonis	2212	2268	1911	1847
Nanoarchaeum_equitans	1594	1732	2014	2029
Treponema_pallidum	1512	1353	1931	1912
Streptomyces_avermitilis	1745	2090	2086	1653
Staphylococcus_aureus_subsp._aureus_Mu50	1936	NA	1507	NA
Xylella_fastidiosa	1353	1354	1727	1737
Buchnera_aphidicola_Baizongia_pistaciae	NA	1987	NA	1718
Thermoanaerobacter_tengcongensis	1707	1755	1347	1424
Bradyrhizobium_japonicum	1475	1860	1857	1540
Corynebacterium_glutamicum_ATCC_13032	1320	1730	1392	1730
Caulobacter_vibrioides	1424	1867	1893	1627
Onion_yellows_phytoplasma	1871	1474	1705	1291
Mesorhizobium_loti	1497	1887	1507	1886
Fusobacterium_nucleatum_subsp._nucleatum	NA	1730	NA	2116
Bdellovibrio_bacteriovorus	1393	1232	1693	1737
Yersinia_pestis	1353	1232	1642	1620
Chlamydia_muridarum	1490	1850	1613	1835
Salmonella_typhi	1618	1636	1330	1261
Bacillus_halodurans	1352	1252	1664	1630
Bacteroides_thetaiotaomicron	1310	1385	1735	1743
Synechococcus_elongatus	1744	1730	1362	1407
Thermus_thermophilus_HB27	1992	1542	1994	1671

