strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	10326	11218	11218	10326
Shigella_flexneri_2a_str._2457T	8756	12155	12155	8756
Porphyromonas_gingivalis	12174	12174	9549	9549
Corynebacterium_diphtheriae	11821	11821	12864	12864
Mycobacterium_leprae	11344	9546	9546	11344
Chlorobaculum_tepidum	13358	13358	11460	11460
not	NA	942	NA	942
Enterococcus_faecalis	11105	9890	11105	9890
Tropheryma_whipplei_str._Twist	9210	11818	11818	9210
Escherichia_coli_O157_H7	11538	11538	13489	13489
Thermoplasma_acidophilum	12988	12988	11269	11269
Fibrobacter_succinogenes_subsp._succinogenes_S85	NA	13308	NA	13308
Sulfolobus_tokodaii	8017	8017	10371	10371
Chromobacterium_violaceum	10317	9789	9789	10317
Neisseria_meningitidis_serogroup_A	12150	6983	12150	6957
Neisseria_meningitidis_serogroup_B	13719	13719	6753	6753
Mycoplasma_pneumoniae	16806	10538	16806	10538
Bifidobacterium_longum	11836	11747	11747	11836
Synechocystis_sp._PCC_6803	12213	12213	13829	13829
Pyrococcus_horikoshii	12363	12363	12292	12292
Bordetella_parapertussis	8964	9788	8958	9788
Photorhabdus_luminescens_subsp._laumondii	NA	10874	NA	10874
Thermotoga_maritima	10469	10115	10469	10115
Streptococcus_agalactiae_serogroup_V	11820	11820	9888	9888
Lactobacillus_plantarum	12113	12113	13133	13265
Listeria_monocytogenes	11165	11165	11807	11807
Methanosarcina_mazei	9284	12407	12407	9284
Oceanobacillus_iheyensis	11168	12695	12695	11168
Chlamydophila_caviae	10502	10502	11434	11434
Solibacter_usitatus_Ellin6076	11493	10339	10334	11493
Caenorhabditis_briggsae	8127	5960	5952	8109
Prochlorococcus_marinus_str._MIT_9313	10972	11963	11963	10972
Mycoplasma_mobile_163K	7778	6647	6647	7778
Tropheryma_whipplei_TW0827	8334	10010	10010	8334
Chlamydia_trachomatis	12331	11667	12331	11667
Methanopyrus_kandleri	10331	10092	9924	9924
Pseudomonas_syringae_pv._tomato	10665	13307	10665	13307
Shigella_flexneri	12041	8547	12041	8547
Rhodopseudomonas_palustris	10964	10916	10964	10916
Gloeobacter_violaceus	11117	13043	13043	11117
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	13460	NA	13460
Rickettsia_conorii	11486	12335	11486	12335
Leishmania_major	7814	11724	7814	11724
Thermoplasma_volcanium	11799	10727	10727	11799
Pseudomonas_aeruginosa	10309	11199	11199	10309
Helicobacter_hepaticus	10781	12085	10781	12085
Streptococcus_agalactiae_serogroup_III	10026	10026	9801	9552
Mycoplasma_genitalium	7182	8746	9720	7252
Haemophilus_influenzae	9717	8979	9717	8979
Pasteurella_multocida	13317	12046	13317	12046
Prochlorococcus_marinus	12663	10697	12663	10697
Corynebacterium_glutamicum	12796	12796	11881	11881
Archaeoglobus_fulgidus	11160	11160	13141	13141
Bacillus_subtilis	13353	13353	14440	14440
Staphylococcus_aureus_subsp._aureus_N315	NA	9087	NA	9087
Corynebacterium_efficiens	11423	10420	11423	10420
Geobacter_sulfurreducens	12454	12454	13070	13070
Yersinia_pestis_KIM	10218	10218	13646	13646
Bacillus_cereus_ATCC_10987	8219	8052	8052	8219
Pseudomonas_putida_KT2440	12243	11142	11142	12243
Sinorhizobium_meliloti	10310	11702	11702	10310
Lactobacillus_johnsonii	10074	10074	9890	9890
Chlamydophila_pneumoniae_CWL029	13365	13111	13365	13111
Streptomyces_coelicolor	8365	8663	8365	8663
Helicobacter_pylori	10856	9639	10856	9639
Buchnera_aphidicola_Schizaphis_graminum	NA	9000	NA	9000
Rickettsia_prowazekii	9053	8561	8561	9053
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	7556	NA	7556	NA
Synechococcus_sp._WH_8102	11922	10884	11922	10884
Nitrosomonas_europaea	12402	9918	12402	9918
Mycoplasma_penetrans	9018	9018	7064	7064
Bacillus_anthracis_str._Ames	11458	11458	10818	11000
Chlamydophila_pneumoniae_AR39	9641	9641	8833	8833
Escherichia_coli	12487	13064	12487	13064
Xylella_fastidiosa_Temecula1	11119	12781	12781	10958
Treponema_denticola	10860	12606	10860	12606
Helicobacter_pylori_J99	9507	10795	9507	10795
Bacillus_cereus_ATCC_14579	10037	10425	10425	10037
Mycobacterium_avium_subsp._paratuberculosis	9187	NA	9187	NA
Sulfolobus_solfataricus	7774	7774	11242	11242
Lactococcus_lactis_subsp._lactis	10525	10525	9379	9379
Xanthomonas_axonopodis_pv._citri	9930	9930	9504	9504
Borrelia_burgdorferi	7499	7503	7499	7503
Staphylococcus_aureus_subsp._aureus_MW2	NA	9461	NA	9461
Bordetella_bronchiseptica	10234	10234	9796	9796
Mycobacterium_tuberculosis_CDC1551	8332	9678	9678	8332
Dehalococcoides_ethenogenes_195	12431	12494	12494	12431
Haemophilus_ducreyi	11393	9997	11393	10003
Mycobacterium_tuberculosis_H37Rv	9706	10870	9706	10870
Clostridium_tetani	8968	8870	8895	8968
Pyrococcus_furiosus	10413	10413	12109	12109
Acidobacterium_capsulatum_ATCC_51196	11831	12820	12820	11893
Xanthomonas_campestris_pv._campestris	9798	9007	9007	9798
Streptococcus_pneumoniae_R6	11274	8918	11274	8918
Wolinella_succinogenes	12197	12197	11283	11283
Streptococcus_pyogenes_MGAS315	10104	10123	10104	10123
Methanosarcina_acetivorans	8058	8058	11180	11180
Streptococcus_pyogenes	9873	9873	11173	10847
Aquifex_aeolicus	12919	12927	12927	12919
Clostridium_acetobutylicum	9252	9657	9252	9657
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	11802	NA	11802	NA
Streptococcus_pneumoniae	12576	12576	9754	9754
Methanococcus_maripaludis	11561	11561	10722	10722
Cyanidioschyzon_merolae	13460	9086	9086	13460
Clostridium_perfringens	7851	8636	7851	8636
Streptococcus_pyogenes_MGAS8232	12594	12594	11856	11856
Ralstonia_solanacearum	10502	11951	11951	10502
Ureaplasma_parvum	9410	9410	10333	10333
Mycoplasma_gallisepticum	9304	8128	9304	8128
Methanocaldococcus_jannaschii	9443	9108	9443	9108
Streptomyces_avermitilis	9453	9465	8774	8753
Buchnera_aphidicola_Acyrthosiphon_pisum	8699	NA	8699	NA
Mycoplasma_mycoides_subsp._mycoides_SC	5784	5784	7680	7680
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	12993	NA	12993	NA
Escherichia_coli_O157_H7_EDL933	11277	11277	12744	12744
Bordetella_pertussis	6472	9211	9211	6472
Streptococcus_pyogenes_SSI-1	13897	13897	13058	13058
Aeropyrum_pernix	11632	11632	13428	13428
Wolbachia_sp._wMel	6856	6856	11720	11720
Pyrococcus_abyssi	12952	14519	14519	12952
Shewanella_oneidensis	13114	13114	9319	9319
Mycobacterium_bovis	9884	10671	9884	10671
Streptococcus_mutans	9841	9841	11036	10506
Vibrio_cholerae	11607	11607	13083	13083
Coxiella_burnetii	13033	8837	8837	13033
Chlamydophila_pneumoniae_TW-183	10615	12005	10615	12005
Candidatus_Blochmannia_floridanus	9988	10687	9988	10687
Pyrobaculum_aerophilum	13180	14484	13180	14484
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	9460	NA	9460	NA
Listeria_monocytogenes_str._4b_F2365	11244	10552	11249	10552
Listeria_innocua	9849	9849	9863	9863
Mycoplasma_pulmonis	7500	8119	7500	8188
Yersinia_pestis	13340	10377	10377	13340
Treponema_pallidum	11794	11794	12096	12043
Staphylococcus_aureus_subsp._aureus_Mu50	NA	10107	NA	10107
Xylella_fastidiosa	11253	11253	13164	13164
Buchnera_aphidicola_Baizongia_pistaciae	9274	NA	9274	NA
Thermoanaerobacter_tengcongensis	11676	8675	11676	8675
Bradyrhizobium_japonicum	10951	10951	10528	10484
Corynebacterium_glutamicum_ATCC_13032	12815	12135	12815	12135
Caulobacter_vibrioides	9434	10764	10764	9434
Onion_yellows_phytoplasma	6378	8895	6378	8836
Mesorhizobium_loti	12312	12312	11376	11326
Staphylococcus_epidermidis	9877	9877	12002	12002
Fusobacterium_nucleatum_subsp._nucleatum	7744	NA	7744	NA
Bdellovibrio_bacteriovorus	13292	13570	13570	13292
Nanoarchaeum_equitans	12426	10373	10373	12426
Chlamydia_muridarum	13441	13441	11917	11917
Salmonella_typhi	12740	12740	11826	11826
Bacillus_halodurans	12707	10727	10727	12707
Bacteroides_thetaiotaomicron	13032	13043	11861	11861
Synechococcus_elongatus	12694	12353	12353	12694
Thermus_thermophilus_HB27	8883	10514	10514	9049

