strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Mycobacterium_bovis	93.806	93.371	94.784	94.407
Streptococcus_mutans	91.757	94.259	92.32	94.574
Vibrio_cholerae	95.704	93.937	93.58	95.222
Coxiella_burnetii	93.967	94.521	87.636	87.168
Chlamydophila_pneumoniae_TW-183	94.79	94.581	95.095	95.217
Candidatus_Blochmannia_floridanus	92.194	93.202	93.039	92.82
Pyrobaculum_aerophilum	94.968	95.524	94.585	95.151
Escherichia_coli_O157_H7	90.269	89.891	94.772	95.21
Listeria_monocytogenes_str._4b_F2365	95.123	93.187	94.733	93.798
Listeria_innocua	94.63	95.004	92.553	93.237
Mycoplasma_pulmonis	93.351	91.355	90.641	92.65
Nanoarchaeum_equitans	93.667	94.045	93.091	93.483
Treponema_pallidum	93.35	93.754	94.525	94.767
Streptomyces_avermitilis	91.811	92.454	93.618	93.043
Staphylococcus_aureus_subsp._aureus_Mu50	95.887	NA	95.887	NA
Xylella_fastidiosa	89.026	94.972	89.478	95.072
Buchnera_aphidicola_Baizongia_pistaciae	NA	96.53	NA	96.53
Thermoanaerobacter_tengcongensis	94.201	88.17	88.727	94.576
Bradyrhizobium_japonicum	94.914	93.793	94.45	93.355
Corynebacterium_glutamicum_ATCC_13032	95.509	92.958	95.046	93.458
Caulobacter_vibrioides	93.2	94.401	93.935	92.762
Onion_yellows_phytoplasma	94.184	78.092	78.856	94.329
Mesorhizobium_loti	95.004	94.473	94.282	93.867
Fusobacterium_nucleatum_subsp._nucleatum	95.509	NA	95.509	NA
Bdellovibrio_bacteriovorus	95.356	95.868	95.763	95.822
Yersinia_pestis	91.685	95.683	95.343	91.263
Chlamydia_muridarum	93.06	94.938	94.752	94.059
Salmonella_typhi	95.35	95.709	93.555	93.903
Bacillus_halodurans	91.8	95.484	92.042	95.216
Bacteroides_thetaiotaomicron	93.416	93.812	95.497	94.971
Synechococcus_elongatus	93.978	94.378	94.902	95.089
Thermus_thermophilus_HB27	93.623	92.951	93.876	94.515

