strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	24010	24010	41090	41090
Shigella_flexneri_2a_str._2457T	18347	18347	45038	45038
Porphyromonas_gingivalis	46727	46727	19233	19233
Corynebacterium_diphtheriae	37987	37987	49779	49779
Photorhabdus_luminescens_subsp._laumondii	28354	NA	28354	NA
Oceanobacillus_iheyensis	49744	49744	38494	38494
Enterococcus_faecalis	35451	28267	35451	28267
Tropheryma_whipplei_str._Twist	23078	23078	40474	40474
Escherichia_coli_O157_H7	53310	34639	34639	53310
Thermoplasma_acidophilum	45396	41442	41442	45396
Fibrobacter_succinogenes_subsp._succinogenes_S85	39200	NA	39200	NA
Sulfolobus_tokodaii	19058	39081	19058	39081
Chromobacterium_violaceum	31692	31692	36740	36740
Neisseria_meningitidis_serogroup_A	49243	11883	11883	49243
Neisseria_meningitidis_serogroup_B	45803	45803	10707	10707
Mycoplasma_pneumoniae	34196	18599	18599	34196
Bifidobacterium_longum	39352	31392	39352	31392
Synechocystis_sp._PCC_6803	43787	32975	32975	43787
Pyrococcus_horikoshii	46874	46874	41573	41573
Bordetella_parapertussis	30969	30969	34740	34740
Mycobacterium_leprae	35611	22576	35611	22576
Thermotoga_maritima	45759	33823	33823	45759
Streptococcus_agalactiae_serogroup_V	50748	34612	34612	50748
Lactobacillus_plantarum	31874	31874	46564	46564
Listeria_monocytogenes	42862	42862	33782	33782
Helicobacter_pylori	31792	31792	25814	25814
Methanosarcina_mazei	19845	45487	45487	19845
Chlorobaculum_tepidum	49146	49146	37742	37742
Chlamydophila_caviae	29042	29042	27518	27518
Solibacter_usitatus_Ellin6076	38628	28785	28785	38628
Caenorhabditis_briggsae	16674	16674	10133	10133
Prochlorococcus_marinus_str._MIT_9313	35018	48830	48830	35018
Mycoplasma_mobile_163K	29605	20807	29605	20807
Tropheryma_whipplei_TW0827	21546	44416	44416	21546
Chlamydia_trachomatis	40627	40627	43656	43656
Methanopyrus_kandleri	41371	43164	41371	43164
Pseudomonas_syringae_pv._tomato	26801	26801	43907	43907
Shigella_flexneri	17327	45054	17327	45054
Rhodopseudomonas_palustris	38860	37381	38860	37381
Gloeobacter_violaceus	30565	41542	41542	30565
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	57064	NA	57064
Rickettsia_conorii	32212	32212	30849	30849
Leishmania_major	16667	55940	55940	16667
Thermoplasma_volcanium	32313	56704	32313	56704
Pseudomonas_aeruginosa	29645	44597	29645	44597
Helicobacter_hepaticus	49306	34501	34501	49306
Streptococcus_agalactiae_serogroup_III	34245	34245	26453	26453
Mycoplasma_genitalium	36446	36446	24270	24270
Haemophilus_influenzae	19982	15874	15874	19982
Pasteurella_multocida	39480	40258	39480	40258
Prochlorococcus_marinus	28658	43242	28658	43242
Corynebacterium_glutamicum	34455	53056	53056	34455
Archaeoglobus_fulgidus	32392	32392	49819	49819
