strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Listeria_monocytogenes_str._4b_F2365	6209	5989	5989	6162
Listeria_innocua	5838	5838	5979	5945
Mycoplasma_pulmonis	5171	5171	4705	4705
Nanoarchaeum_equitans	5444	5027	5027	5444
Treponema_pallidum	6547	6843	6843	6547
Staphylococcus_aureus_subsp._aureus_Mu50	5370	NA	5370	NA
Xylella_fastidiosa	5908	6937	5908	6937
Buchnera_aphidicola_Baizongia_pistaciae	7051	NA	7051	NA
Thermoanaerobacter_tengcongensis	6113	4899	6113	4892
Bradyrhizobium_japonicum	6273	6288	6040	6040
Corynebacterium_glutamicum_ATCC_13032	7147	7147	6146	6146
Caulobacter_vibrioides	5645	6025	6025	5626
Onion_yellows_phytoplasma	5267	3328	3491	5267
Mesorhizobium_loti	6502	6502	6177	6173
Fusobacterium_nucleatum_subsp._nucleatum	NA	5282	NA	5282
Bdellovibrio_bacteriovorus	7533	7461	7461	7544
Yersinia_pestis	5928	7063	5928	7035
Chlamydia_muridarum	5619	6202	6202	5619
Salmonella_typhi	7090	6756	6756	7068
Bacillus_halodurans	6017	6744	6744	6041
Bacteroides_thetaiotaomicron	6798	6502	6452	6766
Synechococcus_elongatus	6317	6769	6317	6769
Thermus_thermophilus_HB27	5494	5489	5564	5564

