strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Bacillus_anthracis_str._Ames	4348	4320	3715	4348
Gloeobacter_violaceus	3766	3389	3760	3578
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	3421	NA	3649
Rickettsia_conorii	4424	4580	4570	3984
Leishmania_major	3041	3210	3356	3356
Thermoplasma_volcanium	3007	3605	3595	3301
Pseudomonas_aeruginosa	3999	3820	3381	3964
Helicobacter_hepaticus	3380	3893	3893	3880
Streptococcus_agalactiae_serogroup_III	3506	3900	3952	3865
Tropheryma_whipplei_TW0827	3653	3653	2970	3694
Haemophilus_influenzae	3732	3331	3400	3714
Pasteurella_multocida	3906	3925	3596	3619
Prochlorococcus_marinus	2985	3586	3610	3324
Corynebacterium_glutamicum	2835	3182	3269	3269
Archaeoglobus_fulgidus	3749	3755	3520	3418
Bacillus_subtilis	3685	3474	3252	3689
Staphylococcus_aureus_subsp._aureus_N315	3957	NA	4206	NA
Corynebacterium_efficiens	3427	3512	3781	3829
Geobacter_sulfurreducens	3939	4014	3667	3769
Yersinia_pestis_KIM	3478	3205	3047	3480
Bacillus_cereus_ATCC_10987	3476	3220	3594	3601
Pseudomonas_putida_KT2440	3653	3852	3360	3847
Sinorhizobium_meliloti	3827	3501	3827	3541
Lactobacillus_johnsonii	4171	4200	3749	4167
Chlamydophila_pneumoniae_CWL029	3403	3498	3656	3656
Streptomyces_coelicolor	4357	4368	4000	4180
Staphylococcus_epidermidis	4613	4814	4574	3771
Dehalococcoides_ethenogenes_195	3464	3687	3709	3344
Rickettsia_prowazekii	4216	4971	4971	4997
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	5218	NA	5483	NA
Synechococcus_sp._WH_8102	3037	3853	3882	3904
Nitrosomonas_europaea	3346	3333	3644	3647
Mycoplasma_penetrans	4153	4505	4488	4488
Rhodopseudomonas_palustris	4023	4050	3629	3903
Chlamydophila_pneumoniae_AR39	3283	2895	3434	3387
Escherichia_coli	3631	3631	3551	2902
Xylella_fastidiosa_Temecula1	3872	3139	3840	3833
Treponema_denticola	3755	3692	3989	3993
Helicobacter_pylori_J99	3987	3990	3435	3990
Bacillus_cereus_ATCC_14579	3997	3724	3734	3997
Mycobacterium_avium_subsp._paratuberculosis	NA	3803	NA	4103
Sulfolobus_solfataricus	3545	3402	3485	2889
Lactococcus_lactis_subsp._lactis	3933	4022	3690	4022
Xanthomonas_axonopodis_pv._citri	3648	3886	4117	4117
Borrelia_burgdorferi	4172	4435	4166	4282
Staphylococcus_aureus_subsp._aureus_MW2	3903	NA	4183	NA
Bordetella_bronchiseptica	3800	3956	4129	4087
Mycobacterium_tuberculosis_CDC1551	3615	3556	3259	3614
Buchnera_aphidicola_Schizaphis_graminum	NA	3894	NA	3660
Haemophilus_ducreyi	3701	4189	3018	3686
Mycobacterium_tuberculosis_H37Rv	3207	4018	4033	3984
Clostridium_tetani	4555	4731	4771	4589
Streptococcus_pyogenes_SSI-1	3563	3309	3320	3557
Acidobacterium_capsulatum_ATCC_51196	3554	3383	3789	3770
Xanthomonas_campestris_pv._campestris	3709	3796	4043	4037
Streptococcus_pneumoniae_R6	3463	3754	3734	3383
Wolinella_succinogenes	3685	3428	3232	3696
Streptococcus_pyogenes_MGAS315	3482	3867	3839	3649
Methanosarcina_acetivorans	3307	2995	2910	3247
Streptococcus_pyogenes	3804	3507	3814	3671
Aquifex_aeolicus	4144	3952	4149	3607
Clostridium_acetobutylicum	4293	4558	4539	4206
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	4033	NA	3662	NA
Streptococcus_pneumoniae	3215	3736	3498	3742
Onion_yellows_phytoplasma	3625	3598	3483	2555
Cyanidioschyzon_merolae	2785	3140	3099	2844
Clostridium_perfringens	4501	4501	4210	4321
Streptococcus_pyogenes_MGAS8232	3400	3136	3494	3494
Ralstonia_solanacearum	4071	3822	4257	4307
Ureaplasma_parvum	5363	5469	5049	5461
Mycoplasma_gallisepticum	4362	3689	4376	4458
Methanocaldococcus_jannaschii	4156	4145	4222	3714
Helicobacter_pylori	3120	3308	3531	3529
Buchnera_aphidicola_Acyrthosiphon_pisum	4473	NA	4710	NA
Mycoplasma_mycoides_subsp._mycoides_SC	3564	3688	3617	3753
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	3371	NA	3638	NA
Escherichia_coli_O157_H7_EDL933	3539	3012	3493	3204
Bordetella_pertussis	3210	3528	3571	3572
Pyrococcus_furiosus	3482	3470	3330	3190
Aeropyrum_pernix	4331	4068	4344	3950
Wolbachia_sp._wMel	3447	3261	3108	3384
Pyrococcus_abyssi	3575	3851	3529	3857
Shewanella_oneidensis	3524	3153	3503	3151
Mycobacterium_bovis	4124	4238	3559	4123
Streptococcus_mutans	3929	4135	3947	4135
Vibrio_cholerae	3075	3190	3488	3499
Coxiella_burnetii	3322	3032	3395	2963
Chlamydophila_pneumoniae_TW-183	4192	3475	4110	3818
Candidatus_Blochmannia_floridanus	5627	5662	5098	5627
Pyrobaculum_aerophilum	3665	3615	3018	3584
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	4440	NA	4197	NA
Listeria_monocytogenes_str._4b_F2365	3703	4224	3863	4224
Listeria_innocua	3822	3667	3379	3822
Mycoplasma_pulmonis	4207	3471	4427	4207
Nanoarchaeum_equitans	4496	4966	5239	4966
Treponema_pallidum	3475	3415	3104	3424
Streptomyces_avermitilis	4218	4324	4324	3821
Staphylococcus_aureus_subsp._aureus_Mu50	NA	4351	NA	4022
Xylella_fastidiosa	3243	3114	3470	3430
Buchnera_aphidicola_Baizongia_pistaciae	NA	4661	NA	4867
Thermoanaerobacter_tengcongensis	3132	3555	3704	3676
Bradyrhizobium_japonicum	3906	3489	3919	3795
Corynebacterium_glutamicum_ATCC_13032	3259	3458	3673	3676
Caulobacter_vibrioides	4052	3695	3700	4026
Methanococcus_maripaludis	3289	3993	4233	4075
Mesorhizobium_loti	3429	4045	4044	3975
Fusobacterium_nucleatum_subsp._nucleatum	4373	NA	4656	NA
Bdellovibrio_bacteriovorus	3509	3219	3645	3656
Yersinia_pestis	3673	3673	3387	3177
Chlamydia_muridarum	3951	3710	4083	4057
Salmonella_typhi	3197	3668	3342	3658
Bacillus_halodurans	3247	3405	3673	3679
Bacteroides_thetaiotaomicron	3427	3691	3372	3686
Synechococcus_elongatus	3424	3864	3918	3612
Thermus_thermophilus_HB27	4263	4203	4224	3453

