strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Pseudomonas_syringae_pv._tomato	94.0	48.807	93.842	47.286
Shigella_flexneri	44.843	88.952	46.49	89.126
Rhodopseudomonas_palustris	47.454	97.851	97.261	52.32
Gloeobacter_violaceus	47.007	97.007	97.178	52.088
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	97.644	NA	97.644
Rickettsia_conorii	48.66	98.386	51.216	98.004
Leishmania_major	50.375	89.066	42.243	90.107
Thermoplasma_volcanium	46.948	52.109	97.475	96.775
Pseudomonas_aeruginosa	93.831	93.374	45.673	49.667
Helicobacter_hepaticus	42.625	97.763	57.467	97.738
Streptococcus_agalactiae_serogroup_III	90.171	41.722	89.867	51.051
Tropheryma_whipplei_TW0827	94.236	41.22	94.019	54.874
Haemophilus_influenzae	51.693	95.235	94.928	45.246
Pasteurella_multocida	96.035	96.08	49.655	49.021
Prochlorococcus_marinus	95.872	49.513	49.524	96.398
Corynebacterium_glutamicum	95.26	50.358	46.901	94.575
Archaeoglobus_fulgidus	96.945	96.063	58.644	40.95
Bacillus_subtilis	97.029	52.129	46.843	96.732
Staphylococcus_aureus_subsp._aureus_N315	95.911	NA	95.911	NA
Corynebacterium_efficiens	94.929	94.319	49.474	47.29
Geobacter_sulfurreducens	96.882	45.882	96.204	52.944
Yersinia_pestis_KIM	93.401	93.648	49.521	45.925
Bacillus_cereus_ATCC_10987	47.61	50.368	96.257	95.993
Pseudomonas_putida_KT2440	96.328	96.296	51.576	46.518
Sinorhizobium_meliloti	96.305	96.227	45.68	52.703
Lactobacillus_johnsonii	95.495	44.373	53.014	95.575
Chlamydophila_pneumoniae_CWL029	41.217	97.93	95.163	58.777
Streptomyces_coelicolor	47.81	96.233	50.806	96.277
Staphylococcus_epidermidis	50.738	46.969	95.47	96.045
Dehalococcoides_ethenogenes_195	49.898	43.67	91.818	91.825
Rickettsia_prowazekii	46.563	97.966	97.311	53.449
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	98.0	NA	98.0	NA
Synechococcus_sp._WH_8102	47.19	94.962	52.305	96.505
Nitrosomonas_europaea	46.431	49.149	92.412	93.128
Mycoplasma_penetrans	56.781	40.097	94.517	95.592
Bacillus_anthracis_str._Ames	52.253	96.897	46.53	97.109
Chlamydophila_pneumoniae_AR39	59.081	97.522	40.369	96.282
Escherichia_coli	95.9	96.201	49.087	49.265
Xylella_fastidiosa_Temecula1	48.181	91.474	91.882	46.5
Treponema_denticola	50.822	96.483	47.563	96.548
Helicobacter_pylori_J99	54.303	92.961	93.233	41.04
Bacillus_cereus_ATCC_14579	95.406	47.804	96.7	50.512
Mycobacterium_avium_subsp._paratuberculosis	NA	98.245	NA	98.245
Sulfolobus_solfataricus	90.162	48.706	43.334	89.862
Lactococcus_lactis_subsp._lactis	94.038	44.999	51.583	94.429
Xanthomonas_axonopodis_pv._citri	48.761	50.166	97.163	96.95
Borrelia_burgdorferi	56.979	98.191	98.232	41.82
Staphylococcus_aureus_subsp._aureus_MW2	97.328	NA	97.328	NA
Bordetella_bronchiseptica	44.385	95.886	95.742	53.14
Mycobacterium_tuberculosis_CDC1551	95.693	50.81	96.704	47.902
Buchnera_aphidicola_Schizaphis_graminum	NA	93.202	NA	93.202
Haemophilus_ducreyi	94.851	44.468	52.133	94.074
Mycobacterium_tuberculosis_H37Rv	47.668	50.656	95.884	96.423
Clostridium_tetani	56.915	41.911	96.803	96.497
Pyrococcus_furiosus	46.28	96.66	96.24	52.163
Acidobacterium_capsulatum_ATCC_51196	52.626	46.537	97.437	97.194
Xanthomonas_campestris_pv._campestris	49.78	48.669	96.21	96.572
Streptococcus_pneumoniae_R6	42.886	95.473	95.691	54.675
Wolinella_succinogenes	43.692	54.073	94.834	95.779
Streptococcus_pyogenes_MGAS315	42.339	95.278	54.771	95.136
Methanosarcina_acetivorans	91.701	44.187	92.467	50.627
Streptococcus_pyogenes	96.148	95.226	56.216	41.386
Aquifex_aeolicus	97.401	49.073	97.648	50.17
Clostridium_acetobutylicum	95.852	48.223	50.144	96.752
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	NA	97.259	NA	97.259
Streptococcus_pneumoniae	95.472	95.901	48.813	48.874
Methanococcus_maripaludis	57.421	41.668	96.107	96.481
Cyanidioschyzon_merolae	48.141	93.738	93.426	48.224
Clostridium_perfringens	96.829	50.231	96.325	48.107
Streptococcus_pyogenes_MGAS8232	45.669	51.485	93.983	94.659
Ralstonia_solanacearum	49.51	96.618	49.053	96.863
Ureaplasma_parvum	43.003	55.157	97.572	97.582
Mycoplasma_gallisepticum	46.173	94.328	94.16	49.887
Methanocaldococcus_jannaschii	43.033	97.343	95.301	56.152
Helicobacter_pylori	49.227	47.742	94.579	95.445
Buchnera_aphidicola_Acyrthosiphon_pisum	NA	98.503	NA	98.503
Mycoplasma_mycoides_subsp._mycoides_SC	35.407	79.114	44.729	79.304
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	NA	97.025	NA	97.025
Escherichia_coli_O157_H7_EDL933	90.425	90.125	46.22	46.269
Bordetella_pertussis	46.265	90.731	46.441	91.097
Streptococcus_pyogenes_SSI-1	95.542	50.134	47.357	95.48
Aeropyrum_pernix	98.299	40.982	98.102	58.944
Wolbachia_sp._wMel	41.227	90.022	51.37	91.019
Pyrococcus_abyssi	50.331	98.232	49.479	97.619
Shewanella_oneidensis	49.811	93.189	92.117	45.484
Mycobacterium_bovis	96.732	96.949	46.776	52.241
Streptococcus_mutans	49.913	47.803	96.232	96.286
Vibrio_cholerae	95.937	49.656	95.763	48.433
Coxiella_burnetii	91.004	49.484	91.04	43.096
Chlamydophila_pneumoniae_TW-183	97.929	97.981	51.717	48.557
Candidatus_Blochmannia_floridanus	98.515	98.431	56.778	42.446
Pyrobaculum_aerophilum	96.572	46.217	52.817	97.095
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	98.883	NA	98.883	NA
Listeria_monocytogenes_str._4b_F2365	96.958	96.709	52.244	46.518
Listeria_innocua	51.44	96.108	46.531	95.482
Mycoplasma_pulmonis	50.784	96.69	47.299	96.709
Nanoarchaeum_equitans	98.611	98.539	44.313	55.196
Treponema_pallidum	42.987	95.946	56.182	96.407
Streptomyces_avermitilis	51.475	47.27	96.827	96.948
Staphylococcus_aureus_subsp._aureus_Mu50	96.781	NA	96.781	NA
Xylella_fastidiosa	49.3	91.871	45.146	92.193
Buchnera_aphidicola_Baizongia_pistaciae	NA	98.828	NA	98.828
Thermoanaerobacter_tengcongensis	48.797	92.038	92.272	45.468
Bradyrhizobium_japonicum	97.07	45.436	96.734	53.448
Corynebacterium_glutamicum_ATCC_13032	46.402	96.28	51.78	96.022
Caulobacter_vibrioides	96.464	48.636	50.597	96.893
Onion_yellows_phytoplasma	81.213	81.64	45.105	38.263
Mesorhizobium_loti	97.603	97.493	49.239	50.267
Fusobacterium_nucleatum_subsp._nucleatum	NA	95.797	NA	95.797
Bdellovibrio_bacteriovorus	51.81	48.274	97.883	98.083
Yersinia_pestis	93.523	45.783	94.001	50.331
Chlamydia_muridarum	48.6	97.951	50.649	97.455
Salmonella_typhi	49.852	95.518	48.545	96.527
Bacillus_halodurans	54.806	93.893	93.575	41.388
Bacteroides_thetaiotaomicron	52.401	96.139	45.969	96.451
Synechococcus_elongatus	97.794	50.885	48.713	97.633
Thermus_thermophilus_HB27	41.867	97.796	97.536	57.372

