strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	97.112	57.339	41.418	97.063
Corynebacterium_diphtheriae	44.839	94.517	95.84	52.984
Porphyromonas_gingivalis	93.224	50.204	93.703	45.805
Shigella_flexneri_2a_str._2457T	89.765	46.343	90.525	46.002
Mycobacterium_leprae	50.695	95.62	95.718	46.92
Oceanobacillus_iheyensis	96.738	52.707	96.768	45.688
Enterococcus_faecalis	95.002	47.318	51.434	95.943
Tropheryma_whipplei_str._Twist	47.008	93.165	92.979	48.783
Escherichia_coli_O157_H7	91.189	92.14	46.462	47.874
Thermoplasma_acidophilum	98.352	48.945	51.179	98.62
Fibrobacter_succinogenes_subsp._succinogenes_S85	NA	97.873	NA	97.873
Sulfolobus_tokodaii	96.073	95.212	49.999	48.282
Chromobacterium_violaceum	96.567	95.292	44.715	53.475
Neisseria_meningitidis_serogroup_A	91.027	91.856	49.859	44.359
Neisseria_meningitidis_serogroup_B	88.634	44.564	47.609	88.665
Mycoplasma_pneumoniae	95.149	49.145	48.327	95.047
Bifidobacterium_longum	46.165	51.848	95.95	96.085
Synechocystis_sp._PCC_6803	96.27	48.569	96.439	50.417
Pyrococcus_horikoshii	98.271	53.02	97.43	47.016
Bordetella_parapertussis	96.899	48.199	96.614	50.316
Photorhabdus_luminescens_subsp._laumondii	92.965	NA	92.965	NA
Thermotoga_maritima	48.183	97.468	96.802	51.105
Streptococcus_agalactiae_serogroup_V	95.099	47.745	49.46	95.127
Lactobacillus_plantarum	48.017	96.409	50.476	96.396
Listeria_monocytogenes	97.333	48.598	97.052	50.588
Methanosarcina_mazei	93.453	45.932	93.358	50.087
Chlorobaculum_tepidum	49.426	97.282	97.457	49.918
Chlamydophila_caviae	42.689	97.977	57.188	98.236
Solibacter_usitatus_Ellin6076	96.368	96.509	46.95	51.719
Caenorhabditis_briggsae	46.355	87.047	45.08	88.241
Prochlorococcus_marinus_str._MIT_9313	51.86	46.968	97.022	96.848
Mycoplasma_mobile_163K	96.989	57.982	95.684	39.841
Mycoplasma_genitalium	97.627	97.803	47.704	51.082
Chlamydia_trachomatis	97.392	97.502	50.86	48.964
Methanopyrus_kandleri	41.761	58.192	98.046	98.362
