strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	83.521	63.352	81.635	60.35
Shigella_flexneri_2a_str._2457T	75.363	59.603	78.001	62.489
Porphyromonas_gingivalis	79.394	77.072	64.029	60.399
Corynebacterium_diphtheriae	80.808	64.812	62.616	80.928
Photorhabdus_luminescens_subsp._laumondii	86.358	NA	86.358	NA
Oceanobacillus_iheyensis	61.336	81.855	81.623	64.149
Enterococcus_faecalis	81.52	62.157	63.913	81.035
Tropheryma_whipplei_str._Twist	58.838	77.901	81.692	66.499
Bordetella_parapertussis	63.545	61.839	81.938	81.855
Thermoplasma_acidophilum	66.916	82.081	64.256	83.547
Fibrobacter_succinogenes_subsp._succinogenes_S85	89.878	NA	89.878	NA
Sulfolobus_tokodaii	82.593	62.588	62.818	82.318
Chromobacterium_violaceum	81.297	62.932	81.886	62.677
Neisseria_meningitidis_serogroup_A	75.791	78.344	59.722	62.98
Neisseria_meningitidis_serogroup_B	57.663	78.181	62.631	73.153
Mycoplasma_pneumoniae	80.565	63.775	65.25	80.825
Bifidobacterium_longum	81.048	63.497	80.344	62.631
Synechocystis_sp._PCC_6803	80.467	64.32	80.613	64.55
Pyrococcus_horikoshii	82.437	63.822	82.448	65.191
Mycobacterium_leprae	80.636	80.124	63.063	62.326
Thermotoga_maritima	64.879	80.728	62.175	81.114
Streptococcus_agalactiae_serogroup_V	80.215	63.86	81.104	60.617
Lactobacillus_plantarum	65.19	63.392	81.423	81.334
Listeria_monocytogenes	61.988	65.445	81.766	82.247
Helicobacter_pylori	61.939	78.152	80.671	62.263
Methanosarcina_mazei	77.838	79.758	63.621	61.114
Chlorobaculum_tepidum	64.78	81.948	63.861	81.792
Chlamydophila_caviae	66.141	84.616	83.32	61.891
Solibacter_usitatus_Ellin6076	81.012	81.01	62.93	63.716
Caenorhabditis_briggsae	75.564	58.826	57.524	73.035
Prochlorococcus_marinus_str._MIT_9313	64.65	80.993	63.039	81.047
Mycoplasma_mobile_163K	82.431	62.2	57.722	81.846
Tropheryma_whipplei_TW0827	78.679	62.534	58.809	77.487
Chlamydia_trachomatis	82.269	65.267	82.258	60.817
Methanopyrus_kandleri	63.114	82.607	65.499	83.287
Pseudomonas_syringae_pv._tomato	78.85	63.351	61.884	79.932
Shigella_flexneri	77.682	74.148	59.399	62.494
Rhodopseudomonas_palustris	83.119	82.895	62.629	63.895
Gloeobacter_violaceus	82.298	63.664	81.509	64.032
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	89.489	NA	89.489
Rickettsia_conorii	81.569	82.961	65.095	60.628
Leishmania_major	61.861	62.343	79.039	76.003
Thermoplasma_volcanium	64.122	81.171	81.469	64.629
Pseudomonas_aeruginosa	78.089	60.35	60.757	79.78
Helicobacter_hepaticus	62.853	82.522	82.316	63.761
Streptococcus_agalactiae_serogroup_III	76.59	78.662	58.8	60.999
Mycoplasma_genitalium	80.758	84.46	62.753	57.852
Haemophilus_influenzae	62.992	80.636	60.894	79.901
Pasteurella_multocida	62.505	63.077	80.442	81.131
Prochlorococcus_marinus	82.162	64.025	81.455	64.621
Corynebacterium_glutamicum	63.306	62.743	79.556	79.558
Archaeoglobus_fulgidus	80.752	62.864	81.458	64.28
Bacillus_subtilis	65.278	63.391	81.717	82.242
Staphylococcus_aureus_subsp._aureus_N315	88.446	NA	88.446	NA
Corynebacterium_efficiens	62.516	80.182	61.518	78.973
Geobacter_sulfurreducens	81.65	80.7	62.51	64.378
Yersinia_pestis_KIM	64.577	62.944	78.642	80.839
Bacillus_cereus_ATCC_10987	80.191	80.767	62.256	61.747
Pseudomonas_putida_KT2440	63.015	81.579	63.592	81.445
Sinorhizobium_meliloti	63.781	62.283	81.177	81.146
Lactobacillus_johnsonii	62.951	81.067	61.724	82.122
Chlamydophila_pneumoniae_CWL029	82.384	64.124	65.932	81.921
Streptomyces_coelicolor	82.655	60.462	82.022	60.559
Staphylococcus_epidermidis	81.34	62.255	61.308	81.073
