strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	98.207	99.276	99.276	98.207
Shigella_flexneri_2a_str._2457T	92.933	99.84	99.84	92.933
Porphyromonas_gingivalis	99.868	99.868	95.526	95.526
Corynebacterium_diphtheriae	97.534	97.534	99.44	99.44
Mycobacterium_leprae	99.888	97.868	97.868	99.888
Chlorobaculum_tepidum	99.484	99.484	98.632	98.632
Enterococcus_faecalis	99.834	98.276	99.834	98.276
Tropheryma_whipplei_str._Twist	95.803	99.845	99.845	95.803
Escherichia_coli_O157_H7	94.69	94.69	99.49	99.49
Thermoplasma_acidophilum	99.856	99.856	99.405	99.405
Fibrobacter_succinogenes_subsp._succinogenes_S85	NA	99.874	NA	99.874
Sulfolobus_tokodaii	98.303	98.303	99.479	99.479
Chromobacterium_violaceum	99.665	98.219	98.219	99.564
Neisseria_meningitidis_serogroup_A	99.799	95.439	99.799	95.188
Neisseria_meningitidis_serogroup_B	99.916	99.715	93.268	93.268
Mycoplasma_pneumoniae	99.872	97.644	99.872	97.644
Bifidobacterium_longum	99.884	97.637	97.637	99.884
Synechocystis_sp._PCC_6803	98.296	98.296	99.757	99.757
Pyrococcus_horikoshii	99.427	99.427	99.928	99.928
Bordetella_parapertussis	98.19	99.814	98.347	99.814
Photorhabdus_luminescens_subsp._laumondii	NA	99.868	NA	99.868
Thermotoga_maritima	99.88	99.403	99.88	99.403
Streptococcus_agalactiae_serogroup_V	99.688	99.688	96.618	96.501
Lactobacillus_plantarum	98.28	98.28	99.281	99.203
Listeria_monocytogenes	98.724	98.724	99.553	99.553
Methanosarcina_mazei	95.928	99.842	99.842	95.928
Oceanobacillus_iheyensis	98.291	99.861	99.861	98.291
Chlamydophila_caviae	99.568	99.568	99.814	99.814
Solibacter_usitatus_Ellin6076	99.615	98.008	98.095	99.615
Caenorhabditis_briggsae	96.418	92.064	91.996	96.335
Prochlorococcus_marinus_str._MIT_9313	98.933	99.654	99.654	98.933
Mycoplasma_mobile_163K	99.814	97.83	97.83	99.814
Tropheryma_whipplei_TW0827	96.803	99.753	99.753	96.803
Chlamydia_trachomatis	98.546	99.698	98.546	99.698
Methanopyrus_kandleri	99.878	99.441	99.794	99.794
Pseudomonas_syringae_pv._tomato	95.957	99.655	95.957	99.655
Shigella_flexneri	99.847	91.588	99.722	91.588
Rhodopseudomonas_palustris	99.484	99.473	99.484	99.473
Gloeobacter_violaceus	98.976	99.636	99.636	98.976
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	99.908	NA	99.908
Rickettsia_conorii	99.335	99.862	99.335	99.862
Leishmania_major	92.987	99.813	92.987	99.646
Thermoplasma_volcanium	99.808	99.314	99.314	99.808
Pseudomonas_aeruginosa	95.37	99.389	99.389	95.364
Helicobacter_hepaticus	99.387	99.544	99.387	99.544
Streptococcus_agalactiae_serogroup_III	99.46	99.46	93.036	92.297
Mycoplasma_genitalium	99.498	99.34	99.34	99.498
Haemophilus_influenzae	99.524	97.108	99.524	97.108
Pasteurella_multocida	99.781	97.847	99.683	97.847
Prochlorococcus_marinus	99.606	98.94	99.606	98.94
Corynebacterium_glutamicum	99.591	99.591	97.253	97.253
Archaeoglobus_fulgidus	98.713	98.713	99.87	99.87
Bacillus_subtilis	98.009	98.009	99.861	99.861
Staphylococcus_aureus_subsp._aureus_N315	NA	99.805	NA	99.805
Corynebacterium_efficiens	99.78	96.163	99.726	96.163
Geobacter_sulfurreducens	98.872	98.783	99.841	99.841
Yersinia_pestis_KIM	95.622	95.622	99.762	99.83
Bacillus_cereus_ATCC_10987	99.243	98.19	98.19	99.243
Pseudomonas_putida_KT2440	99.484	97.732	97.732	99.484
Sinorhizobium_meliloti	98.262	99.478	99.478	98.262
Lactobacillus_johnsonii	96.729	96.729	99.387	99.077
Chlamydophila_pneumoniae_CWL029	99.88	99.519	99.88	99.519
Streptomyces_coelicolor	98.355	99.455	98.355	99.486
Helicobacter_pylori	99.7	97.356	99.7	97.356
Buchnera_aphidicola_Schizaphis_graminum	NA	99.884	NA	99.884
Rickettsia_prowazekii	99.257	98.812	98.812	99.257
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	99.096	NA	99.096	NA
Synechococcus_sp._WH_8102	98.963	98.796	98.977	98.796
Nitrosomonas_europaea	99.797	96.1	99.797	96.1
Mycoplasma_penetrans	99.57	99.57	97.348	97.348
Bacillus_anthracis_str._Ames	99.691	99.691	98.107	98.451
Chlamydophila_pneumoniae_AR39	99.347	99.347	99.697	99.697
Escherichia_coli	98.325	99.543	98.325	99.543
Xylella_fastidiosa_Temecula1	95.064	99.578	99.578	94.715
Treponema_denticola	98.083	99.895	98.083	99.895
Helicobacter_pylori_J99	95.239	99.931	95.239	99.931
Bacillus_cereus_ATCC_14579	98.102	99.735	99.735	98.102
Mycobacterium_avium_subsp._paratuberculosis	99.451	NA	99.451	NA
Sulfolobus_solfataricus	93.0	93.0	99.888	99.888
Lactococcus_lactis_subsp._lactis	99.739	99.739	96.132	96.348
Xanthomonas_axonopodis_pv._citri	99.539	99.497	98.516	98.438
Borrelia_burgdorferi	99.107	98.607	99.107	98.607
Staphylococcus_aureus_subsp._aureus_MW2	NA	99.837	NA	99.837
Bordetella_bronchiseptica	99.705	99.705	97.366	97.366
Mycobacterium_tuberculosis_CDC1551	98.543	99.545	99.545	98.484
Dehalococcoides_ethenogenes_195	99.856	93.917	93.917	99.856
Haemophilus_ducreyi	99.831	96.029	99.831	96.324
Mycobacterium_tuberculosis_H37Rv	98.427	99.747	98.427	99.747
Clostridium_tetani	98.565	98.942	99.22	98.565
Pyrococcus_furiosus	98.415	98.415	99.846	99.846
Acidobacterium_capsulatum_ATCC_51196	98.866	99.877	99.877	99.023
Xanthomonas_campestris_pv._campestris	99.741	97.661	97.661	99.741
Streptococcus_pneumoniae_R6	99.783	97.81	99.783	97.81
Wolinella_succinogenes	99.874	99.874	97.627	97.627
Streptococcus_pyogenes_MGAS315	96.526	99.47	96.526	99.47
Methanosarcina_acetivorans	95.279	95.279	99.808	99.808
Streptococcus_pyogenes	97.72	97.72	99.733	98.938
Aquifex_aeolicus	98.497	99.927	99.927	98.497
Clostridium_acetobutylicum	98.241	99.763	98.241	99.763
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	98.454	NA	98.454	NA
Streptococcus_pneumoniae	99.837	99.837	97.545	97.545
Methanococcus_maripaludis	99.675	99.675	98.858	98.858
Cyanidioschyzon_merolae	99.9	96.257	96.257	99.9
Clostridium_perfringens	98.047	99.63	98.047	99.63
Streptococcus_pyogenes_MGAS8232	99.938	99.938	96.347	96.347
Ralstonia_solanacearum	98.766	99.767	99.767	98.766
Ureaplasma_parvum	99.837	99.837	98.993	98.993
Mycoplasma_gallisepticum	99.837	96.261	99.837	96.261
Methanocaldococcus_jannaschii	99.679	99.063	99.679	99.063
Streptomyces_avermitilis	99.423	99.368	98.434	98.489
Buchnera_aphidicola_Acyrthosiphon_pisum	99.679	NA	99.679	NA
Mycoplasma_mycoides_subsp._mycoides_SC	80.561	80.561	99.243	99.279
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	98.563	NA	98.563	NA
Escherichia_coli_O157_H7_EDL933	92.479	92.479	99.531	99.531
Bordetella_pertussis	92.968	99.293	99.293	92.968
Streptococcus_pyogenes_SSI-1	99.88	99.88	97.111	97.111
Aeropyrum_pernix	99.656	99.656	99.601	99.601
Wolbachia_sp._wMel	94.22	94.22	99.834	99.834
Pyrococcus_abyssi	99.819	99.218	99.218	99.819
Shewanella_oneidensis	99.746	99.746	95.285	95.285
Mycobacterium_bovis	98.779	99.817	98.779	99.817
Streptococcus_mutans	97.583	97.583	99.872	99.558
Vibrio_cholerae	97.926	97.926	99.778	99.778
Coxiella_burnetii	99.68	92.614	92.614	99.68
Chlamydophila_pneumoniae_TW-183	99.815	99.512	99.815	99.512
Candidatus_Blochmannia_floridanus	99.698	99.774	99.698	99.774
Pyrobaculum_aerophilum	99.2	99.555	99.2	99.555
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	99.755	NA	99.755	NA
Listeria_monocytogenes_str._4b_F2365	99.376	98.555	99.613	98.555
