strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Xylella_fastidiosa_Temecula1	95.543	95.543	99.973	99.973
Treponema_denticola	99.199	99.993	99.199	99.993
Helicobacter_pylori_J99	99.987	95.647	99.987	95.647
Bacillus_cereus_ATCC_14579	98.448	99.979	99.979	98.448
Mycobacterium_avium_subsp._paratuberculosis	NA	99.967	NA	99.967
Sulfolobus_solfataricus	99.987	93.14	93.14	99.987
Lactococcus_lactis_subsp._lactis	96.619	99.846	99.846	96.619
Xanthomonas_axonopodis_pv._citri	99.962	99.092	99.962	99.092
Borrelia_burgdorferi	99.312	99.312	99.938	99.938
Staphylococcus_aureus_subsp._aureus_MW2	98.673	NA	98.673	NA
Bordetella_bronchiseptica	97.95	99.984	97.95	99.984
Mycobacterium_tuberculosis_CDC1551	99.027	99.931	99.931	99.027
Dehalococcoides_ethenogenes_195	94.415	99.976	94.415	99.976
Haemophilus_ducreyi	99.999	96.784	96.784	99.999
Mycobacterium_tuberculosis_H37Rv	99.997	98.769	98.769	99.997
Bordetella_pertussis	99.969	99.969	93.42	93.42
Pyrococcus_furiosus	98.688	98.688	99.984	99.984
Acidobacterium_capsulatum_ATCC_51196	99.332	99.99	99.99	99.332
Xanthomonas_campestris_pv._campestris	99.878	98.322	99.878	98.322
Streptococcus_pneumoniae_R6	99.975	99.975	97.989	97.989
Wolinella_succinogenes	99.975	97.977	97.977	99.975
Streptococcus_pyogenes_MGAS315	97.177	99.984	99.984	97.177
Methanosarcina_acetivorans	95.653	95.653	99.984	99.984
Streptococcus_pyogenes	99.997	98.023	98.023	99.997
Aquifex_aeolicus	99.441	100.0	99.441	100.0
Clostridium_acetobutylicum	98.429	99.962	99.962	98.429
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	NA	99.981	NA	99.981
Streptococcus_pneumoniae	97.944	99.999	99.999	97.944
Methanococcus_maripaludis	99.975	99.975	99.44	99.44
Cyanidioschyzon_merolae	99.965	96.635	99.965	96.635
Clostridium_perfringens	98.444	98.444	99.288	99.288
Streptococcus_pyogenes_MGAS8232	96.995	96.995	99.996	99.996
Ralstonia_solanacearum	98.936	98.936	99.988	99.988
Ureaplasma_parvum	99.988	99.188	99.988	99.188
Mycoplasma_gallisepticum	99.983	96.831	99.983	96.831
Methanocaldococcus_jannaschii	99.95	99.35	99.35	99.95
Staphylococcus_epidermidis	97.82	99.803	99.803	97.82
Buchnera_aphidicola_Acyrthosiphon_pisum	99.95	NA	99.95	NA
Mycoplasma_mycoides_subsp._mycoides_SC	99.957	82.072	99.957	82.072
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	NA	99.987	NA	99.987
Escherichia_coli_O157_H7_EDL933	99.854	99.854	93.293	93.293
Clostridium_tetani	98.879	98.879	99.977	99.977
Streptococcus_pyogenes_SSI-1	97.629	99.975	99.975	97.629
Aeropyrum_pernix	99.904	99.904	99.988	99.988
Wolbachia_sp._wMel	94.364	94.364	99.999	99.999
Pyrococcus_abyssi	99.954	99.954	99.991	99.991
Shewanella_oneidensis	99.988	99.988	95.823	95.823
Mycobacterium_bovis	99.975	99.231	99.259	99.982
Streptococcus_mutans	98.002	98.002	100.0	100.0
Vibrio_cholerae	98.093	99.98	99.98	98.093
Coxiella_burnetii	99.983	99.983	93.232	93.232
Chlamydophila_pneumoniae_TW-183	99.991	99.777	99.991	99.777
Candidatus_Blochmannia_floridanus	98.946	99.934	98.946	99.934
Pyrobaculum_aerophilum	99.306	99.306	99.978	99.978
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	99.874	NA	99.874	NA
Listeria_monocytogenes_str._4b_F2365	99.985	98.888	98.888	99.985
Listeria_innocua	99.999	98.171	98.171	99.999
Mycoplasma_pulmonis	99.99	98.197	98.197	99.99
Nanoarchaeum_equitans	99.984	99.984	99.988	99.988
Treponema_pallidum	99.921	99.921	98.643	98.643
Staphylococcus_aureus_subsp._aureus_Mu50	98.331	NA	98.331	NA
Xylella_fastidiosa	95.43	99.995	95.43	99.995
Buchnera_aphidicola_Baizongia_pistaciae	NA	99.928	NA	99.928
Thermoanaerobacter_tengcongensis	99.975	94.611	99.975	94.611
Bradyrhizobium_japonicum	99.99	99.99	99.094	99.094
Corynebacterium_glutamicum_ATCC_13032	99.99	98.34	98.34	99.99
Caulobacter_vibrioides	99.289	99.996	99.289	99.996
Onion_yellows_phytoplasma	86.762	99.946	86.762	99.946
Mesorhizobium_loti	99.973	99.973	99.476	99.476
Fusobacterium_nucleatum_subsp._nucleatum	NA	99.979	NA	99.979
Bdellovibrio_bacteriovorus	99.822	99.991	99.991	99.822
Yersinia_pestis	96.29	96.29	99.994	99.994
Chlamydia_muridarum	99.486	99.971	99.971	99.486
Salmonella_typhi	99.962	99.962	98.415	98.415
Bacillus_halodurans	99.985	95.966	95.966	99.985
Bacteroides_thetaiotaomicron	99.99	98.392	99.99	98.392
Synechococcus_elongatus	99.994	99.705	99.994	99.705
Thermus_thermophilus_HB27	99.24	99.988	99.24	99.988

