strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	24010	24010	41090	41090
Shigella_flexneri_2a_str._2457T	16184	16184	45038	45038
Porphyromonas_gingivalis	46727	46727	18519	18519
Corynebacterium_diphtheriae	37922	37922	49779	49779
Photorhabdus_luminescens_subsp._laumondii	17835	NA	17835	NA
Oceanobacillus_iheyensis	51048	51048	36501	36501
Enterococcus_faecalis	35451	27436	35451	27436
Tropheryma_whipplei_str._Twist	23078	23078	40474	40474
Escherichia_coli_O157_H7	50788	33535	33535	50788
Thermoplasma_acidophilum	45396	41442	41442	45396
Fibrobacter_succinogenes_subsp._succinogenes_S85	35202	NA	35202	NA
Sulfolobus_tokodaii	19000	39081	19000	39081
Chromobacterium_violaceum	31530	31530	36740	36740
Neisseria_meningitidis_serogroup_A	49243	11409	11409	49243
Neisseria_meningitidis_serogroup_B	45803	45803	10092	10092
Mycoplasma_pneumoniae	34196	18599	18599	34196
Bifidobacterium_longum	39352	30892	39352	30892
Synechocystis_sp._PCC_6803	43475	29594	29594	43475
Pyrococcus_horikoshii	46874	46874	41573	41573
Bordetella_parapertussis	30467	30467	34740	34740
Mycobacterium_leprae	35611	22358	35611	22358
Thermotoga_maritima	46772	33823	33823	46772
Streptococcus_agalactiae_serogroup_V	50748	33789	33789	50748
Lactobacillus_plantarum	31042	31042	47692	47692
Listeria_monocytogenes	42862	42862	33782	33782
Helicobacter_pylori	31792	31792	23761	23761
Methanosarcina_mazei	19031	45487	45487	19031
Chlorobaculum_tepidum	49146	49146	37742	37742
Chlamydophila_caviae	29042	29042	31049	31049
Solibacter_usitatus_Ellin6076	38943	28582	28582	38943
Caenorhabditis_briggsae	16095	16095	9112	9112
Prochlorococcus_marinus_str._MIT_9313	34354	48830	48830	34354
Mycoplasma_mobile_163K	29605	20807	29605	20807
Tropheryma_whipplei_TW0827	21546	44416	44416	21546
Chlamydia_trachomatis	40627	40627	43656	43656
Methanopyrus_kandleri	41371	43164	41371	43164
Pseudomonas_syringae_pv._tomato	26022	26022	44729	44729
Shigella_flexneri	15549	45054	15549	45054
Rhodopseudomonas_palustris	38860	37070	38860	37070
Gloeobacter_violaceus	30565	41542	41542	30565
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	68063	NA	68063
Rickettsia_conorii	32212	32212	30849	30849
Leishmania_major	15401	55940	55940	15401
Thermoplasma_volcanium	32313	56704	32313	56704
Pseudomonas_aeruginosa	28473	44597	28473	44597
Helicobacter_hepaticus	49306	34361	34361	49306
Streptococcus_agalactiae_serogroup_III	34245	34245	25743	25743
Mycoplasma_genitalium	31871	31871	24270	24270
Haemophilus_influenzae	18892	15745	15745	18892
Pasteurella_multocida	35772	40258	35772	40258
Prochlorococcus_marinus	28541	43785	28541	43785
Corynebacterium_glutamicum	34054	53056	53056	34054
Archaeoglobus_fulgidus	32392	32392	49819	49819
Bacillus_subtilis	48296	40762	40762	48296
Staphylococcus_aureus_subsp._aureus_N315	22217	NA	22217	NA
Corynebacterium_efficiens	33329	27405	27405	33329
Geobacter_sulfurreducens	35353	43873	43873	35353
Yersinia_pestis_KIM	23227	51022	23227	51022
Bacillus_cereus_ATCC_10987	23548	20404	23548	20404
Pseudomonas_putida_KT2440	40309	40309	31415	31415
Sinorhizobium_meliloti	24508	24508	33710	33710
Lactobacillus_johnsonii	27392	38028	27392	38028
Chlamydophila_pneumoniae_CWL029	36340	38801	38801	36340
Streptomyces_coelicolor	24794	29611	29611	24794
Streptomyces_avermitilis	29828	29828	26017	26017
Buchnera_aphidicola_Schizaphis_graminum	NA	27696	NA	27696
Rickettsia_prowazekii	24394	25853	24394	25853
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	19649	NA	19649	NA
Synechococcus_sp._WH_8102	39215	35941	39215	35941
Nitrosomonas_europaea	57183	57183	25716	25716
Mycoplasma_penetrans	33000	33000	20292	20292
Bacillus_anthracis_str._Ames	32987	37006	32987	37006
Chlamydophila_pneumoniae_AR39	18151	18973	18151	18973
Escherichia_coli	34177	34177	42954	42954
Xylella_fastidiosa_Temecula1	27801	27801	39007	39007
Treponema_denticola	31661	46790	31661	46790
Helicobacter_pylori_J99	41653	23603	41653	23603
Bacillus_cereus_ATCC_14579	29437	36267	36267	29437
Mycobacterium_avium_subsp._paratuberculosis	NA	39013	NA	39013
Sulfolobus_solfataricus	41107	14055	14055	41107
Lactococcus_lactis_subsp._lactis	22362	33655	33655	22362
Xanthomonas_axonopodis_pv._citri	38989	30434	38989	30434
Borrelia_burgdorferi	19507	19507	19427	19427
Staphylococcus_aureus_subsp._aureus_MW2	22407	NA	22407	NA
Bordetella_bronchiseptica	28672	33932	28672	33932
Mycobacterium_tuberculosis_CDC1551	22220	26302	26302	22220
Dehalococcoides_ethenogenes_195	38298	45303	38298	45303
Haemophilus_ducreyi	33550	28008	28008	33550
Mycobacterium_tuberculosis_H37Rv	34985	25424	25424	34985
Bordetella_pertussis	31242	31242	12020	12020
Pyrococcus_furiosus	32744	32744	41640	41640
Acidobacterium_capsulatum_ATCC_51196	43805	49547	49547	43805
Xanthomonas_campestris_pv._campestris	29760	25187	29760	25187
Streptococcus_pneumoniae_R6	44949	44949	22580	22580
Wolinella_succinogenes	39557	29011	29011	39557
Streptococcus_pyogenes_MGAS315	29971	37507	37507	29971
Methanosarcina_acetivorans	16338	16338	47151	47151
Streptococcus_pyogenes	33650	26031	26031	33650
Aquifex_aeolicus	36201	52225	36201	52225
Clostridium_acetobutylicum	24195	27212	27212	24195
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	NA	41602	NA	41602
Streptococcus_pneumoniae	20923	44460	44460	20923
Methanococcus_maripaludis	35837	35837	26004	26004
Cyanidioschyzon_merolae	42578	17814	42578	17814
Clostridium_perfringens	24275	24275	34382	34382
Streptococcus_pyogenes_MGAS8232	27748	27748	56867	56867
Ralstonia_solanacearum	27262	27262	33308	33308
Ureaplasma_parvum	33246	24876	33246	24876
Mycoplasma_gallisepticum	41608	19544	41608	19544
Methanocaldococcus_jannaschii	32051	18837	18837	32051
Staphylococcus_epidermidis	23019	39041	39041	23019
Buchnera_aphidicola_Acyrthosiphon_pisum	18548	NA	18548	NA
Mycoplasma_mycoides_subsp._mycoides_SC	19528	8915	19528	8915
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	NA	42396	NA	42396
Escherichia_coli_O157_H7_EDL933	43543	43543	30418	30418
Clostridium_tetani	25003	25003	28031	28031
Streptococcus_pyogenes_SSI-1	28917	48529	48529	28917
Aeropyrum_pernix	47410	47410	61977	61977
Wolbachia_sp._wMel	11259	11259	44829	44829
Pyrococcus_abyssi	37670	37670	50722	50722
Shewanella_oneidensis	48905	48905	19906	19906
Mycobacterium_bovis	37544	27025	27025	37544
Streptococcus_mutans	31489	31489	39568	39568
Vibrio_cholerae	33647	44958	44958	33647
Coxiella_burnetii	55336	55336	16336	16336
Chlamydophila_pneumoniae_TW-183	51216	60602	51216	60602
Candidatus_Blochmannia_floridanus	34026	36613	34026	36613
Pyrobaculum_aerophilum	30120	30120	52101	52101
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	35206	NA	35206	NA
Listeria_monocytogenes_str._4b_F2365	34347	38253	38253	34347
Listeria_innocua	36198	31260	31260	36198
Mycoplasma_pulmonis	23340	19570	19570	23340
Nanoarchaeum_equitans	31591	31591	42960	42960
Treponema_pallidum	42293	42293	37228	37228
Staphylococcus_aureus_subsp._aureus_Mu50	23531	NA	23531	NA
Xylella_fastidiosa	32904	56649	32904	56649
Buchnera_aphidicola_Baizongia_pistaciae	NA	29046	NA	29046
Thermoanaerobacter_tengcongensis	46482	19392	46482	19392
Bradyrhizobium_japonicum	41468	41468	34542	34542
Corynebacterium_glutamicum_ATCC_13032	52289	32142	32142	52289
Caulobacter_vibrioides	27811	38569	27811	38569
Onion_yellows_phytoplasma	14311	40221	14311	40221
Mesorhizobium_loti	41999	41999	40113	40113
Fusobacterium_nucleatum_subsp._nucleatum	NA	23270	NA	23270
