strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	4268	4291	4144	4144
Shigella_flexneri_2a_str._2457T	3983	5006	5007	3983
Porphyromonas_gingivalis	4799	4802	4200	4191
Corynebacterium_diphtheriae	5007	4787	5007	4787
Photorhabdus_luminescens_subsp._laumondii	5197	NA	5197	NA
Oceanobacillus_iheyensis	4555	4591	4248	4194
Enterococcus_faecalis	4616	4209	4637	4209
Tropheryma_whipplei_str._Twist	4752	4798	3724	3759
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	5635	NA	5635	NA
Thermoplasma_acidophilum	5334	5334	5251	5251
Fibrobacter_succinogenes_subsp._succinogenes_S85	6594	NA	6594	NA
Sulfolobus_tokodaii	3672	4180	3672	4194
Chromobacterium_violaceum	4193	4176	4401	4401
Neisseria_meningitidis_serogroup_A	4980	3478	3556	4980
Neisseria_meningitidis_serogroup_B	3583	5458	5422	3602
Mycoplasma_pneumoniae	4532	4532	3906	3906
Bifidobacterium_longum	4619	4440	4619	4440
Synechocystis_sp._PCC_6803	4746	4746	4947	4947
Pyrococcus_horikoshii	5419	5493	5493	5419
Bordetella_parapertussis	4111	3997	3997	4122
Mycobacterium_leprae	4697	4226	4697	4297
Thermotoga_maritima	4937	4977	5073	5073
Streptococcus_agalactiae_serogroup_V	4136	4631	4479	4122
Lactobacillus_plantarum	4625	4635	4849	4851
Listeria_monocytogenes	4688	4745	4641	4641
Helicobacter_pylori	4753	4788	4424	4424
Methanosarcina_mazei	4141	4985	4985	4141
Chlorobaculum_tepidum	5342	4908	5342	5033
Chlamydophila_caviae	5072	5484	5079	5484
Solibacter_usitatus_Ellin6076	4559	4361	4577	4354
Shigella_flexneri	4058	5002	4058	5002
Prochlorococcus_marinus_str._MIT_9313	5202	5255	5280	5202
Mycoplasma_mobile_163K	3556	3556	3344	3344
Mycoplasma_genitalium	4212	4379	4379	4212
Chlamydia_trachomatis	4134	4004	4134	4111
Methanopyrus_kandleri	4665	4484	4665	4501
Pseudomonas_syringae_pv._tomato	4407	4834	4373	4844
Caenorhabditis_briggsae	3080	3083	3898	3907
Rhodopseudomonas_palustris	4389	4306	4406	4255
Xanthomonas_campestris_pv._campestris	4423	4189	4442	4189
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	5922	NA	5922
Rickettsia_conorii	4257	3911	3911	4257
Leishmania_major	4779	3797	3797	4779
Thermoplasma_volcanium	5062	4664	5062	4664
Pseudomonas_aeruginosa	3893	4293	3881	4293
Helicobacter_hepaticus	4636	4719	4655	4633
Streptococcus_agalactiae_serogroup_III	3819	4335	4297	3801
Tropheryma_whipplei_TW0827	4370	4370	4915	4915
Haemophilus_influenzae	3695	3943	3695	3973
Pasteurella_multocida	4592	4845	4592	4845
Prochlorococcus_marinus	4883	4860	4640	4632
Corynebacterium_glutamicum	4968	5225	5225	4968
Archaeoglobus_fulgidus	5109	4907	5108	4907
Bacillus_subtilis	5083	5050	5083	5015
Staphylococcus_aureus_subsp._aureus_N315	5121	NA	5121	NA
Corynebacterium_efficiens	4416	4163	4394	4163
Geobacter_sulfurreducens	4900	4871	5212	5212
Yersinia_pestis_KIM	4404	5077	4404	5054
Bacillus_cereus_ATCC_10987	4084	4016	4084	4021
Pseudomonas_putida_KT2440	4534	4557	4826	4835
Sinorhizobium_meliloti	4127	4173	4127	4156
Lactobacillus_johnsonii	4448	4374	4171	4171
Chlamydophila_pneumoniae_CWL029	5015	4911	4911	5015
Streptomyces_coelicolor	3727	3593	3727	3588
Staphylococcus_epidermidis	3888	4161	3825	4162
Dehalococcoides_ethenogenes_195	5423	5423	4476	4438
Rickettsia_prowazekii	3866	3856	3866	3866
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	4402	NA	4402	NA
Synechococcus_sp._WH_8102	4984	4875	4875	5095
Nitrosomonas_europaea	5261	5261	4501	4563
Mycoplasma_penetrans	3532	3453	3027	3003
Bacillus_anthracis_str._Ames	4345	4438	4371	4445
Chlamydophila_pneumoniae_AR39	4411	4447	4411	4447
Escherichia_coli	4734	5025	4734	5025
Xylella_fastidiosa_Temecula1	4872	4394	4394	4872
Treponema_denticola	4713	4820	4713	4826
Helicobacter_pylori_J99	4354	3929	3929	4354
Bacillus_cereus_ATCC_14579	4373	4512	4512	4373
Mycobacterium_avium_subsp._paratuberculosis	NA	5367	NA	5367
Sulfolobus_solfataricus	4530	3472	4530	3472
Lactococcus_lactis_subsp._lactis	3780	4265	4202	3780
Xanthomonas_axonopodis_pv._citri	4346	4232	4361	4227
Borrelia_burgdorferi	3510	3339	3339	3510
Staphylococcus_aureus_subsp._aureus_MW2	5260	NA	5260	NA
Bordetella_bronchiseptica	4078	4045	4078	4017
Mycobacterium_tuberculosis_CDC1551	3822	3957	3816	3957
Buchnera_aphidicola_Schizaphis_graminum	NA	5553	NA	5553
Haemophilus_ducreyi	4592	4251	4592	4401
Mycobacterium_tuberculosis_H37Rv	4526	4234	4234	4524
Clostridium_tetani	3614	3614	3736	3736
Pyrococcus_furiosus	4808	4808	4588	4580
Acidobacterium_capsulatum_ATCC_51196	4630	4680	5005	5005
Gloeobacter_violaceus	4520	4598	4589	4494
Streptococcus_pneumoniae_R6	4724	4724	4221	4221
Wolinella_succinogenes	4938	4560	5003	4560
Streptococcus_pyogenes_MGAS315	4628	5037	4628	5083
Methanosarcina_acetivorans	3832	3832	4663	4689
Streptococcus_pyogenes	4395	4818	4818	4395
Aquifex_aeolicus	4850	4797	4850	4797
Clostridium_acetobutylicum	4024	4024	4181	4181
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	NA	6097	NA	6097
Streptococcus_pneumoniae	4309	4843	4843	4347
Methanococcus_maripaludis	4517	4591	4591	4559
Cyanidioschyzon_merolae	4512	3947	4512	3947
Clostridium_perfringens	3725	3723	3833	3804
Streptococcus_pyogenes_MGAS8232	4310	4792	4792	4310
Ralstonia_solanacearum	4115	4232	4232	4115
Ureaplasma_parvum	3559	3563	3563	3559
Mycoplasma_gallisepticum	4256	4256	3556	3556
Methanocaldococcus_jannaschii	3976	3812	3976	3812
Streptomyces_avermitilis	3943	3945	3862	3865
Buchnera_aphidicola_Acyrthosiphon_pisum	4808	NA	4808	NA
Mycoplasma_mycoides_subsp._mycoides_SC	3255	3255	2067	2067
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	NA	5876	NA	5876
Escherichia_coli_O157_H7_EDL933	5220	4441	4441	5202
Bordetella_pertussis	4248	4248	3460	3469
Streptococcus_pyogenes_SSI-1	4743	5169	5169	4743
Aeropyrum_pernix	4709	5251	5251	4705
Wolbachia_sp._wMel	3545	3545	4269	4269
Pyrococcus_abyssi	4752	4786	4995	4995
Shewanella_oneidensis	4843	4821	4160	4152
Mycobacterium_bovis	4485	4277	4277	4485
Streptococcus_mutans	4340	4365	4397	4397
Vibrio_cholerae	5006	4739	4782	5006
Coxiella_burnetii	4930	4930	3821	3791
Chlamydophila_pneumoniae_TW-183	4384	4384	4384	4384
Candidatus_Blochmannia_floridanus	4053	4003	4053	4003
Pyrobaculum_aerophilum	5097	5570	5097	5637
Escherichia_coli_O157_H7	4821	4856	4219	4205
Listeria_monocytogenes_str._4b_F2365	4646	4679	4746	4746
Listeria_innocua	4381	4709	4691	4381
Mycoplasma_pulmonis	3483	3302	3465	3310
Nanoarchaeum_equitans	3722	3692	3722	3692
Treponema_pallidum	5295	5100	5100	5295
Staphylococcus_aureus_subsp._aureus_Mu50	5163	NA	5163	NA
Xylella_fastidiosa	4519	5336	4519	5336
Buchnera_aphidicola_Baizongia_pistaciae	NA	5356	NA	5356
Thermoanaerobacter_tengcongensis	3711	3711	4479	4479
Bradyrhizobium_japonicum	4527	4484	4538	4453
Corynebacterium_glutamicum_ATCC_13032	5083	5599	5549	5133
Caulobacter_vibrioides	4280	4414	4414	4255
Onion_yellows_phytoplasma	2521	4192	2521	4192
Mesorhizobium_loti	4584	4538	4579	4523
Fusobacterium_nucleatum_subsp._nucleatum	NA	5145	NA	5145
Bdellovibrio_bacteriovorus	5245	5232	5232	5250
Yersinia_pestis	5110	4416	4416	5110
Chlamydia_muridarum	4762	4623	4800	4762
Salmonella_typhi	5147	5165	4958	4968
Bacillus_halodurans	5131	5131	4637	4637
Bacteroides_thetaiotaomicron	4997	5004	4749	4760
Synechococcus_elongatus	5001	4840	5001	4840
Thermus_thermophilus_HB27	4549	4549	4252	4252

