strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	94.582	56.551	94.618	44.555
Shigella_flexneri_2a_str._2457T	86.127	48.645	47.876	87.082
Porphyromonas_gingivalis	47.35	89.132	88.675	51.79
Corynebacterium_diphtheriae	92.058	50.217	92.523	51.109
Mycobacterium_leprae	48.113	91.26	92.503	53.918
Chlorobaculum_tepidum	93.012	93.142	54.41	48.203
Enterococcus_faecalis	46.572	92.405	55.609	92.756
Tropheryma_whipplei_str._Twist	52.464	46.366	89.726	88.985
Escherichia_coli_O157_H7	44.966	52.683	87.878	88.532
Thermoplasma_acidophilum	56.846	46.538	93.584	94.675
Fibrobacter_succinogenes_subsp._succinogenes_S85	95.674	NA	95.674	NA
Sulfolobus_tokodaii	93.569	92.782	50.989	50.359
Chromobacterium_violaceum	93.057	48.665	92.817	53.129
Neisseria_meningitidis_serogroup_A	48.366	49.67	86.916	87.955
Neisseria_meningitidis_serogroup_B	84.032	47.575	47.619	85.094
Mycoplasma_pneumoniae	91.366	43.894	57.004	92.061
Bifidobacterium_longum	92.581	53.206	93.019	48.787
Synechocystis_sp._PCC_6803	93.392	50.987	93.247	51.842
Pyrococcus_horikoshii	94.905	52.71	51.35	95.133
Bordetella_parapertussis	53.196	92.992	93.302	48.298
Photorhabdus_luminescens_subsp._laumondii	NA	91.424	NA	91.424
Thermotoga_maritima	93.631	50.256	53.367	93.575
Streptococcus_agalactiae_serogroup_V	91.445	50.182	91.018	49.37
Lactobacillus_plantarum	54.089	92.543	91.593	47.934
Listeria_monocytogenes	49.874	52.542	93.563	93.524
Methanosarcina_mazei	89.409	50.624	48.902	90.035
Oceanobacillus_iheyensis	91.976	51.605	93.175	49.519
Chlamydophila_caviae	57.478	94.772	46.49	94.641
Solibacter_usitatus_Ellin6076	92.752	92.716	50.367	51.265
Shigella_flexneri	85.905	85.268	44.262	51.317
Prochlorococcus_marinus_str._MIT_9313	51.741	92.688	92.616	50.818
Mycoplasma_mobile_163K	93.472	50.232	93.618	49.693
Mycoplasma_genitalium	43.955	93.541	94.16	58.468
Chlamydia_trachomatis	56.673	93.872	94.109	45.999
Methanopyrus_kandleri	45.845	94.516	57.331	95.097
Pseudomonas_syringae_pv._tomato	90.043	50.912	90.678	48.528
Caenorhabditis_briggsae	84.568	83.693	48.708	45.53
Bacillus_anthracis_str._Ames	93.76	55.131	46.71	93.739
Gloeobacter_violaceus	93.592	49.823	93.194	52.828
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	95.26	NA	95.26
Rickettsia_conorii	54.354	94.717	94.98	47.38
Leishmania_major	48.636	48.372	87.324	86.905
Thermoplasma_volcanium	49.501	92.728	93.641	53.867
Pseudomonas_aeruginosa	89.986	53.208	45.571	89.395
Helicobacter_hepaticus	49.342	93.929	53.017	94.668
Streptococcus_agalactiae_serogroup_III	46.548	88.198	86.919	48.784
Tropheryma_whipplei_TW0827	90.48	91.016	44.904	54.914
Haemophilus_influenzae	90.409	54.085	45.986	90.471
Pasteurella_multocida	92.416	92.17	47.805	54.152
Prochlorococcus_marinus	47.552	92.553	92.082	55.316
Corynebacterium_glutamicum	48.888	52.484	90.574	91.246
Archaeoglobus_fulgidus	92.825	93.248	52.77	50.235
Bacillus_subtilis	93.424	53.361	49.52	92.465
Staphylococcus_aureus_subsp._aureus_N315	94.408	NA	94.408	NA
Corynebacterium_efficiens	50.693	49.718	91.158	90.939
Geobacter_sulfurreducens	93.983	93.867	49.539	53.299
Yersinia_pestis_KIM	90.191	52.895	46.861	89.241
Bacillus_cereus_ATCC_10987	53.15	47.551	92.139	91.976
Pseudomonas_putida_KT2440	50.358	92.395	51.08	92.244
Sinorhizobium_meliloti	92.538	54.617	92.186	46.277
Lactobacillus_johnsonii	92.196	92.467	53.699	46.57
Chlamydophila_pneumoniae_CWL029	49.867	54.562	94.146	94.621
Streptomyces_coelicolor	93.611	93.875	49.321	51.95
Staphylococcus_epidermidis	92.173	55.84	93.389	44.34
Dehalococcoides_ethenogenes_195	48.007	86.737	86.895	47.966
Rickettsia_prowazekii	44.896	96.673	57.376	95.874
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	96.759	NA	96.759	NA
Synechococcus_sp._WH_8102	45.606	56.562	92.529	92.987
Nitrosomonas_europaea	48.807	50.992	89.88	90.162
Mycoplasma_penetrans	48.336	50.999	93.117	92.699
Rhodopseudomonas_palustris	94.466	94.697	49.596	53.343
Chlamydophila_pneumoniae_AR39	54.955	47.985	92.986	92.46
Escherichia_coli	92.695	92.238	54.852	47.686
Xylella_fastidiosa_Temecula1	88.862	47.128	88.898	51.539
Treponema_denticola	52.914	48.836	93.165	93.766
Helicobacter_pylori_J99	90.326	89.381	46.416	51.569
Bacillus_cereus_ATCC_14579	93.032	52.453	49.267	93.11
Mycobacterium_avium_subsp._paratuberculosis	NA	95.891	NA	95.891
Sulfolobus_solfataricus	86.067	49.316	87.478	46.228
Lactococcus_lactis_subsp._lactis	50.45	90.766	48.4	90.473
Xanthomonas_axonopodis_pv._citri	49.966	52.065	93.255	93.476
Borrelia_burgdorferi	49.357	94.802	51.493	94.407
Staphylococcus_aureus_subsp._aureus_MW2	95.241	NA	95.241	NA
Bordetella_bronchiseptica	47.94	52.77	92.36	92.422
Mycobacterium_tuberculosis_CDC1551	92.231	54.775	46.236	92.008
Buchnera_aphidicola_Schizaphis_graminum	NA	91.301	NA	91.301
Haemophilus_ducreyi	91.177	54.552	45.631	91.136
Mycobacterium_tuberculosis_H37Rv	45.369	92.799	56.016	92.51
Clostridium_tetani	50.799	93.566	94.219	50.741
Streptococcus_pyogenes_SSI-1	91.371	54.269	46.778	91.799
Acidobacterium_capsulatum_ATCC_51196	54.656	47.681	93.031	93.238
Xanthomonas_campestris_pv._campestris	52.876	48.461	92.355	92.425
Streptococcus_pneumoniae_R6	49.876	92.095	92.529	51.485
Wolinella_succinogenes	92.551	48.564	53.61	92.394
Streptococcus_pyogenes_MGAS315	50.912	90.547	91.994	49.739
Methanosarcina_acetivorans	88.014	50.579	47.303	88.566
Streptococcus_pyogenes	91.357	47.746	92.336	53.885
Aquifex_aeolicus	93.655	55.311	93.496	47.761
Clostridium_acetobutylicum	52.067	93.572	93.838	49.421
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	94.972	NA	94.972	NA
Streptococcus_pneumoniae	47.265	91.35	53.786	91.158
Onion_yellows_phytoplasma	49.428	78.111	80.19	37.984
Cyanidioschyzon_merolae	50.079	89.907	90.085	50.289
Clostridium_perfringens	93.772	94.102	50.211	51.041
Streptococcus_pyogenes_MGAS8232	53.306	47.056	90.6	90.592
Ralstonia_solanacearum	52.861	49.013	93.634	94.143
Ureaplasma_parvum	49.424	94.7	51.289	94.956
Mycoplasma_gallisepticum	91.048	44.649	90.507	54.399
Methanocaldococcus_jannaschii	94.097	50.787	93.331	50.882
Helicobacter_pylori	47.895	52.674	91.389	91.388
Buchnera_aphidicola_Acyrthosiphon_pisum	96.805	NA	96.805	NA
Mycoplasma_mycoides_subsp._mycoides_SC	40.74	78.738	42.87	76.522
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	94.693	NA	94.693	NA
Escherichia_coli_O157_H7_EDL933	87.073	45.36	87.211	51.54
Bordetella_pertussis	46.718	48.929	87.724	87.567
Pyrococcus_furiosus	92.939	92.859	49.783	53.027
Aeropyrum_pernix	94.179	50.65	93.764	52.432
Wolbachia_sp._wMel	86.877	48.839	46.201	87.68
Pyrococcus_abyssi	57.2	94.721	47.206	93.341
Shewanella_oneidensis	89.425	48.917	89.789	50.171
Mycobacterium_bovis	93.501	53.689	48.235	94.424
Streptococcus_mutans	51.807	92.739	48.843	93.542
Vibrio_cholerae	49.205	52.92	91.641	91.306
Coxiella_burnetii	86.854	47.782	87.136	48.479
Chlamydophila_pneumoniae_TW-183	93.669	51.089	95.392	53.473
Candidatus_Blochmannia_floridanus	96.261	47.494	53.998	96.114
Pyrobaculum_aerophilum	92.975	92.901	49.152	54.17
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	96.582	NA	96.582	NA
Listeria_monocytogenes_str._4b_F2365	49.831	93.831	52.754	93.327
Listeria_innocua	92.111	57.223	43.31	92.505
Mycoplasma_pulmonis	93.185	47.728	51.28	93.619
Nanoarchaeum_equitans	51.878	95.285	50.196	96.399
Treponema_pallidum	50.604	93.163	51.754	92.218
Streptomyces_avermitilis	54.613	93.807	94.019	46.578
Staphylococcus_aureus_subsp._aureus_Mu50	NA	95.168	NA	95.168
Xylella_fastidiosa	51.397	46.835	88.162	88.379
Buchnera_aphidicola_Baizongia_pistaciae	NA	97.456	NA	97.456
Thermoanaerobacter_tengcongensis	45.914	50.482	88.213	88.323
Bradyrhizobium_japonicum	93.306	48.904	93.66	52.888
Corynebacterium_glutamicum_ATCC_13032	49.16	52.946	92.103	91.973
Caulobacter_vibrioides	93.364	50.155	51.973	93.582
Methanococcus_maripaludis	48.022	93.582	54.588	93.964
Mesorhizobium_loti	47.35	93.905	93.594	55.407
Fusobacterium_nucleatum_subsp._nucleatum	94.214	NA	94.214	NA
Bdellovibrio_bacteriovorus	53.517	51.321	94.755	94.417
Yersinia_pestis	90.657	90.325	52.1	48.043
Chlamydia_muridarum	51.103	52.084	94.356	94.397
Salmonella_typhi	51.657	92.453	50.812	92.4
Bacillus_halodurans	51.161	48.779	90.144	90.472
Bacteroides_thetaiotaomicron	53.059	92.86	49.157	92.527
Synechococcus_elongatus	50.353	93.295	93.437	52.59
Thermus_thermophilus_HB27	54.682	94.881	94.442	47.689

