strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	10372	11218	11218	10372
Shigella_flexneri_2a_str._2457T	8216	12361	12361	8216
Porphyromonas_gingivalis	12224	12224	9301	9301
Corynebacterium_diphtheriae	11697	11697	13049	13049
Mycobacterium_leprae	11376	9182	9182	11376
Chlorobaculum_tepidum	13358	13358	11299	11299
Enterococcus_faecalis	11108	9875	11108	9875
Tropheryma_whipplei_str._Twist	9067	11818	11818	9067
Escherichia_coli_O157_H7	10605	10605	13489	13489
Thermoplasma_acidophilum	12988	12988	11400	11400
Fibrobacter_succinogenes_subsp._succinogenes_S85	NA	13262	NA	13262
Sulfolobus_tokodaii	7979	7979	10371	10371
Chromobacterium_violaceum	10366	9718	9718	10366
Neisseria_meningitidis_serogroup_A	12175	6852	12175	6821
Neisseria_meningitidis_serogroup_B	13727	13727	6410	6410
Mycoplasma_pneumoniae	16806	10021	16806	10021
Bifidobacterium_longum	11919	11711	11711	11919
Synechocystis_sp._PCC_6803	12105	12105	13909	13909
Pyrococcus_horikoshii	12578	12578	12522	12522
Bordetella_parapertussis	8958	9845	8958	9845
Photorhabdus_luminescens_subsp._laumondii	NA	13177	NA	13177
Thermotoga_maritima	10487	10115	10487	10115
Streptococcus_agalactiae_serogroup_V	12430	12430	9852	9852
Lactobacillus_plantarum	12043	12043	13265	13265
Listeria_monocytogenes	11165	11165	11882	11882
Methanosarcina_mazei	8796	12573	12573	8796
Oceanobacillus_iheyensis	11136	12695	12695	11136
Chlamydophila_caviae	10791	10791	10534	10534
Solibacter_usitatus_Ellin6076	11653	10254	10254	11653
Caenorhabditis_briggsae	7873	5542	5531	7860
Prochlorococcus_marinus_str._MIT_9313	10946	12061	12061	10946
Mycoplasma_mobile_163K	7882	6647	6647	7882
Tropheryma_whipplei_TW0827	8287	10010	10010	8287
Chlamydia_trachomatis	11870	11667	11870	11667
Methanopyrus_kandleri	10442	10331	9931	9931
Pseudomonas_syringae_pv._tomato	10372	13327	10372	13327
Shigella_flexneri	12116	7654	12116	7654
Rhodopseudomonas_palustris	11069	10961	11069	10961
Gloeobacter_violaceus	11183	13073	13073	11183
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	13929	NA	13929
Rickettsia_conorii	11713	12722	11713	12722
Leishmania_major	7289	11867	7289	11867
Thermoplasma_volcanium	11905	10727	10727	11905
Pseudomonas_aeruginosa	9955	11199	11199	9955
Helicobacter_hepaticus	10859	12085	10859	12085
Streptococcus_agalactiae_serogroup_III	10183	10183	9173	8931
Mycoplasma_genitalium	7252	9720	9720	7252
Haemophilus_influenzae	9717	8780	9717	8780
Pasteurella_multocida	13426	11866	13426	11866
Prochlorococcus_marinus	12663	10697	12663	10697
Corynebacterium_glutamicum	12865	12865	11770	11770
Archaeoglobus_fulgidus	11160	11160	13330	13330
Bacillus_subtilis	13045	13045	14889	14889
Staphylococcus_aureus_subsp._aureus_N315	NA	9698	NA	9698
Corynebacterium_efficiens	11437	10108	11437	10108
Geobacter_sulfurreducens	12454	12454	13171	13171
Yersinia_pestis_KIM	9815	9815	13754	13754
Bacillus_cereus_ATCC_10987	8219	8051	8051	8219
Pseudomonas_putida_KT2440	12523	10920	10920	12523
Sinorhizobium_meliloti	10310	11702	11702	10310
Lactobacillus_johnsonii	9956	9956	10024	9956
Chlamydophila_pneumoniae_CWL029	13365	13111	13365	13111
Streptomyces_coelicolor	8327	8783	8327	8783
Helicobacter_pylori	10858	9394	10858	9394
Buchnera_aphidicola_Schizaphis_graminum	NA	9959	NA	9959
Rickettsia_prowazekii	9053	8683	8683	9053
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	7954	NA	7954	NA
Synechococcus_sp._WH_8102	11922	11002	11922	11002
Nitrosomonas_europaea	12403	9640	12403	9640
Mycoplasma_penetrans	9018	9018	7031	7031
Bacillus_anthracis_str._Ames	11521	11521	10729	11000
Chlamydophila_pneumoniae_AR39	9641	9641	8833	8833
Escherichia_coli	12487	13092	12487	13092
Xylella_fastidiosa_Temecula1	10628	13064	13064	10349
Treponema_denticola	10832	12686	10832	12686
Helicobacter_pylori_J99	9315	10795	9315	10795
Bacillus_cereus_ATCC_14579	9992	10528	10528	9992
Mycobacterium_avium_subsp._paratuberculosis	8866	NA	8866	NA
Sulfolobus_solfataricus	6995	6995	11305	11305
Lactococcus_lactis_subsp._lactis	10525	10525	8877	9088
Xanthomonas_axonopodis_pv._citri	9976	9976	9504	9504
Borrelia_burgdorferi	7748	7728	7748	7728
Staphylococcus_aureus_subsp._aureus_MW2	NA	9633	NA	9633
Bordetella_bronchiseptica	10312	10312	9697	9697
Mycobacterium_tuberculosis_CDC1551	8315	9839	9839	8315
Dehalococcoides_ethenogenes_195	12743	11877	11877	12743
Haemophilus_ducreyi	12021	9945	12021	9996
Mycobacterium_tuberculosis_H37Rv	9700	11030	9700	11030
Clostridium_tetani	9102	8895	8904	9102
Pyrococcus_furiosus	10273	10273	12388	12388
Acidobacterium_capsulatum_ATCC_51196	11831	13164	13164	11893
Xanthomonas_campestris_pv._campestris	9857	8864	8864	9857
Streptococcus_pneumoniae_R6	11398	8894	11398	8894
Wolinella_succinogenes	12667	12667	11263	11263
Streptococcus_pyogenes_MGAS315	9840	10227	9840	10227
Methanosarcina_acetivorans	7771	7771	11239	11239
Streptococcus_pyogenes	9873	9873	11199	11005
Aquifex_aeolicus	12919	12953	12953	12919
Clostridium_acetobutylicum	9224	9820	9224	9820
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	11987	NA	11987	NA
Streptococcus_pneumoniae	12592	12592	9617	9617
Methanococcus_maripaludis	11817	11817	10722	10722
Cyanidioschyzon_merolae	13733	8920	8920	13733
Clostridium_perfringens	7817	8715	7817	8715
