strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Streptococcus_pyogenes_MGAS8232	12594	12594	11041	11041
Ralstonia_solanacearum	10441	12083	12083	10441
Ureaplasma_parvum	9410	9410	10333	10333
Mycoplasma_gallisepticum	9485	8001	9485	8001
Methanocaldococcus_jannaschii	9615	9108	9615	9108
Streptomyces_avermitilis	9587	9587	8774	8774
Buchnera_aphidicola_Acyrthosiphon_pisum	8373	NA	8373	NA
Mycoplasma_mycoides_subsp._mycoides_SC	4255	4255	7764	7764
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	12170	NA	12170	NA
Escherichia_coli_O157_H7_EDL933	10462	10462	12744	12744
Bordetella_pertussis	6125	9245	9245	6125
Streptococcus_pyogenes_SSI-1	13700	13700	12750	12750
Aeropyrum_pernix	11790	11790	13462	13462
Wolbachia_sp._wMel	6498	6498	11720	11720
Pyrococcus_abyssi	12952	14519	14519	12952
Shewanella_oneidensis	13243	13243	9009	9009
Mycobacterium_bovis	9884	10692	9884	10692
Streptococcus_mutans	9606	9606	11311	11036
Vibrio_cholerae	11211	11211	13083	13083
Coxiella_burnetii	13317	8536	8536	13317
Chlamydophila_pneumoniae_TW-183	10615	11957	10615	11957
Candidatus_Blochmannia_floridanus	9988	10687	9988	10687
Pyrobaculum_aerophilum	13180	14484	13180	14484
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	9444	NA	9444	NA
Listeria_monocytogenes_str._4b_F2365	11249	10693	11306	10693
Listeria_innocua	10009	10009	9810	9810
Mycoplasma_pulmonis	7500	8188	7500	8188
Yersinia_pestis	13418	9872	9872	13418
Treponema_pallidum	11957	11957	12043	12043
Staphylococcus_aureus_subsp._aureus_Mu50	NA	10837	NA	10837
Xylella_fastidiosa	10827	10827	13222	13222
Buchnera_aphidicola_Baizongia_pistaciae	9274	NA	9274	NA
Thermoanaerobacter_tengcongensis	11774	8192	11774	8192
Bradyrhizobium_japonicum	11220	11220	10436	10419
Corynebacterium_glutamicum_ATCC_13032	12821	12071	12821	12071
Caulobacter_vibrioides	9434	10895	10895	9434
Onion_yellows_phytoplasma	5360	9078	5360	8836
Mesorhizobium_loti	12372	12372	11390	11376
Staphylococcus_epidermidis	9871	9871	12096	12096
Fusobacterium_nucleatum_subsp._nucleatum	7594	NA	7594	NA
Bdellovibrio_bacteriovorus	13391	13686	13686	13391
Nanoarchaeum_equitans	12426	10373	10373	12426
Chlamydia_muridarum	13441	13441	11917	11917
Salmonella_typhi	12720	12720	11826	11826
Bacillus_halodurans	12707	10466	10466	12707
Bacteroides_thetaiotaomicron	13049	13049	11792	11792
Synechococcus_elongatus	12500	12434	12434	12500
Thermus_thermophilus_HB27	8883	10660	10660	8883

