strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	89.224	87.556	88.551	89.789
Corynebacterium_diphtheriae	92.218	89.709	90.29	92.749
Porphyromonas_gingivalis	91.77	92.29	87.559	87.037
Shigella_flexneri_2a_str._2457T	85.969	85.065	92.109	92.806
Photorhabdus_luminescens_subsp._laumondii	NA	95.027	NA	95.027
Oceanobacillus_iheyensis	90.255	91.645	89.165	90.828
Enterococcus_faecalis	91.83	91.057	89.839	90.639
Tropheryma_whipplei_str._Twist	92.386	93.05	88.562	89.097
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	94.168	NA	94.168	NA
Thermoplasma_acidophilum	92.677	93.054	92.35	93.042
Fibrobacter_succinogenes_subsp._succinogenes_S85	NA	95.459	NA	95.459
Sulfolobus_tokodaii	91.59	89.046	89.924	90.817
Chromobacterium_violaceum	90.066	91.816	89.302	90.803
Neisseria_meningitidis_serogroup_A	86.715	91.857	86.211	92.496
Neisseria_meningitidis_serogroup_B	84.104	92.698	93.494	84.84
Mycoplasma_pneumoniae	92.394	88.838	93.123	89.964
Bifidobacterium_longum	91.94	89.625	90.686	92.92
Synechocystis_sp._PCC_6803	91.711	92.385	92.952	91.149
Pyrococcus_horikoshii	92.687	91.584	92.209	92.511
Bordetella_parapertussis	89.274	90.311	91.284	88.304
Mycobacterium_leprae	92.435	89.115	89.997	91.641
Thermotoga_maritima	92.164	91.083	91.901	92.753
Streptococcus_agalactiae_serogroup_V	88.725	87.388	91.015	92.129
Lactobacillus_plantarum	90.174	90.923	91.251	92.204
Listeria_monocytogenes	91.434	91.276	92.063	90.691
Methanosarcina_mazei	91.739	92.576	88.629	87.9
Chlorobaculum_tepidum	92.558	90.633	91.515	91.307
Chlamydophila_caviae	91.53	91.81	92.117	92.614
Solibacter_usitatus_Ellin6076	90.844	91.643	89.958	92.295
Caenorhabditis_briggsae	81.941	82.674	87.224	87.929
Prochlorococcus_marinus_str._MIT_9313	90.515	91.412	92.744	92.054
Mycoplasma_mobile_163K	89.503	88.303	86.866	86.221
Tropheryma_whipplei_TW0827	89.025	93.142	92.118	89.731
Chlamydia_trachomatis	91.697	90.402	90.883	90.837
Methanopyrus_kandleri	92.158	92.256	91.231	91.569
Pseudomonas_syringae_pv._tomato	91.828	92.596	88.886	88.181
Shigella_flexneri	84.674	91.574	83.839	92.295
Bacillus_anthracis_str._Ames	91.22	90.898	90.051	92.102
Gloeobacter_violaceus	91.027	92.012	91.15	90.336
Methanothermobacter_thermautotrophicus_str._Delta_H	95.242	NA	95.242	NA
Rickettsia_conorii	91.067	91.553	91.658	90.603
Leishmania_major	91.614	92.287	85.077	85.948
Thermoplasma_volcanium	93.022	91.453	92.332	92.417
Pseudomonas_aeruginosa	91.457	90.595	86.36	87.2
Helicobacter_hepaticus	92.526	91.571	90.647	91.584
Streptococcus_agalactiae_serogroup_III	91.19	91.904	84.147	84.743
Mycoplasma_genitalium	90.472	89.837	88.628	89.794
Haemophilus_influenzae	90.214	88.922	87.93	91.486
Pasteurella_multocida	91.293	90.242	91.157	92.24
Prochlorococcus_marinus	92.308	91.714	91.334	90.614
