strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Corynebacterium_glutamicum	89.497	92.136	92.683	90.144
Archaeoglobus_fulgidus	92.863	91.272	92.084	92.176
Bacillus_subtilis	91.846	90.756	91.364	92.547
Staphylococcus_aureus_subsp._aureus_N315	NA	94.382	NA	94.382
Corynebacterium_efficiens	87.785	88.666	90.964	91.801
Geobacter_sulfurreducens	91.069	92.008	92.645	90.3
Yersinia_pestis_KIM	92.929	87.701	88.473	92.128
Bacillus_cereus_ATCC_10987	90.958	89.908	89.002	90.248
Pseudomonas_putida_KT2440	89.454	92.358	90.274	91.628
Sinorhizobium_meliloti	90.744	89.103	89.694	91.611
Lactobacillus_johnsonii	88.224	88.959	91.548	90.624
Chlamydophila_pneumoniae_CWL029	92.559	91.48	91.724	92.54
Streptomyces_coelicolor	90.528	88.861	89.3	87.724
Helicobacter_pylori	91.234	88.485	91.908	89.177
Dehalococcoides_ethenogenes_195	85.766	92.748	91.782	85.092
Rickettsia_prowazekii	88.729	90.153	90.009	89.182
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	93.022	NA	93.022	NA
Synechococcus_sp._WH_8102	92.328	91.475	92.91	90.876
Nitrosomonas_europaea	92.68	91.978	88.072	88.893
Mycoplasma_penetrans	87.017	85.507	89.502	87.981
Rhodopseudomonas_palustris	91.763	91.523	90.949	90.539
Chlamydophila_pneumoniae_AR39	90.879	91.551	90.277	91.639
Escherichia_coli	91.05	92.739	92.129	90.3
Xylella_fastidiosa_Temecula1	87.77	93.06	92.436	87.081
Treponema_denticola	90.484	91.292	91.197	92.026
Helicobacter_pylori_J99	92.549	87.003	86.164	91.853
Bacillus_cereus_ATCC_14579	90.647	91.914	91.04	89.74
Mycobacterium_avium_subsp._paratuberculosis	NA	93.839	NA	93.839
Sulfolobus_solfataricus	84.326	83.336	92.12	91.461
Lactococcus_lactis_subsp._lactis	87.151	92.041	91.099	87.917
Xanthomonas_axonopodis_pv._citri	91.081	90.828	91.998	89.892
Borrelia_burgdorferi	89.697	88.538	87.118	88.778
Staphylococcus_aureus_subsp._aureus_MW2	93.684	NA	93.684	NA
Bordetella_bronchiseptica	88.661	89.751	87.771	90.735
Mycobacterium_tuberculosis_CDC1551	90.288	89.469	90.819	89.681
Buchnera_aphidicola_Schizaphis_graminum	92.772	NA	92.772	NA
Haemophilus_ducreyi	92.031	87.102	91.367	87.865
Mycobacterium_tuberculosis_H37Rv	91.298	90.059	89.322	90.218
Bordetella_pertussis	88.637	83.515	89.722	84.369
Pyrococcus_furiosus	91.629	90.271	90.983	92.79
Acidobacterium_capsulatum_ATCC_51196	91.194	91.888	92.015	92.507
Xanthomonas_campestris_pv._campestris	91.78	90.041	88.95	90.991
Streptococcus_pneumoniae_R6	91.736	91.085	88.517	89.307
Wolinella_succinogenes	92.429	89.127	89.936	93.007
Streptococcus_pyogenes_MGAS315	91.936	91.312	89.222	88.775
Methanosarcina_acetivorans	91.884	87.553	92.712	86.877
Streptococcus_pyogenes	91.821	90.474	90.926	89.714
Aquifex_aeolicus	92.858	91.923	92.267	91.805
Clostridium_acetobutylicum	88.73	89.993	91.1	89.875
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	94.47	NA	94.47	NA
Streptococcus_pneumoniae	89.646	90.375	91.979	92.656
Methanococcus_maripaludis	91.957	90.879	90.284	91.115
Cyanidioschyzon_merolae	92.49	88.582	87.797	93.002
Clostridium_perfringens	89.308	88.13	90.458	89.557
Streptococcus_pyogenes_MGAS8232	88.759	92.621	89.947	91.971
Ralstonia_solanacearum	89.011	91.557	89.86	90.559
Ureaplasma_parvum	88.347	89.289	90.875	89.53
Mycoplasma_gallisepticum	89.471	87.219	90.515	85.951
Methanocaldococcus_jannaschii	91.187	89.754	90.197	88.455
Staphylococcus_epidermidis	89.573	90.399	88.734	91.442
Buchnera_aphidicola_Acyrthosiphon_pisum	93.782	NA	93.782	NA
Mycoplasma_mycoides_subsp._mycoides_SC	88.168	86.67	69.673	70.845
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	94.969	NA	94.969	NA
Escherichia_coli_O157_H7_EDL933	92.255	84.578	85.311	93.018
Clostridium_tetani	88.727	90.817	89.57	89.764
Streptococcus_pyogenes_SSI-1	91.702	88.567	92.42	89.344
Aeropyrum_pernix	92.244	91.589	92.943	92.345
Wolbachia_sp._wMel	84.793	91.868	84.296	90.799
Pyrococcus_abyssi	92.864	93.188	91.743	92.721
Shewanella_oneidensis	92.145	87.655	92.726	86.861
Mycobacterium_bovis	91.034	91.322	90.102	92.209
Streptococcus_mutans	88.488	91.362	90.491	89.475
Vibrio_cholerae	90.532	89.702	92.717	91.928
Coxiella_burnetii	85.223	92.223	84.888	91.222
Chlamydophila_pneumoniae_TW-183	91.494	90.715	91.388	92.31
Candidatus_Blochmannia_floridanus	90.048	89.019	88.723	90.279
Pyrobaculum_aerophilum	92.385	91.69	92.888	93.335
Escherichia_coli_O157_H7	86.983	86.419	93.046	92.277
Listeria_monocytogenes_str._4b_F2365	92.213	91.061	90.234	91.337
Listeria_innocua	92.467	91.639	89.403	90.376
Mycoplasma_pulmonis	89.741	88.739	87.348	90.721
Nanoarchaeum_equitans	88.575	89.013	90.212	89.552
Treponema_pallidum	91.539	91.953	91.984	92.611
Streptomyces_avermitilis	88.523	89.787	89.661	90.878
Staphylococcus_aureus_subsp._aureus_Mu50	NA	94.079	NA	94.079
Xylella_fastidiosa	86.597	92.628	91.859	87.232
Buchnera_aphidicola_Baizongia_pistaciae	92.952	NA	92.952	NA
Thermoanaerobacter_tengcongensis	92.564	85.894	91.659	84.795
Bradyrhizobium_japonicum	90.811	91.835	91.197	90.216
Corynebacterium_glutamicum_ATCC_13032	92.074	90.203	92.568	91.014
Caulobacter_vibrioides	90.478	89.662	90.186	91.416
Onion_yellows_phytoplasma	75.823	90.629	74.826	91.278
Mesorhizobium_loti	90.461	92.206	91.335	91.407
Fusobacterium_nucleatum_subsp._nucleatum	NA	93.079	NA	93.079
Bdellovibrio_bacteriovorus	92.789	93.476	92.876	93.34
Yersinia_pestis	88.379	92.699	89.009	92.251
Chlamydia_muridarum	91.621	91.599	92.387	92.382
Salmonella_typhi	93.028	90.637	92.527	91.465
Bacillus_halodurans	88.138	91.957	92.661	88.974
Bacteroides_thetaiotaomicron	90.324	91.192	92.998	92.235
Synechococcus_elongatus	92.942	92.276	91.546	92.299
Thermus_thermophilus_HB27	90.338	91.209	90.032	89.381

