strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	1022	701	992	657
Shigella_flexneri_2a_str._2457T	866	652	866	671
Porphyromonas_gingivalis	888	867	703	653
Corynebacterium_diphtheriae	943	723	690	950
Photorhabdus_luminescens_subsp._laumondii	1073	NA	1073	NA
Oceanobacillus_iheyensis	677	988	980	724
Enterococcus_faecalis	968	664	688	958
Tropheryma_whipplei_str._Twist	629	873	907	731
Bordetella_parapertussis	706	686	979	983
Thermoplasma_acidophilum	739	946	693	976
Fibrobacter_succinogenes_subsp._succinogenes_S85	1160	NA	1160	NA
Sulfolobus_tokodaii	1007	680	687	975
Chromobacterium_violaceum	978	704	975	701
Neisseria_meningitidis_serogroup_A	850	863	651	678
Neisseria_meningitidis_serogroup_B	625	875	675	838
Mycoplasma_pneumoniae	899	705	726	936
Bifidobacterium_longum	956	707	949	695
Synechocystis_sp._PCC_6803	919	705	919	708
Pyrococcus_horikoshii	948	687	953	710
Mycobacterium_leprae	916	919	676	676
Thermotoga_maritima	707	945	673	949
Streptococcus_agalactiae_serogroup_V	965	699	962	654
Lactobacillus_plantarum	717	692	954	949
Listeria_monocytogenes	680	722	981	987
Helicobacter_pylori	684	890	917	676
Methanosarcina_mazei	887	901	695	666
Chlorobaculum_tepidum	708	979	694	950
Chlamydophila_caviae	739	1040	1016	668
Solibacter_usitatus_Ellin6076	931	946	689	702
Caenorhabditis_briggsae	858	632	622	834
Prochlorococcus_marinus_str._MIT_9313	702	913	683	911
Mycoplasma_mobile_163K	1124	703	638	1078
Tropheryma_whipplei_TW0827	892	680	638	888
Chlamydia_trachomatis	1002	749	993	653
Methanopyrus_kandleri	684	972	724	977
Pseudomonas_syringae_pv._tomato	910	688	674	910
Shigella_flexneri	865	850	652	671
Rhodopseudomonas_palustris	990	993	688	705
Gloeobacter_violaceus	968	694	950	698
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	1139	NA	1139
Rickettsia_conorii	976	1004	738	654
Leishmania_major	682	662	877	863
Thermoplasma_volcanium	692	925	921	712
Pseudomonas_aeruginosa	942	652	672	947
Helicobacter_hepaticus	703	973	986	710
Streptococcus_agalactiae_serogroup_III	952	935	652	668
Mycoplasma_genitalium	1034	1109	673	621
Haemophilus_influenzae	690	952	657	912
Pasteurella_multocida	693	695	949	951
Prochlorococcus_marinus	952	692	950	705
Corynebacterium_glutamicum	691	680	904	908
Archaeoglobus_fulgidus	924	678	922	699
Bacillus_subtilis	722	705	973	970
Staphylococcus_aureus_subsp._aureus_N315	1168	NA	1168	NA
Corynebacterium_efficiens	666	904	673	925
Geobacter_sulfurreducens	960	950	684	711
Yersinia_pestis_KIM	694	687	897	912
Bacillus_cereus_ATCC_10987	938	956	682	672
Pseudomonas_putida_KT2440	689	942	701	944
Sinorhizobium_meliloti	694	680	969	948
Lactobacillus_johnsonii	691	1005	694	981
Chlamydophila_pneumoniae_CWL029	931	707	736	926
Streptomyces_coelicolor	1062	671	1067	681
Staphylococcus_epidermidis	1007	686	686	985
Dehalococcoides_ethenogenes_195	940	686	901	636
Rickettsia_prowazekii	711	698	1076	1109
