strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	NA	1285	NA	1285
Synechococcus_sp._WH_8102	694	710	939	941
Nitrosomonas_europaea	884	688	679	885
Mycoplasma_penetrans	1056	1045	700	625
Bacillus_anthracis_str._Ames	694	970	979	693
Chlamydophila_pneumoniae_AR39	918	707	699	910
Escherichia_coli	946	947	719	690
Xylella_fastidiosa_Temecula1	876	880	695	655
Treponema_denticola	941	678	721	951
Helicobacter_pylori_J99	919	645	666	918
Bacillus_cereus_ATCC_14579	961	945	693	694
Mycobacterium_avium_subsp._paratuberculosis	1179	NA	1179	NA
Sulfolobus_solfataricus	649	914	890	644
Lactococcus_lactis_subsp._lactis	687	937	670	923
Xanthomonas_axonopodis_pv._citri	704	663	951	955
Borrelia_burgdorferi	1052	1018	667	699
Staphylococcus_aureus_subsp._aureus_MW2	1171	NA	1171	NA
Bordetella_bronchiseptica	984	968	663	670
Mycobacterium_tuberculosis_CDC1551	972	693	965	670
Buchnera_aphidicola_Schizaphis_graminum	NA	1125	NA	1125
Haemophilus_ducreyi	688	668	968	969
Mycobacterium_tuberculosis_H37Rv	954	969	705	660
Clostridium_tetani	706	1016	1054	664
Streptococcus_pyogenes_SSI-1	712	963	658	939
Acidobacterium_capsulatum_ATCC_51196	703	953	949	696
Xanthomonas_campestris_pv._campestris	686	991	987	671
Streptococcus_pneumoniae_R6	937	678	932	680
Wolinella_succinogenes	926	684	938	691
Streptococcus_pyogenes_MGAS315	952	904	705	663
Methanosarcina_acetivorans	892	676	898	669
Streptococcus_pyogenes	1001	688	1001	698
Aquifex_aeolicus	941	734	917	682
Clostridium_acetobutylicum	1012	670	691	1027
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	1144	NA	1144	NA
Streptococcus_pneumoniae	686	936	677	910
Methanococcus_maripaludis	991	683	713	1010
Cyanidioschyzon_merolae	647	877	680	901
Clostridium_perfringens	1014	1026	679	671
Streptococcus_pyogenes_MGAS8232	956	701	665	912
Ralstonia_solanacearum	676	679	943	960
Ureaplasma_parvum	682	1112	1007	643
Mycoplasma_gallisepticum	665	902	939	652
Methanocaldococcus_jannaschii	964	681	985	690
Streptomyces_avermitilis	666	1048	710	1029
Buchnera_aphidicola_Acyrthosiphon_pisum	1266	NA	1266	NA
Mycoplasma_mycoides_subsp._mycoides_SC	563	861	512	838
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	1155	NA	1155	NA
Escherichia_coli_O157_H7_EDL933	873	649	677	896
Bordetella_pertussis	645	623	917	915
Pyrococcus_furiosus	941	681	945	712
Aeropyrum_pernix	999	725	681	981
Wolbachia_sp._wMel	643	677	899	918
Pyrococcus_abyssi	723	933	920	688
Shewanella_oneidensis	672	904	894	676
Mycobacterium_bovis	973	702	961	676
Streptococcus_mutans	677	997	711	1018
Vibrio_cholerae	708	693	923	926
Coxiella_burnetii	889	666	889	654
Chlamydophila_pneumoniae_TW-183	762	705	973	986
Candidatus_Blochmannia_floridanus	1081	1032	698	669
Pyrobaculum_aerophilum	950	721	923	688
Escherichia_coli_O157_H7	874	687	659	900
Listeria_monocytogenes_str._4b_F2365	705	928	664	937
Listeria_innocua	676	955	694	975
Mycoplasma_pulmonis	682	1017	625	1007
Nanoarchaeum_equitans	707	1109	674	1024
Treponema_pallidum	711	914	900	686
Staphylococcus_aureus_subsp._aureus_Mu50	NA	1160	NA	1160
Xylella_fastidiosa	661	679	877	906
Buchnera_aphidicola_Baizongia_pistaciae	1449	NA	1449	NA
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	1215	NA	1215	NA
Thermoanaerobacter_tengcongensis	912	646	920	685
Bradyrhizobium_japonicum	686	962	975	710
Corynebacterium_glutamicum_ATCC_13032	677	702	929	934
Caulobacter_vibrioides	947	694	945	670
Onion_yellows_phytoplasma	856	603	540	933
Mesorhizobium_loti	963	975	692	703
Fusobacterium_nucleatum_subsp._nucleatum	NA	1172	NA	1172
Bdellovibrio_bacteriovorus	723	707	943	970
Yersinia_pestis	898	672	680	895
Chlamydia_muridarum	662	910	672	930
Salmonella_typhi	927	694	721	944
Bacillus_halodurans	668	689	934	934
Bacteroides_thetaiotaomicron	704	943	933	692
Synechococcus_elongatus	715	679	924	935
Thermus_thermophilus_HB27	1020	1003	678	695

