strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Tropheryma_whipplei_TW0827	97.103	97.103	99.987	99.987
Chlamydia_trachomatis	99.404	99.971	99.404	99.971
Methanopyrus_kandleri	99.762	99.911	99.911	99.762
Pseudomonas_syringae_pv._tomato	99.987	96.223	96.223	99.987
Caenorhabditis_briggsae	96.771	92.694	96.771	92.694
Bacillus_anthracis_str._Ames	99.992	98.947	98.947	99.992
Gloeobacter_violaceus	99.136	99.136	99.991	99.991
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	99.99	NA	99.99
Rickettsia_conorii	99.98	99.98	99.764	99.764
Leishmania_major	93.48	100.0	100.0	93.48
Thermoplasma_volcanium	99.982	99.557	99.557	99.982
Pseudomonas_aeruginosa	96.075	99.978	96.075	99.978
Helicobacter_hepaticus	99.569	99.277	99.569	99.277
Streptococcus_agalactiae_serogroup_III	93.361	93.361	99.967	99.967
Mycoplasma_genitalium	99.998	99.998	99.615	99.615
Haemophilus_influenzae	99.724	97.496	97.496	99.724
Pasteurella_multocida	100.0	98.506	98.506	100.0
Prochlorococcus_marinus	99.992	99.091	99.091	99.992
Corynebacterium_glutamicum	99.99	99.99	97.712	97.712
Archaeoglobus_fulgidus	99.226	99.993	99.226	99.993
Bacillus_subtilis	98.708	99.992	98.708	99.992
Staphylococcus_aureus_subsp._aureus_N315	97.457	NA	97.457	NA
Corynebacterium_efficiens	99.99	96.633	96.633	99.99
Geobacter_sulfurreducens	99.065	99.065	99.983	99.983
Yersinia_pestis_KIM	96.096	99.985	96.096	99.985
Bacillus_cereus_ATCC_10987	99.8	98.494	98.494	99.8
Pseudomonas_putida_KT2440	99.994	99.994	98.021	98.021
Sinorhizobium_meliloti	99.957	98.213	99.957	98.213
Lactobacillus_johnsonii	97.641	97.641	99.792	99.792
Chlamydophila_pneumoniae_CWL029	99.996	99.709	99.709	99.996
Streptomyces_coelicolor	98.79	99.91	99.91	98.79
Streptomyces_avermitilis	98.969	98.969	99.721	99.721
Dehalococcoides_ethenogenes_195	94.236	99.999	99.999	94.236
Rickettsia_prowazekii	99.808	99.98	99.808	99.98
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	NA	99.958	NA	99.958
Synechococcus_sp._WH_8102	99.986	98.911	98.911	99.986
Nitrosomonas_europaea	99.997	96.341	99.997	96.341
Mycoplasma_penetrans	97.551	97.551	99.974	99.974
Rhodopseudomonas_palustris	99.983	99.712	99.983	99.712
Chlamydophila_pneumoniae_AR39	99.096	99.466	99.466	99.096
Escherichia_coli	98.559	99.995	98.559	99.995
Xylella_fastidiosa_Temecula1	95.611	99.999	95.611	99.999
Treponema_denticola	100.0	99.188	99.188	100.0
Helicobacter_pylori_J99	99.986	95.303	95.303	99.986
Bacillus_cereus_ATCC_14579	98.439	99.988	99.988	98.439
Mycobacterium_avium_subsp._paratuberculosis	99.562	NA	99.562	NA
Sulfolobus_solfataricus	99.998	99.998	93.491	93.491
Lactococcus_lactis_subsp._lactis	96.611	99.997	99.997	96.611
Xanthomonas_axonopodis_pv._citri	99.84	99.84	99.108	99.108
Borrelia_burgdorferi	99.919	99.383	99.383	99.919
Staphylococcus_aureus_subsp._aureus_MW2	98.684	NA	98.684	NA
Bordetella_bronchiseptica	99.896	99.896	97.994	97.994
Mycobacterium_tuberculosis_CDC1551	99.037	99.037	99.924	99.924
Buchnera_aphidicola_Schizaphis_graminum	NA	99.761	NA	99.761
Haemophilus_ducreyi	99.977	96.735	99.977	96.735
Mycobacterium_tuberculosis_H37Rv	99.985	98.744	98.744	99.985
Clostridium_tetani	98.989	99.984	99.984	98.989
Pyrococcus_furiosus	99.985	99.985	98.693	98.693
Acidobacterium_capsulatum_ATCC_51196	99.334	99.992	99.334	99.992
Xanthomonas_campestris_pv._campestris	99.98	98.306	98.306	99.98
Streptococcus_pneumoniae_R6	99.855	97.995	99.855	97.995
Wolinella_succinogenes	98.117	99.993	98.117	99.993
Streptococcus_pyogenes_MGAS315	99.282	97.135	99.282	97.135
Methanosarcina_acetivorans	99.99	95.631	95.631	99.99
Streptococcus_pyogenes	99.818	98.002	98.002	99.818
Aquifex_aeolicus	99.397	99.998	99.998	99.397
Clostridium_acetobutylicum	98.434	99.976	99.976	98.434
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	98.698	NA	98.698	NA
Streptococcus_pneumoniae	100.0	100.0	97.997	97.997
Methanococcus_maripaludis	99.968	99.968	99.414	99.414
Cyanidioschyzon_merolae	99.999	96.592	99.999	96.592
Clostridium_perfringens	98.485	99.974	98.485	99.974
Streptococcus_pyogenes_MGAS8232	99.998	96.997	96.997	99.998
Ralstonia_solanacearum	98.993	98.993	99.996	99.996
Ureaplasma_parvum	99.234	99.295	99.234	99.295
Mycoplasma_gallisepticum	99.991	96.672	99.991	96.672
Methanocaldococcus_jannaschii	99.959	99.306	99.306	99.959
Staphylococcus_epidermidis	97.847	97.847	99.982	99.982
Buchnera_aphidicola_Acyrthosiphon_pisum	99.976	NA	99.976	NA
Mycoplasma_mycoides_subsp._mycoides_SC	99.969	99.969	81.384	81.384
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	98.598	NA	98.598	NA
Escherichia_coli_O157_H7_EDL933	99.985	93.375	99.985	93.375
Bordetella_pertussis	99.975	99.975	93.455	93.455
Streptococcus_pyogenes_SSI-1	97.6	99.99	99.99	97.6
Aeropyrum_pernix	99.879	99.983	99.983	99.879
Wolbachia_sp._wMel	94.509	94.509	99.99	99.99
Pyrococcus_abyssi	99.962	99.962	100.0	100.0
Shewanella_oneidensis	99.978	95.808	99.978	95.808
Mycobacterium_bovis	99.261	99.261	99.847	99.847
Streptococcus_mutans	99.91	97.941	97.941	99.91
Vibrio_cholerae	99.979	98.112	99.979	98.112
Coxiella_burnetii	93.26	99.984	93.26	99.984
Chlamydophila_pneumoniae_TW-183	99.975	99.762	99.762	99.975
Candidatus_Blochmannia_floridanus	99.937	99.937	99.987	99.987
Pyrobaculum_aerophilum	99.35	99.975	99.35	99.975
Escherichia_coli_O157_H7	94.938	94.938	99.995	99.995
Listeria_monocytogenes_str._4b_F2365	100.0	100.0	98.837	98.837
Listeria_innocua	99.998	99.998	97.914	97.914
Mycoplasma_pulmonis	98.238	99.997	98.238	99.997
Nanoarchaeum_equitans	99.997	99.998	99.998	99.997
Treponema_pallidum	98.642	99.941	99.941	98.642
Staphylococcus_aureus_subsp._aureus_Mu50	NA	99.985	NA	99.985
Xylella_fastidiosa	95.255	99.995	95.255	99.995
Buchnera_aphidicola_Baizongia_pistaciae	99.994	NA	99.994	NA
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	99.878	NA	99.878	NA
Thermoanaerobacter_tengcongensis	99.989	94.452	99.989	94.452
Bradyrhizobium_japonicum	99.986	99.986	99.032	99.032
Corynebacterium_glutamicum_ATCC_13032	99.998	99.998	98.343	98.343
Caulobacter_vibrioides	99.286	99.286	99.996	99.996
Onion_yellows_phytoplasma	86.495	99.915	86.495	99.915
Mesorhizobium_loti	99.982	99.982	99.414	99.414
Fusobacterium_nucleatum_subsp._nucleatum	NA	99.979	NA	99.979
Bdellovibrio_bacteriovorus	99.997	99.997	99.979	99.979
Yersinia_pestis	99.997	96.307	96.307	99.997
Chlamydia_muridarum	99.499	99.999	99.999	99.499
Salmonella_typhi	99.992	98.426	99.992	98.426
Bacillus_halodurans	96.513	96.513	99.979	99.979
Bacteroides_thetaiotaomicron	99.996	99.996	98.37	98.37
Synechococcus_elongatus	99.694	99.694	99.997	99.997
Thermus_thermophilus_HB27	99.183	99.732	99.183	99.732

