strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	99.961	98.476	99.961	98.476
Shigella_flexneri_2a_str._2457T	92.988	92.988	99.956	99.956
Porphyromonas_gingivalis	99.828	99.828	95.87	95.87
Corynebacterium_diphtheriae	97.745	99.983	97.745	99.983
Photorhabdus_luminescens_subsp._laumondii	NA	99.975	NA	99.975
Oceanobacillus_iheyensis	98.566	99.993	99.993	98.566
Enterococcus_faecalis	98.705	99.833	99.833	98.705
Tropheryma_whipplei_str._Twist	96.733	99.946	99.946	96.733
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	99.853	NA	99.853	NA
Thermoplasma_acidophilum	99.976	99.976	99.908	99.908
Fibrobacter_succinogenes_subsp._succinogenes_S85	99.508	NA	99.508	NA
Sulfolobus_tokodaii	99.972	98.45	98.45	99.972
Chromobacterium_violaceum	98.297	98.297	99.981	99.981
Neisseria_meningitidis_serogroup_A	99.984	99.984	95.778	95.778
Neisseria_meningitidis_serogroup_B	99.999	99.999	93.58	93.58
Mycoplasma_pneumoniae	99.997	97.964	97.964	99.997
Bifidobacterium_longum	99.999	98.136	98.136	99.999
Synechocystis_sp._PCC_6803	98.681	99.965	98.681	99.965
Pyrococcus_horikoshii	99.981	99.981	99.885	99.885
Bordetella_parapertussis	98.521	98.521	99.962	99.962
Mycobacterium_leprae	99.985	98.056	99.985	98.056
Thermotoga_maritima	100.0	99.553	100.0	99.553
Streptococcus_agalactiae_serogroup_V	96.968	99.962	96.968	99.962
Lactobacillus_plantarum	98.167	99.984	99.984	98.167
Listeria_monocytogenes	99.975	98.92	98.92	99.975
Helicobacter_pylori	99.929	97.417	97.417	99.929
Methanosarcina_mazei	96.44	99.981	99.981	96.44
Chlorobaculum_tepidum	99.083	99.948	99.083	99.948
Chlamydophila_caviae	99.786	99.786	99.962	99.962
Solibacter_usitatus_Ellin6076	99.987	98.441	99.987	98.441
Caenorhabditis_briggsae	96.736	96.736	92.586	92.586
Prochlorococcus_marinus_str._MIT_9313	99.112	99.964	99.964	99.112
Mycoplasma_mobile_163K	99.99	98.211	98.211	99.99
