strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	4268	4268	4145	4145
Shigella_flexneri_2a_str._2457T	4330	4971	4971	4330
Porphyromonas_gingivalis	4738	4738	4277	4268
Corynebacterium_diphtheriae	4925	4868	4925	4880
Photorhabdus_luminescens_subsp._laumondii	4487	NA	4487	NA
Oceanobacillus_iheyensis	4526	4534	4248	4229
not	924	529	600	924
Enterococcus_faecalis	4555	4209	4583	4209
Tropheryma_whipplei_str._Twist	4405	4752	3915	3839
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	4201	NA	4201	NA
Thermoplasma_acidophilum	5272	5272	5251	5251
Fibrobacter_succinogenes_subsp._succinogenes_S85	5365	NA	5386	NA
Sulfolobus_tokodaii	3684	4057	3684	4057
Chromobacterium_violaceum	4193	4188	4339	4338
Neisseria_meningitidis_serogroup_A	4901	3688	3694	4925
Neisseria_meningitidis_serogroup_B	3802	5415	5397	3807
Mycoplasma_pneumoniae	4460	4460	3950	3950
Bifidobacterium_longum	4542	4448	4545	4448
Synechocystis_sp._PCC_6803	4746	4764	4848	4848
Pyrococcus_horikoshii	5336	5419	5336	5336
Bordetella_parapertussis	4067	3997	3967	4098
Mycobacterium_leprae	4634	4327	4625	4331
Thermotoga_maritima	4935	4937	4977	4977
Streptococcus_agalactiae_serogroup_V	4202	4491	4461	4177
Lactobacillus_plantarum	4626	4632	4738	4738
Listeria_monocytogenes	4636	4641	4635	4635
Helicobacter_pylori	4751	4753	4440	4440
Methanosarcina_mazei	4303	4913	4914	4309
Chlorobaculum_tepidum	5294	5033	5294	5065
Chlamydophila_caviae	5020	5465	5020	5465
Solibacter_usitatus_Ellin6076	4523	4362	4523	4365
Shigella_flexneri	4308	4962	4308	4962
Prochlorococcus_marinus_str._MIT_9313	5202	5224	5231	5202
Mycoplasma_mobile_163K	3466	3466	3361	3372
Mycoplasma_genitalium	4090	4352	4352	4212
Chlamydia_trachomatis	4131	3991	4131	4064
Methanopyrus_kandleri	4627	4501	4627	4501
Pseudomonas_syringae_pv._tomato	4506	4783	4506	4783
Caenorhabditis_briggsae	3340	3340	3970	3970
Rhodopseudomonas_palustris	4335	4258	4342	4249
Xanthomonas_campestris_pv._campestris	4403	4212	4403	4212
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	4940	NA	4906
Rickettsia_conorii	4167	3911	3911	4167
Leishmania_major	4751	3963	3968	4719
Thermoplasma_volcanium	4984	4586	4984	4664
Pseudomonas_aeruginosa	3992	4253	3992	4253
Helicobacter_hepaticus	4599	4599	4599	4543
Streptococcus_agalactiae_serogroup_III	4162	4258	4244	4153
Tropheryma_whipplei_TW0827	4475	4475	4826	4826
Haemophilus_influenzae	3790	3869	3790	3869
Pasteurella_multocida	4592	4795	4592	4770
Prochlorococcus_marinus	4814	4808	4622	4622
Corynebacterium_glutamicum	5021	5161	5161	5021
Archaeoglobus_fulgidus	5108	4870	5078	4870
Bacillus_subtilis	5019	5050	5019	5046
Staphylococcus_aureus_subsp._aureus_N315	3917	NA	3917	NA
Corynebacterium_efficiens	4361	4279	4359	4277
Geobacter_sulfurreducens	4900	4886	5055	5055
Yersinia_pestis_KIM	4542	5022	4542	5016
Bacillus_cereus_ATCC_10987	4071	4018	4071	4021
Pseudomonas_putida_KT2440	4571	4572	4774	4774
Sinorhizobium_meliloti	4134	4132	4134	4123
Lactobacillus_johnsonii	4361	4289	4186	4182
Chlamydophila_pneumoniae_CWL029	5015	4740	4740	4998
Streptomyces_coelicolor	3675	3593	3679	3596
Staphylococcus_epidermidis	3894	4147	3893	4153
Dehalococcoides_ethenogenes_195	5423	5370	4939	4830
Rickettsia_prowazekii	3856	3850	3795	3795
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	3181	NA	3181	NA
Synechococcus_sp._WH_8102	4961	4875	4875	4976
Nitrosomonas_europaea	5198	5198	4705	4712
Mycoplasma_penetrans	3430	3393	3089	3089
Bacillus_anthracis_str._Ames	4327	4387	4345	4387
Chlamydophila_pneumoniae_AR39	4411	4423	4411	4447
Escherichia_coli	4742	4988	4742	4988
Xylella_fastidiosa_Temecula1	4859	4598	4598	4858
Treponema_denticola	4713	4794	4713	4794
Helicobacter_pylori_J99	4338	3990	3990	4338
Bacillus_cereus_ATCC_14579	4412	4480	4480	4422
Mycobacterium_avium_subsp._paratuberculosis	NA	3849	NA	3864
Sulfolobus_solfataricus	4521	3833	4521	3833
Lactococcus_lactis_subsp._lactis	3834	4181	4176	3816
Xanthomonas_axonopodis_pv._citri	4330	4219	4330	4219
Borrelia_burgdorferi	3455	3329	3329	3455
Staphylococcus_aureus_subsp._aureus_MW2	3966	NA	3967	NA
Bordetella_bronchiseptica	4057	4070	4055	4069
Mycobacterium_tuberculosis_CDC1551	3839	3925	3837	3925
Buchnera_aphidicola_Schizaphis_graminum	NA	4207	NA	4207
Haemophilus_ducreyi	4528	4401	4528	4461
Mycobacterium_tuberculosis_H37Rv	4491	4237	4247	4491
Clostridium_tetani	3614	3614	3724	3724
Pyrococcus_furiosus	4700	4782	4588	4588
Acidobacterium_capsulatum_ATCC_51196	4608	4608	4951	4951
Gloeobacter_violaceus	4463	4494	4481	4463
Streptococcus_pneumoniae_R6	4619	4679	4277	4277
Wolinella_succinogenes	4907	4595	4907	4595
Streptococcus_pyogenes_MGAS315	4733	4957	4733	5015
Methanosarcina_acetivorans	3968	3969	4577	4599
Streptococcus_pyogenes	4401	4778	4778	4401
Aquifex_aeolicus	4844	4748	4844	4748
Clostridium_acetobutylicum	4079	4065	4135	4133
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	NA	4631	NA	4631
Streptococcus_pneumoniae	4401	4786	4784	4417
Methanococcus_maripaludis	4526	4559	4559	4536
Cyanidioschyzon_merolae	4431	4008	4431	4008
Clostridium_perfringens	3723	3712	3817	3804
Streptococcus_pyogenes_MGAS8232	4418	4742	4742	4418
Ralstonia_solanacearum	4060	4196	4196	4060
Ureaplasma_parvum	3547	3559	3559	3547
Mycoplasma_gallisepticum	4241	4241	3632	3632
Methanocaldococcus_jannaschii	3948	3812	3948	3812
Streptomyces_avermitilis	3906	3903	3859	3859
Buchnera_aphidicola_Acyrthosiphon_pisum	3618	NA	3618	NA
Mycoplasma_mycoides_subsp._mycoides_SC	3243	3243	2706	2706
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	NA	4958	NA	4958
Escherichia_coli_O157_H7_EDL933	5187	4725	4722	5182
Bordetella_pertussis	4195	4207	3649	3649
Streptococcus_pyogenes_SSI-1	4870	5150	5150	4865
Aeropyrum_pernix	4699	5084	5084	4670
Wolbachia_sp._wMel	3719	3719	4172	4172
Pyrococcus_abyssi	4680	4689	4897	4897
Shewanella_oneidensis	4747	4740	4308	4307
Mycobacterium_bovis	4439	4281	4281	4445
Streptococcus_mutans	4366	4369	4390	4390
Vibrio_cholerae	4943	4806	4815	4943
Coxiella_burnetii	4888	4888	4006	3987
Chlamydophila_pneumoniae_TW-183	4364	4332	4364	4332
Candidatus_Blochmannia_floridanus	4053	4003	4053	4003
Pyrobaculum_aerophilum	5057	5568	5057	5570
Escherichia_coli_O157_H7	4742	4779	4420	4412
Listeria_monocytogenes_str._4b_F2365	4679	4679	4701	4701
Listeria_innocua	4401	4590	4586	4401
Mycoplasma_pulmonis	3476	3310	3465	3310
Nanoarchaeum_equitans	3692	3591	3692	3591
Treponema_pallidum	5294	5100	5101	5294
Staphylococcus_aureus_subsp._aureus_Mu50	4034	NA	4037	NA
Xylella_fastidiosa	4739	5276	4739	5276
Buchnera_aphidicola_Baizongia_pistaciae	NA	3892	NA	3892
Thermoanaerobacter_tengcongensis	3898	3898	4415	4415
Bradyrhizobium_japonicum	4479	4465	4484	4456
Corynebacterium_glutamicum_ATCC_13032	5135	5508	5497	5138
Caulobacter_vibrioides	4254	4368	4368	4254
Onion_yellows_phytoplasma	2972	4069	2972	4069
Mesorhizobium_loti	4527	4516	4527	4516
Fusobacterium_nucleatum_subsp._nucleatum	NA	3437	NA	3454
Bdellovibrio_bacteriovorus	5210	5223	5212	5223
Yersinia_pestis	5063	4548	4543	5065
Chlamydia_muridarum	4762	4623	4699	4762
Salmonella_typhi	5100	5119	4958	4958
Bacillus_halodurans	5071	5071	4720	4720
Bacteroides_thetaiotaomicron	4933	4905	4767	4769
Synechococcus_elongatus	4989	4823	4989	4823
Thermus_thermophilus_HB27	4519	4497	4252	4252

