Name	Consensus ancestor	Consensus evolved	Strain ancestor	Strain evolved
Buchnera_aphidicola_Schizaphis_graminum_15	NA	18798.0	NA	18798.0
Buchnera_aphidicola_Schizaphis_graminum_20	NA	13586.0	NA	13586.0
Buchnera_aphidicola_Schizaphis_graminum_25	NA	9959.0	NA	9959.0
Buchnera_aphidicola_Schizaphis_graminum_30	NA	7619.0	NA	7619.0
Buchnera_aphidicola_Schizaphis_graminum_35	NA	6402.0	NA	6402.0
Buchnera_aphidicola_Schizaphis_graminum_40	NA	5553.0	NA	5553.0
Buchnera_aphidicola_Schizaphis_graminum_45	NA	4794.0	NA	4794.0
Buchnera_aphidicola_Schizaphis_graminum_50	NA	3519.0	NA	3519.0
Buchnera_aphidicola_Schizaphis_graminum_55	NA	2793.0	NA	2793.0
Buchnera_aphidicola_Schizaphis_graminum_60	1991.0	NA	1991.0	NA
Buchnera_aphidicola_Schizaphis_graminum_65	NA	1523.0	NA	1523.0
Buchnera_aphidicola_Schizaphis_graminum_70	NA	1291.0	NA	1291.0
Buchnera_aphidicola_Schizaphis_graminum_75	NA	1082.0	NA	1082.0
Buchnera_aphidicola_Schizaphis_graminum_80	NA	1125.0	NA	1125.0
Buchnera_aphidicola_Schizaphis_graminum_85	NA	1725.0	NA	1725.0
Buchnera_aphidicola_Schizaphis_graminum_90	NA	3571.0	NA	3571.0
Buchnera_aphidicola_Schizaphis_graminum_95	NA	8004.0	NA	8004.0
Caenorhabditis_briggsae_00	9328.0	15847.0	9328.0	15847.0
Caenorhabditis_briggsae_05	9112.0	16095.0	9112.0	16095.0
Caenorhabditis_briggsae_10	8502.0	14221.0	8502.0	14221.0
Caenorhabditis_briggsae_15	7472.0	11612.0	7472.0	11612.0
Caenorhabditis_briggsae_20	6387.0	9440.0	6387.0	9440.0
Caenorhabditis_briggsae_25	5542.0	7873.0	5531.0	7860.0
Caenorhabditis_briggsae_30	4667.0	6435.0	4657.0	6412.0
Caenorhabditis_briggsae_35	3794.0	5034.0	3794.0	5020.0
Caenorhabditis_briggsae_40	3083.0	3907.0	3080.0	3898.0
Caenorhabditis_briggsae_45	2501.0	3027.0	2493.0	3022.0
Caenorhabditis_briggsae_50	1958.0	2304.0	1943.0	2283.0
Caenorhabditis_briggsae_55	1538.0	1749.0	1517.0	1741.0
Caenorhabditis_briggsae_60	1228.0	1372.0	1216.0	1361.0
Caenorhabditis_briggsae_65	997.0	1093.0	969.0	1074.0
Caenorhabditis_briggsae_70	841.0	901.0	795.0	860.0
Caenorhabditis_briggsae_75	786.0	823.0	696.0	727.0
Caenorhabditis_briggsae_80	834.0	858.0	622.0	632.0
Caenorhabditis_briggsae_85	1222.0	1223.0	571.0	535.0
Caenorhabditis_briggsae_90	2497.0	2514.0	NA	NA
Caenorhabditis_briggsae_95	4603.0	4700.0	NA	NA
Campylobacter_jejuni_00	26503.0	36659.0	26503.0	36659.0
Campylobacter_jejuni_05	24010.0	41090.0	24010.0	41090.0
Campylobacter_jejuni_10	21061.0	24772.0	21061.0	24772.0
Campylobacter_jejuni_15	18248.0	19970.0	18248.0	19970.0
Campylobacter_jejuni_20	12204.0	14603.0	12204.0	14603.0
Campylobacter_jejuni_25	10372.0	11218.0	10372.0	11218.0
Campylobacter_jejuni_30	7406.0	7742.0	7406.0	7739.0
Campylobacter_jejuni_35	5859.0	6039.0	5859.0	6039.0
Campylobacter_jejuni_40	4144.0	4291.0	4144.0	4268.0
Campylobacter_jejuni_45	2832.0	2983.0	2819.0	2973.0
Campylobacter_jejuni_50	2356.0	2417.0	2342.0	2417.0
Campylobacter_jejuni_55	1623.0	1647.0	1619.0	1643.0
Campylobacter_jejuni_60	1262.0	1317.0	1243.0	1307.0
Campylobacter_jejuni_65	1061.0	1079.0	1048.0	1051.0
Campylobacter_jejuni_70	921.0	917.0	857.0	851.0
Campylobacter_jejuni_75	885.0	871.0	745.0	757.0
Campylobacter_jejuni_80	992.0	1022.0	701.0	657.0
Campylobacter_jejuni_85	1829.0	1852.0	633.0	618.0
Campylobacter_jejuni_90	4255.0	4255.0	1161.0	NA
Campylobacter_jejuni_95	9543.0	9543.0	3688.0	NA
Candidatus_Blochmannia_floridanus_00	29852.0	45284.0	29852.0	45284.0
Candidatus_Blochmannia_floridanus_05	34026.0	36613.0	34026.0	36613.0
Candidatus_Blochmannia_floridanus_10	28847.0	22658.0	28847.0	22658.0
Candidatus_Blochmannia_floridanus_15	17858.0	18681.0	17858.0	18681.0
Candidatus_Blochmannia_floridanus_20	14467.0	15993.0	14467.0	15993.0
Candidatus_Blochmannia_floridanus_25	9988.0	10687.0	9988.0	10687.0
Candidatus_Blochmannia_floridanus_30	7241.0	6910.0	7241.0	6910.0
Candidatus_Blochmannia_floridanus_35	4754.0	4788.0	4754.0	4788.0
Candidatus_Blochmannia_floridanus_40	4053.0	4003.0	4053.0	4003.0
Candidatus_Blochmannia_floridanus_45	2967.0	2847.0	2908.0	2847.0
Candidatus_Blochmannia_floridanus_50	1893.0	1998.0	1893.0	1998.0
Candidatus_Blochmannia_floridanus_55	1672.0	1641.0	1656.0	1605.0
Candidatus_Blochmannia_floridanus_60	1313.0	1336.0	1302.0	1327.0
Candidatus_Blochmannia_floridanus_65	1076.0	1096.0	1050.0	1045.0
Candidatus_Blochmannia_floridanus_70	922.0	925.0	856.0	856.0
Candidatus_Blochmannia_floridanus_75	854.0	854.0	732.0	749.0
Candidatus_Blochmannia_floridanus_80	1081.0	1032.0	698.0	669.0
Candidatus_Blochmannia_floridanus_85	2192.0	2164.0	725.0	528.0
Candidatus_Blochmannia_floridanus_90	5432.0	5432.0	1055.0	NA
Candidatus_Blochmannia_floridanus_95	12802.0	12802.0	6843.0	NA
Caulobacter_vibrioides_00	25666.0	31932.0	25666.0	31932.0
Caulobacter_vibrioides_05	27811.0	38569.0	27811.0	38569.0
Caulobacter_vibrioides_10	20004.0	26101.0	20004.0	26101.0
Caulobacter_vibrioides_15	15658.0	17327.0	15658.0	17327.0
Caulobacter_vibrioides_20	11932.0	13643.0	11932.0	13643.0
Caulobacter_vibrioides_25	9434.0	10895.0	9434.0	10895.0
Caulobacter_vibrioides_30	7342.0	8163.0	7286.0	8163.0
Caulobacter_vibrioides_35	5645.0	6025.0	5626.0	6025.0
Caulobacter_vibrioides_40	4280.0	4414.0	4255.0	4414.0
Caulobacter_vibrioides_45	3198.0	3296.0	3145.0	3227.0
Caulobacter_vibrioides_50	2338.0	2406.0	2326.0	2400.0
Caulobacter_vibrioides_55	1831.0	1893.0	1823.0	1888.0
Caulobacter_vibrioides_60	1384.0	1413.0	1377.0	1396.0
Caulobacter_vibrioides_65	1085.0	1097.0	1071.0	1081.0
Caulobacter_vibrioides_70	928.0	926.0	880.0	880.0
Caulobacter_vibrioides_75	881.0	869.0	771.0	750.0
Caulobacter_vibrioides_80	947.0	945.0	694.0	670.0
Caulobacter_vibrioides_85	1740.0	1684.0	670.0	600.0
Caulobacter_vibrioides_90	3866.0	3858.0	545.0	611.0
Caulobacter_vibrioides_95	9176.0	9226.0	NA	636.0
Chlamydia_muridarum_00	37241.0	34814.0	37241.0	34814.0
Chlamydia_muridarum_05	28796.0	31313.0	28796.0	31313.0
Chlamydia_muridarum_10	25526.0	29709.0	25526.0	29709.0
Chlamydia_muridarum_15	20710.0	21369.0	20710.0	21369.0
Chlamydia_muridarum_20	17305.0	17926.0	17305.0	17926.0
Chlamydia_muridarum_25	11917.0	13441.0	11917.0	13441.0
Chlamydia_muridarum_30	8700.0	9596.0	8700.0	9596.0
Chlamydia_muridarum_35	5619.0	6202.0	5619.0	6202.0
Chlamydia_muridarum_40	4762.0	4800.0	4762.0	4623.0
Chlamydia_muridarum_45	3762.0	3549.0	3762.0	3549.0
Chlamydia_muridarum_50	2661.0	2685.0	2637.0	2671.0
Chlamydia_muridarum_55	2049.0	2100.0	1974.0	2100.0
Chlamydia_muridarum_60	1493.0	1453.0	1489.0	1446.0
Chlamydia_muridarum_65	1135.0	1161.0	1115.0	1122.0
Chlamydia_muridarum_70	990.0	978.0	939.0	953.0
Chlamydia_muridarum_75	880.0	870.0	798.0	773.0
Chlamydia_muridarum_80	930.0	910.0	662.0	672.0
Chlamydia_muridarum_85	1680.0	1732.0	635.0	650.0
Chlamydia_muridarum_90	3989.0	3989.0	567.0	627.0
Chlamydia_muridarum_95	11794.0	11794.0	NA	968.0
Chlamydia_trachomatis_00	49024.0	53583.0	49024.0	53583.0
Chlamydia_trachomatis_05	43656.0	40627.0	43656.0	40627.0
Chlamydia_trachomatis_10	38849.0	34345.0	38849.0	34345.0
Chlamydia_trachomatis_15	17771.0	24596.0	17771.0	24596.0
Chlamydia_trachomatis_20	13168.0	12507.0	13168.0	12507.0
Chlamydia_trachomatis_25	11870.0	11667.0	11870.0	11667.0
Chlamydia_trachomatis_30	7893.0	7459.0	7893.0	7459.0
Chlamydia_trachomatis_35	5807.0	5726.0	5807.0	5726.0
Chlamydia_trachomatis_40	4134.0	4111.0	4134.0	4004.0
Chlamydia_trachomatis_45	3060.0	3408.0	3057.0	3408.0
Chlamydia_trachomatis_50	2628.0	2690.0	2574.0	2670.0
Chlamydia_trachomatis_55	1842.0	1973.0	1817.0	1928.0
Chlamydia_trachomatis_60	1424.0	1490.0	1424.0	1490.0
Chlamydia_trachomatis_65	1120.0	1126.0	1108.0	1117.0
Chlamydia_trachomatis_70	963.0	938.0	918.0	911.0
Chlamydia_trachomatis_75	909.0	887.0	815.0	770.0
Chlamydia_trachomatis_80	993.0	1002.0	749.0	653.0
Chlamydia_trachomatis_85	1645.0	1621.0	663.0	654.0
Chlamydia_trachomatis_90	4087.0	4087.0	NA	964.0
Chlamydia_trachomatis_95	7923.0	7923.0	NA	708.0
Chlamydophila_caviae_00	33133.0	30490.0	33133.0	30490.0
Chlamydophila_caviae_05	29042.0	31049.0	29042.0	31049.0
Chlamydophila_caviae_10	28208.0	27694.0	28208.0	27694.0
Chlamydophila_caviae_15	18687.0	19646.0	18687.0	19646.0
Chlamydophila_caviae_20	12951.0	13724.0	12951.0	13724.0
Chlamydophila_caviae_25	10791.0	10534.0	10791.0	10534.0
Chlamydophila_caviae_30	8174.0	8735.0	8174.0	8735.0
Chlamydophila_caviae_35	5909.0	5952.0	5909.0	5952.0
Chlamydophila_caviae_40	5079.0	5484.0	5072.0	5484.0
Chlamydophila_caviae_45	3332.0	3448.0	3328.0	3447.0
Chlamydophila_caviae_50	2922.0	2988.0	2878.0	2874.0
Chlamydophila_caviae_55	1928.0	1979.0	1913.0	1959.0
Chlamydophila_caviae_60	1500.0	1526.0	1483.0	1525.0
Chlamydophila_caviae_65	1147.0	1152.0	1127.0	1136.0
Chlamydophila_caviae_70	977.0	968.0	946.0	952.0
Chlamydophila_caviae_75	892.0	873.0	794.0	765.0
Chlamydophila_caviae_80	1040.0	1016.0	739.0	668.0
Chlamydophila_caviae_85	1734.0	1745.0	648.0	660.0
Chlamydophila_caviae_90	3692.0	3692.0	959.0	NA
Chlamydophila_caviae_95	9198.0	9198.0	3426.0	NA
Chlamydophila_pneumoniae_AR39_00	17651.0	19007.0	17651.0	19007.0
Chlamydophila_pneumoniae_AR39_05	18151.0	18973.0	18151.0	18973.0
Chlamydophila_pneumoniae_AR39_10	15850.0	15634.0	15850.0	15634.0
Chlamydophila_pneumoniae_AR39_15	14065.0	14230.0	14065.0	14230.0
Chlamydophila_pneumoniae_AR39_20	11113.0	11133.0	11113.0	11133.0
Chlamydophila_pneumoniae_AR39_25	9641.0	8833.0	9641.0	8833.0
Chlamydophila_pneumoniae_AR39_30	7276.0	7097.0	7276.0	7097.0
Chlamydophila_pneumoniae_AR39_35	5358.0	5507.0	5358.0	5507.0
Chlamydophila_pneumoniae_AR39_40	4411.0	4447.0	4411.0	4447.0
Chlamydophila_pneumoniae_AR39_45	3410.0	3528.0	3410.0	3528.0
Chlamydophila_pneumoniae_AR39_50	2710.0	2735.0	2694.0	2735.0
Chlamydophila_pneumoniae_AR39_55	1961.0	2017.0	1953.0	2016.0
Chlamydophila_pneumoniae_AR39_60	1455.0	1470.0	1445.0	1418.0
Chlamydophila_pneumoniae_AR39_65	1141.0	1146.0	1118.0	1125.0
Chlamydophila_pneumoniae_AR39_70	976.0	966.0	942.0	914.0
Chlamydophila_pneumoniae_AR39_75	875.0	839.0	780.0	762.0
Chlamydophila_pneumoniae_AR39_80	910.0	918.0	707.0	699.0
Chlamydophila_pneumoniae_AR39_85	1498.0	1447.0	669.0	651.0
Chlamydophila_pneumoniae_AR39_90	3282.0	3279.0	707.0	NA
Chlamydophila_pneumoniae_AR39_95	6720.0	6591.0	2798.0	NA
Chlamydophila_pneumoniae_CWL029_00	37717.0	38801.0	37717.0	38801.0
Chlamydophila_pneumoniae_CWL029_05	36340.0	38801.0	36340.0	38801.0
Chlamydophila_pneumoniae_CWL029_10	30541.0	28246.0	30541.0	28246.0
Chlamydophila_pneumoniae_CWL029_15	22320.0	20518.0	22320.0	20518.0
Chlamydophila_pneumoniae_CWL029_20	17437.0	19564.0	17437.0	19564.0
Chlamydophila_pneumoniae_CWL029_25	13111.0	13365.0	13111.0	13365.0
Chlamydophila_pneumoniae_CWL029_30	8827.0	10193.0	8827.0	10193.0
Chlamydophila_pneumoniae_CWL029_35	6845.0	7196.0	6845.0	7196.0
Chlamydophila_pneumoniae_CWL029_40	4911.0	5015.0	4911.0	5015.0
Chlamydophila_pneumoniae_CWL029_45	3288.0	3338.0	3288.0	3338.0
Chlamydophila_pneumoniae_CWL029_50	2606.0	2696.0	2575.0	2689.0
Chlamydophila_pneumoniae_CWL029_55	2193.0	2113.0	2193.0	2111.0
Chlamydophila_pneumoniae_CWL029_60	1548.0	1541.0	1532.0	1526.0
Chlamydophila_pneumoniae_CWL029_65	1198.0	1215.0	1163.0	1193.0
Chlamydophila_pneumoniae_CWL029_70	1005.0	1005.0	939.0	964.0
Chlamydophila_pneumoniae_CWL029_75	948.0	940.0	846.0	840.0
Chlamydophila_pneumoniae_CWL029_80	931.0	926.0	736.0	707.0
Chlamydophila_pneumoniae_CWL029_85	1572.0	1525.0	708.0	615.0
Chlamydophila_pneumoniae_CWL029_90	3598.0	3619.0	711.0	544.0
Chlamydophila_pneumoniae_CWL029_95	8906.0	8881.0	4083.0	NA
Chlamydophila_pneumoniae_TW-183_00	52374.0	51383.0	52374.0	51383.0
Chlamydophila_pneumoniae_TW-183_05	60602.0	51216.0	60602.0	51216.0
Chlamydophila_pneumoniae_TW-183_10	33595.0	30133.0	33595.0	30133.0
Chlamydophila_pneumoniae_TW-183_15	21848.0	26486.0	21848.0	26486.0
Chlamydophila_pneumoniae_TW-183_20	15936.0	16908.0	15936.0	16908.0
Chlamydophila_pneumoniae_TW-183_25	11957.0	10615.0	11957.0	10615.0
Chlamydophila_pneumoniae_TW-183_30	9014.0	9412.0	9014.0	9412.0
Chlamydophila_pneumoniae_TW-183_35	6380.0	6480.0	6380.0	6480.0
Chlamydophila_pneumoniae_TW-183_40	4384.0	4384.0	4384.0	4384.0
Chlamydophila_pneumoniae_TW-183_45	3394.0	3502.0	3383.0	3502.0
Chlamydophila_pneumoniae_TW-183_50	2727.0	2725.0	2685.0	2725.0
Chlamydophila_pneumoniae_TW-183_55	1941.0	2142.0	1926.0	2142.0
Chlamydophila_pneumoniae_TW-183_60	1456.0	1498.0	1436.0	1494.0
Chlamydophila_pneumoniae_TW-183_65	1182.0	1179.0	1173.0	1154.0
Chlamydophila_pneumoniae_TW-183_70	1004.0	996.0	965.0	955.0
Chlamydophila_pneumoniae_TW-183_75	884.0	905.0	799.0	816.0
Chlamydophila_pneumoniae_TW-183_80	973.0	986.0	705.0	762.0
Chlamydophila_pneumoniae_TW-183_85	1522.0	1511.0	736.0	629.0
Chlamydophila_pneumoniae_TW-183_90	4028.0	3946.0	588.0	678.0
Chlamydophila_pneumoniae_TW-183_95	9103.0	9103.0	NA	965.0
Chlorobaculum_tepidum_00	37265.0	55564.0	37265.0	55564.0
Chlorobaculum_tepidum_05	37742.0	49146.0	37742.0	49146.0
Chlorobaculum_tepidum_10	25638.0	31560.0	25638.0	31560.0
Chlorobaculum_tepidum_15	20764.0	26388.0	20764.0	26388.0
Chlorobaculum_tepidum_20	17536.0	20228.0	17536.0	20228.0
Chlorobaculum_tepidum_25	11299.0	13358.0	11299.0	13358.0
Chlorobaculum_tepidum_30	8975.0	9995.0	8975.0	9995.0
Chlorobaculum_tepidum_35	5929.0	6641.0	5929.0	6617.0
Chlorobaculum_tepidum_40	5033.0	5342.0	4908.0	5342.0
Chlorobaculum_tepidum_45	3586.0	3817.0	3547.0	3769.0
Chlorobaculum_tepidum_50	2688.0	2760.0	2646.0	2758.0
Chlorobaculum_tepidum_55	2039.0	2094.0	2030.0	2082.0
Chlorobaculum_tepidum_60	1510.0	1529.0	1487.0	1497.0
Chlorobaculum_tepidum_65	1181.0	1198.0	1165.0	1191.0
Chlorobaculum_tepidum_70	963.0	967.0	930.0	931.0
Chlorobaculum_tepidum_75	864.0	870.0	769.0	787.0
Chlorobaculum_tepidum_80	979.0	950.0	708.0	694.0
Chlorobaculum_tepidum_85	1562.0	1531.0	600.0	651.0
Chlorobaculum_tepidum_90	3388.0	3429.0	738.0	NA
Chlorobaculum_tepidum_95	8417.0	8417.0	NA	527.0
Chromobacterium_violaceum_00	31423.0	36691.0	31423.0	36691.0
Chromobacterium_violaceum_05	31530.0	36740.0	31530.0	36740.0
Chromobacterium_violaceum_10	23632.0	28492.0	23632.0	28492.0
Chromobacterium_violaceum_15	17282.0	19592.0	17282.0	19592.0
Chromobacterium_violaceum_20	13745.0	15030.0	13745.0	15030.0
Chromobacterium_violaceum_25	9718.0	10366.0	9718.0	10366.0
Chromobacterium_violaceum_30	7799.0	7839.0	7799.0	7839.0
Chromobacterium_violaceum_35	5910.0	6027.0	5910.0	5977.0
Chromobacterium_violaceum_40	4193.0	4401.0	4176.0	4401.0
Chromobacterium_violaceum_45	3227.0	3331.0	3210.0	3325.0
Chromobacterium_violaceum_50	2438.0	2477.0	2430.0	2470.0
Chromobacterium_violaceum_55	1832.0	1895.0	1816.0	1884.0
Chromobacterium_violaceum_60	1407.0	1434.0	1394.0	1419.0
Chromobacterium_violaceum_65	1116.0	1134.0	1088.0	1119.0
Chromobacterium_violaceum_70	942.0	944.0	894.0	897.0
Chromobacterium_violaceum_75	881.0	905.0	762.0	786.0
Chromobacterium_violaceum_80	978.0	975.0	701.0	704.0
Chromobacterium_violaceum_85	1671.0	1662.0	665.0	609.0
Chromobacterium_violaceum_90	3704.0	3699.0	687.0	NA
Chromobacterium_violaceum_95	9582.0	9526.0	2118.0	NA
Clostridium_acetobutylicum_00	24118.0	29252.0	24118.0	29252.0
Clostridium_acetobutylicum_05	24195.0	27212.0	24195.0	27212.0
Clostridium_acetobutylicum_10	18509.0	20952.0	18509.0	20952.0
Clostridium_acetobutylicum_15	16729.0	17105.0	16729.0	17105.0
Clostridium_acetobutylicum_20	12214.0	12430.0	12214.0	12430.0
Clostridium_acetobutylicum_25	9224.0	9820.0	9224.0	9820.0
Clostridium_acetobutylicum_30	7021.0	7343.0	7021.0	7343.0
Clostridium_acetobutylicum_35	5318.0	5596.0	5318.0	5596.0
Clostridium_acetobutylicum_40	4024.0	4181.0	4024.0	4181.0
Clostridium_acetobutylicum_45	2931.0	2995.0	2918.0	2994.0
Clostridium_acetobutylicum_50	2311.0	2427.0	2297.0	2421.0
Clostridium_acetobutylicum_55	1748.0	1824.0	1742.0	1820.0
Clostridium_acetobutylicum_60	1351.0	1385.0	1335.0	1372.0
Clostridium_acetobutylicum_65	1076.0	1107.0	1050.0	1074.0
Clostridium_acetobutylicum_70	927.0	939.0	864.0	883.0
Clostridium_acetobutylicum_75	891.0	908.0	752.0	768.0
Clostridium_acetobutylicum_80	1027.0	1012.0	670.0	691.0
Clostridium_acetobutylicum_85	1894.0	1881.0	621.0	627.0
Clostridium_acetobutylicum_90	4381.0	4365.0	632.0	511.0
Clostridium_acetobutylicum_95	11011.0	10893.0	606.0	NA
Clostridium_perfringens_00	23631.0	32116.0	23631.0	32116.0
Clostridium_perfringens_05	24275.0	34382.0	24275.0	34382.0
Clostridium_perfringens_10	18760.0	21149.0	18760.0	21149.0
Clostridium_perfringens_15	14693.0	15650.0	14693.0	15650.0
Clostridium_perfringens_20	10053.0	10454.0	10053.0	10454.0
Clostridium_perfringens_25	7817.0	8715.0	7817.0	8715.0
Clostridium_perfringens_30	6107.0	6346.0	6107.0	6346.0
Clostridium_perfringens_35	4973.0	5330.0	4973.0	5283.0
Clostridium_perfringens_40	3725.0	3833.0	3723.0	3804.0
Clostridium_perfringens_45	2973.0	2970.0	2970.0	2970.0
Clostridium_perfringens_50	2154.0	2233.0	2128.0	2204.0
Clostridium_perfringens_55	1648.0	1664.0	1636.0	1655.0
Clostridium_perfringens_60	1296.0	1316.0	1287.0	1301.0
Clostridium_perfringens_65	1069.0	1112.0	1045.0	1076.0
Clostridium_perfringens_70	932.0	936.0	860.0	876.0
Clostridium_perfringens_75	880.0	903.0	760.0	760.0
Clostridium_perfringens_80	1014.0	1026.0	679.0	671.0
Clostridium_perfringens_85	1928.0	1888.0	620.0	628.0
Clostridium_perfringens_90	4344.0	4369.0	552.0	587.0
Clostridium_perfringens_95	10012.0	9682.0	622.0	NA
Clostridium_tetani_00	27415.0	28424.0	27415.0	28424.0
Clostridium_tetani_05	25003.0	28031.0	25003.0	28031.0
Clostridium_tetani_10	23094.0	23336.0	23094.0	23336.0
Clostridium_tetani_15	19701.0	19006.0	19701.0	19006.0
Clostridium_tetani_20	10799.0	12076.0	10799.0	12076.0
Clostridium_tetani_25	9102.0	8904.0	9102.0	8895.0
Clostridium_tetani_30	6352.0	6819.0	6307.0	6819.0
Clostridium_tetani_35	4786.0	5079.0	4732.0	5079.0
Clostridium_tetani_40	3614.0	3736.0	3614.0	3736.0
Clostridium_tetani_45	2794.0	2842.0	2769.0	2835.0
Clostridium_tetani_50	2170.0	2213.0	2156.0	2207.0
Clostridium_tetani_55	1683.0	1700.0	1666.0	1698.0
Clostridium_tetani_60	1321.0	1364.0	1312.0	1349.0
Clostridium_tetani_65	1040.0	1056.0	1012.0	1037.0
Clostridium_tetani_70	930.0	938.0	867.0	878.0
Clostridium_tetani_75	884.0	891.0	758.0	751.0
Clostridium_tetani_80	1054.0	1016.0	706.0	664.0
Clostridium_tetani_85	1908.0	1879.0	669.0	575.0
Clostridium_tetani_90	4602.0	4644.0	561.0	561.0
Clostridium_tetani_95	10125.0	10125.0	3653.0	NA
Corynebacterium_diphtheriae_00	41993.0	56066.0	41993.0	56066.0
Corynebacterium_diphtheriae_05	37922.0	49779.0	37922.0	49779.0
Corynebacterium_diphtheriae_10	30126.0	38630.0	30126.0	38630.0
Corynebacterium_diphtheriae_15	18304.0	22476.0	18304.0	22476.0
Corynebacterium_diphtheriae_20	15577.0	18531.0	15577.0	18531.0
Corynebacterium_diphtheriae_25	11697.0	13049.0	11697.0	13049.0
Corynebacterium_diphtheriae_30	8994.0	9716.0	8994.0	9716.0
Corynebacterium_diphtheriae_35	6452.0	7014.0	6452.0	7005.0
Corynebacterium_diphtheriae_40	4787.0	5007.0	4787.0	5007.0
Corynebacterium_diphtheriae_45	3669.0	3762.0	3669.0	3762.0
Corynebacterium_diphtheriae_50	2613.0	2733.0	2613.0	2733.0
Corynebacterium_diphtheriae_55	2011.0	2052.0	2007.0	2045.0
Corynebacterium_diphtheriae_60	1504.0	1535.0	1496.0	1530.0
Corynebacterium_diphtheriae_65	1159.0	1177.0	1147.0	1165.0
Corynebacterium_diphtheriae_70	948.0	955.0	920.0	923.0
Corynebacterium_diphtheriae_75	861.0	867.0	774.0	778.0
Corynebacterium_diphtheriae_80	943.0	950.0	723.0	690.0
Corynebacterium_diphtheriae_85	1534.0	1593.0	639.0	621.0
Corynebacterium_diphtheriae_90	3687.0	3687.0	592.0	546.0
Corynebacterium_diphtheriae_95	8447.0	8676.0	1696.0	NA
Corynebacterium_efficiens_00	34170.0	45266.0	34170.0	45266.0
Corynebacterium_efficiens_05	27405.0	33329.0	27405.0	33329.0
Corynebacterium_efficiens_10	25418.0	28911.0	25418.0	28911.0
Corynebacterium_efficiens_15	17371.0	22820.0	17371.0	22820.0
Corynebacterium_efficiens_20	13837.0	15797.0	13837.0	15797.0
Corynebacterium_efficiens_25	10108.0	11437.0	10108.0	11437.0
Corynebacterium_efficiens_30	7548.0	8510.0	7548.0	8510.0
Corynebacterium_efficiens_35	5865.0	6441.0	5865.0	6423.0
Corynebacterium_efficiens_40	4163.0	4416.0	4163.0	4394.0
Corynebacterium_efficiens_45	3181.0	3372.0	3142.0	3367.0
Corynebacterium_efficiens_50	2375.0	2544.0	2354.0	2531.0
Corynebacterium_efficiens_55	1749.0	1844.0	1749.0	1827.0
Corynebacterium_efficiens_60	1399.0	1479.0	1385.0	1466.0
Corynebacterium_efficiens_65	1078.0	1121.0	1063.0	1096.0
Corynebacterium_efficiens_70	914.0	940.0	864.0	891.0
Corynebacterium_efficiens_75	861.0	871.0	754.0	769.0
Corynebacterium_efficiens_80	925.0	904.0	673.0	666.0
Corynebacterium_efficiens_85	1557.0	1496.0	631.0	604.0
Corynebacterium_efficiens_90	3529.0	3508.0	530.0	554.0
Corynebacterium_efficiens_95	10250.0	10250.0	NA	NA
Corynebacterium_glutamicum_00	30686.0	45715.0	30686.0	45715.0
Corynebacterium_glutamicum_05	34054.0	53056.0	34054.0	53056.0
Corynebacterium_glutamicum_10	26406.0	30993.0	26406.0	30993.0
Corynebacterium_glutamicum_15	19771.0	24661.0	19771.0	24661.0
Corynebacterium_glutamicum_20	15235.0	18434.0	15235.0	18434.0
Corynebacterium_glutamicum_25	11770.0	12865.0	11770.0	12865.0
Corynebacterium_glutamicum_30	8471.0	9087.0	8471.0	9087.0
Corynebacterium_glutamicum_35	6399.0	7166.0	6399.0	7166.0
Corynebacterium_glutamicum_40	4968.0	5225.0	4968.0	5225.0
Corynebacterium_glutamicum_45	3401.0	3565.0	3401.0	3565.0
Corynebacterium_glutamicum_50	2567.0	2674.0	2560.0	2665.0
Corynebacterium_glutamicum_55	1949.0	2050.0	1947.0	2036.0
Corynebacterium_glutamicum_60	1500.0	1557.0	1483.0	1548.0
Corynebacterium_glutamicum_65	1157.0	1192.0	1142.0	1182.0
Corynebacterium_glutamicum_70	934.0	960.0	898.0	915.0
Corynebacterium_glutamicum_75	862.0	862.0	775.0	773.0
Corynebacterium_glutamicum_80	908.0	904.0	691.0	680.0
Corynebacterium_glutamicum_85	1451.0	1439.0	636.0	619.0
Corynebacterium_glutamicum_90	3105.0	3076.0	NA	623.0
Corynebacterium_glutamicum_95	7588.0	7662.0	NA	577.0
Corynebacterium_glutamicum_ATCC_13032_00	36670.0	59357.0	36670.0	59357.0
Corynebacterium_glutamicum_ATCC_13032_05	32142.0	52289.0	32142.0	52289.0
Corynebacterium_glutamicum_ATCC_13032_10	25829.0	35430.0	25829.0	35430.0
Corynebacterium_glutamicum_ATCC_13032_15	20023.0	23454.0	20023.0	23454.0
Corynebacterium_glutamicum_ATCC_13032_20	17043.0	20443.0	17043.0	20443.0
Corynebacterium_glutamicum_ATCC_13032_25	12071.0	12821.0	12071.0	12821.0
Corynebacterium_glutamicum_ATCC_13032_30	8923.0	9868.0	8923.0	9868.0
Corynebacterium_glutamicum_ATCC_13032_35	6146.0	7147.0	6146.0	7147.0
Corynebacterium_glutamicum_ATCC_13032_40	5133.0	5599.0	5083.0	5549.0
Corynebacterium_glutamicum_ATCC_13032_45	3624.0	3754.0	3624.0	3754.0
Corynebacterium_glutamicum_ATCC_13032_50	2764.0	2769.0	2752.0	2761.0
Corynebacterium_glutamicum_ATCC_13032_55	2049.0	2091.0	2036.0	2075.0
