strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Yersinia_pestis_KIM	89.063	83.665	85.148	87.567
Bacillus_cereus_ATCC_10987	87.168	83.932	85.201	85.868
Pseudomonas_putida_KT2440	88.273	86.752	85.11	86.49
Sinorhizobium_meliloti	86.069	84.508	86.031	88.048
Lactobacillus_johnsonii	82.887	85.151	85.611	87.402
Chlamydophila_pneumoniae_CWL029	90.342	87.918	89.824	88.277
Streptomyces_coelicolor	86.584	85.404	84.036	82.428
Helicobacter_pylori	83.415	88.051	86.242	85.416
Dehalococcoides_ethenogenes_195	82.536	81.256	88.048	86.701
Rickettsia_prowazekii	83.892	87.714	86.945	84.268
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	90.284	NA	90.284	NA
Synechococcus_sp._WH_8102	87.603	88.444	86.62	89.175
Nitrosomonas_europaea	87.906	83.197	89.478	84.812
Mycoplasma_penetrans	83.061	82.521	80.23	85.246
Rhodopseudomonas_palustris	88.123	85.614	87.485	86.199
Chlamydophila_pneumoniae_AR39	86.9	85.279	85.378	86.971
Escherichia_coli	87.378	86.161	87.668	89.107
Xylella_fastidiosa_Temecula1	81.858	88.242	83.596	89.312
Treponema_denticola	88.412	86.476	85.408	87.01
Helicobacter_pylori_J99	81.447	86.877	83.301	88.403
Bacillus_cereus_ATCC_14579	86.94	87.742	86.068	85.061
Mycobacterium_avium_subsp._paratuberculosis	NA	91.705	NA	91.705
Sulfolobus_solfataricus	87.265	79.82	88.86	81.426
Lactococcus_lactis_subsp._lactis	88.675	86.975	82.561	84.481
Xanthomonas_axonopodis_pv._citri	85.715	87.075	87.828	85.217
Borrelia_burgdorferi	84.815	83.143	82.639	85.265
Staphylococcus_aureus_subsp._aureus_MW2	91.588	NA	91.588	NA
Bordetella_bronchiseptica	86.814	83.132	84.783	85.176
Mycobacterium_tuberculosis_CDC1551	87.253	85.548	85.086	87.827
Buchnera_aphidicola_Schizaphis_graminum	NA	90.601	NA	90.601
Haemophilus_ducreyi	86.87	84.282	88.999	85.726
Mycobacterium_tuberculosis_H37Rv	88.047	86.196	84.264	86.282
Clostridium_tetani	82.882	85.743	86.672	84.656
Pyrococcus_furiosus	87.885	87.642	89.368	86.118
Acidobacterium_capsulatum_ATCC_51196	87.043	87.187	88.333	88.888
Xanthomonas_campestris_pv._campestris	87.731	85.957	83.946	85.687
Streptococcus_pneumoniae_R6	86.62	87.535	84.909	89.119
Wolinella_succinogenes	88.914	87.681	87.107	86.179
Streptococcus_pyogenes_MGAS315	86.033	84.198	87.79	85.878
Methanosarcina_acetivorans	83.697	82.103	88.582	87.024
Streptococcus_pyogenes	85.708	87.342	85.853	83.745
Aquifex_aeolicus	87.924	89.461	87.782	86.213
Clostridium_acetobutylicum	87.514	84.766	83.382	85.651
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	NA	93.042	NA	93.042
Streptococcus_pneumoniae	83.31	86.187	87.877	85.153
Methanococcus_maripaludis	85.082	87.192	88.254	86.145
Cyanidioschyzon_merolae	87.402	85.213	82.959	89.013
Clostridium_perfringens	85.372	87.24	82.869	84.697
Streptococcus_pyogenes_MGAS8232	87.534	88.86	83.802	85.542
Ralstonia_solanacearum	84.797	87.437	85.023	86.695
Ureaplasma_parvum	82.135	85.007	81.282	84.49
Mycoplasma_gallisepticum	82.795	86.022	88.242	81.106
Methanocaldococcus_jannaschii	85.756	87.084	88.045	84.447
Staphylococcus_epidermidis	85.281	85.634	83.149	87.4
Buchnera_aphidicola_Acyrthosiphon_pisum	91.543	NA	91.543	NA
Mycoplasma_mycoides_subsp._mycoides_SC	80.494	83.777	65.882	67.988
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	NA	92.541	NA	92.541
Escherichia_coli_O157_H7_EDL933	82.235	80.733	87.167	88.662
Bordetella_pertussis	85.592	83.603	78.856	80.999
Streptococcus_pyogenes_SSI-1	87.995	89.576	84.169	86.232
Aeropyrum_pernix	88.478	87.118	89.007	87.221
Wolbachia_sp._wMel	86.987	78.602	80.441	85.161
Pyrococcus_abyssi	86.793	89.135	87.691	88.588
Shewanella_oneidensis	89.143	84.574	87.876	83.12
Mycobacterium_bovis	86.26	88.274	87.146	85.248
Streptococcus_mutans	88.126	86.386	84.348	86.371
Vibrio_cholerae	89.312	87.535	88.179	85.944
Coxiella_burnetii	86.858	81.8	88.195	80.224
Chlamydophila_pneumoniae_TW-183	88.464	86.435	88.219	87.202
Candidatus_Blochmannia_floridanus	86.789	84.345	87.127	84.059
Pyrobaculum_aerophilum	88.542	88.285	89.467	87.067
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	91.764	NA	91.764	NA
Listeria_monocytogenes_str._4b_F2365	85.507	87.346	87.132	88.763
Listeria_innocua	86.588	88.417	84.283	86.063
Mycoplasma_pulmonis	86.146	85.261	82.943	83.541
Nanoarchaeum_equitans	85.043	87.597	87.527	85.575
Treponema_pallidum	85.91	88.109	87.333	89.553
Streptomyces_avermitilis	87.257	84.769	84.106	86.473
Staphylococcus_aureus_subsp._aureus_Mu50	91.469	NA	91.469	NA
Xylella_fastidiosa	82.017	87.518	83.616	89.342
Buchnera_aphidicola_Baizongia_pistaciae	NA	90.495	NA	90.495
Thermoanaerobacter_tengcongensis	86.791	88.593	83.336	81.208
Bradyrhizobium_japonicum	88.291	86.458	87.585	85.782
Corynebacterium_glutamicum_ATCC_13032	88.888	85.96	86.987	87.272
Caulobacter_vibrioides	87.443	85.151	86.631	84.849
Onion_yellows_phytoplasma	87.507	69.139	72.154	85.527
Mesorhizobium_loti	86.48	87.885	88.331	86.295
Fusobacterium_nucleatum_subsp._nucleatum	NA	91.187	NA	91.187
Bdellovibrio_bacteriovorus	88.156	88.04	89.348	89.628
Yersinia_pestis	85.565	89.368	84.031	88.083
Chlamydia_muridarum	86.414	87.841	88.629	86.344
Salmonella_typhi	86.346	87.71	89.3	87.649
Bacillus_halodurans	84.63	87.435	88.984	85.863
Bacteroides_thetaiotaomicron	85.512	89.327	87.656	87.161
Synechococcus_elongatus	87.131	88.509	88.367	86.787
Thermus_thermophilus_HB27	86.251	84.209	85.805	87.664

