strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	83.775	86.204	85.168	83.183
Shigella_flexneri_2a_str._2457T	82.296	80.566	87.095	88.556
Porphyromonas_gingivalis	83.95	87.121	88.658	82.693
Corynebacterium_diphtheriae	87.337	87.2	86.025	89.113
Mycobacterium_leprae	86.424	85.298	86.981	88.222
Oceanobacillus_iheyensis	86.286	88.342	87.533	85.39
Enterococcus_faecalis	88.008	86.426	85.322	87.269
Tropheryma_whipplei_str._Twist	83.085	84.563	89.313	87.647
Escherichia_coli_O157_H7	83.432	81.998	87.357	88.859
Thermoplasma_acidophilum	89.409	88.225	87.932	89.645
Fibrobacter_succinogenes_subsp._succinogenes_S85	93.294	NA	93.294	NA
Sulfolobus_tokodaii	86.018	86.095	83.917	88.195
Chromobacterium_violaceum	86.711	86.059	88.245	84.453
Neisseria_meningitidis_serogroup_A	83.118	89.211	81.481	88.06
Neisseria_meningitidis_serogroup_B	80.025	81.459	87.763	89.291
Mycoplasma_pneumoniae	88.984	85.411	87.545	84.209
Bifidobacterium_longum	87.031	85.468	87.06	88.972
Synechocystis_sp._PCC_6803	88.085	86.672	88.246	89.752
Pyrococcus_horikoshii	88.053	86.575	89.714	87.683
Bordetella_parapertussis	84.604	85.557	86.505	87.714
Photorhabdus_luminescens_subsp._laumondii	91.405	NA	91.405	NA
Thermotoga_maritima	88.311	89.528	90.082	87.943
Streptococcus_agalactiae_serogroup_V	85.08	83.111	84.784	87.167
Lactobacillus_plantarum	86.284	89.173	87.913	87.813
Listeria_monocytogenes	87.282	88.518	86.872	85.603
Methanosarcina_mazei	87.478	88.836	84.752	83.046
Chlorobaculum_tepidum	85.345	89.111	87.144	87.682
Chlamydophila_caviae	89.231	88.607	86.773	88.063
Solibacter_usitatus_Ellin6076	86.814	88.528	84.807	86.85
Caenorhabditis_briggsae	84.267	82.599	77.128	79.088
Prochlorococcus_marinus_str._MIT_9313	86.765	88.775	88.102	87.218
Mycoplasma_mobile_163K	83.369	85.346	81.01	81.767
Tropheryma_whipplei_TW0827	84.065	88.678	86.923	85.251
Chlamydia_trachomatis	87.939	86.518	86.4	88.265
Methanopyrus_kandleri	88.448	88.817	86.37	87.16
Pseudomonas_syringae_pv._tomato	85.481	87.766	83.84	89.288
Shigella_flexneri	81.237	88.818	79.657	87.259
Bacillus_anthracis_str._Ames	88.63	86.786	85.457	87.253
Gloeobacter_violaceus	87.4	85.788	88.52	86.934
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	92.593	NA	92.593
Rickettsia_conorii	87.677	85.933	89.392	88.789
Leishmania_major	79.833	85.75	81.592	87.755
Thermoplasma_volcanium	88.481	86.87	87.723	89.415
Pseudomonas_aeruginosa	85.926	87.979	83.64	81.947
Helicobacter_hepaticus	86.042	88.378	87.767	86.553
Streptococcus_agalactiae_serogroup_III	81.097	85.651	87.213	79.237
Mycoplasma_genitalium	86.078	83.965	85.172	87.188
Haemophilus_influenzae	82.373	84.568	84.569	86.892
Pasteurella_multocida	86.811	87.28	85.204	88.628
Prochlorococcus_marinus	87.375	88.925	87.846	86.212
Corynebacterium_glutamicum	85.13	86.775	88.916	87.706
Archaeoglobus_fulgidus	88.659	87.163	87.476	89.249
Bacillus_subtilis	87.784	86.12	87.964	89.169
Staphylococcus_aureus_subsp._aureus_N315	91.109	NA	91.109	NA
Corynebacterium_efficiens	87.713	85.918	83.219	84.813
Geobacter_sulfurreducens	87.796	86.465	86.895	88.438
