strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	98.13	98.567	96.849	96.849
Shigella_flexneri_2a_str._2457T	91.512	98.574	98.66	91.512
Porphyromonas_gingivalis	99.044	99.132	94.489	94.366
Corynebacterium_diphtheriae	99.101	96.381	99.101	96.313
Photorhabdus_luminescens_subsp._laumondii	97.129	NA	97.129	NA
Oceanobacillus_iheyensis	98.53	98.645	97.061	96.872
Enterococcus_faecalis	98.385	97.245	98.512	97.245
Tropheryma_whipplei_str._Twist	98.753	99.279	94.885	95.178
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	99.147	NA	99.147	NA
Thermoplasma_acidophilum	99.177	99.177	98.712	98.741
Fibrobacter_succinogenes_subsp._succinogenes_S85	99.181	NA	99.181	NA
Sulfolobus_tokodaii	96.69	98.469	96.637	98.685
Chromobacterium_violaceum	96.931	96.742	98.629	98.642
Neisseria_meningitidis_serogroup_A	99.196	94.084	94.28	99.13
Neisseria_meningitidis_serogroup_B	91.919	98.996	98.743	92.18
Mycoplasma_pneumoniae	98.953	98.953	95.746	95.834
Bifidobacterium_longum	98.839	96.673	98.7	96.556
Synechocystis_sp._PCC_6803	97.546	97.508	98.952	98.952
Pyrococcus_horikoshii	99.017	99.026	99.157	98.998
Bordetella_parapertussis	98.275	97.185	97.108	98.542
Mycobacterium_leprae	98.653	96.278	98.707	96.446
Thermotoga_maritima	98.326	98.531	99.156	99.156
Streptococcus_agalactiae_serogroup_V	95.375	98.713	98.202	95.175
Lactobacillus_plantarum	97.024	97.215	98.357	98.515
Listeria_monocytogenes	98.683	98.798	97.564	97.564
Helicobacter_pylori	98.292	98.778	96.28	96.378
Methanosarcina_mazei	94.959	98.846	98.73	94.855
Chlorobaculum_tepidum	99.05	97.017	98.995	97.253
Chlamydophila_caviae	98.269	98.711	98.65	98.711
Solibacter_usitatus_Ellin6076	98.526	97.205	98.596	97.15
Shigella_flexneri	91.024	99.002	91.03	98.981
Prochlorococcus_marinus_str._MIT_9313	97.836	98.887	99.203	97.836
Mycoplasma_mobile_163K	98.433	98.39	95.89	95.545
Mycoplasma_genitalium	98.251	98.953	98.953	98.037
Chlamydia_trachomatis	97.473	97.549	97.473	98.405
Methanopyrus_kandleri	99.128	98.105	99.128	98.281
Pseudomonas_syringae_pv._tomato	95.076	98.77	94.934	98.863
Caenorhabditis_briggsae	90.275	90.342	95.167	95.243
Rhodopseudomonas_palustris	98.692	98.164	98.694	97.947
Xanthomonas_campestris_pv._campestris	98.4	96.908	98.474	96.944
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	99.276	NA	99.276
Rickettsia_conorii	98.204	97.547	97.547	98.318
Leishmania_major	98.829	92.157	92.088	98.947
Thermoplasma_volcanium	99.261	98.116	99.29	98.006
Pseudomonas_aeruginosa	94.406	98.606	94.298	98.543
Helicobacter_hepaticus	98.238	98.87	98.345	98.694
Streptococcus_agalactiae_serogroup_III	91.633	98.828	98.571	91.419
Tropheryma_whipplei_TW0827	95.791	95.791	99.079	99.079
Haemophilus_influenzae	95.683	98.192	95.683	98.344
Pasteurella_multocida	97.32	98.538	97.303	98.582
Prochlorococcus_marinus	99.173	98.827	97.929	97.667
Corynebacterium_glutamicum	96.18	98.712	98.692	96.232
Archaeoglobus_fulgidus	98.684	98.336	98.588	98.293
Bacillus_subtilis	98.836	97.659	98.809	97.493
Staphylococcus_aureus_subsp._aureus_N315	98.349	NA	98.349	NA
Corynebacterium_efficiens	98.865	95.359	98.714	95.441
Geobacter_sulfurreducens	97.62	97.505	98.984	99.026
Yersinia_pestis_KIM	94.997	98.985	94.981	98.914
Bacillus_cereus_ATCC_10987	97.817	96.81	97.837	96.984
Pseudomonas_putida_KT2440	96.502	96.655	98.891	98.928
Sinorhizobium_meliloti	96.881	98.811	96.8	98.642
Lactobacillus_johnsonii	98.788	98.464	96.109	96.162
Chlamydophila_pneumoniae_CWL029	98.21	98.636	98.636	98.383
Streptomyces_coelicolor	98.223	96.931	98.16	96.798
Staphylococcus_epidermidis	95.917	98.186	95.816	98.216
Dehalococcoides_ethenogenes_195	98.605	98.68	92.473	92.201
Rickettsia_prowazekii	98.366	98.202	98.282	98.362
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	98.949	NA	98.949	NA
Synechococcus_sp._WH_8102	98.858	97.641	97.641	99.034
Nitrosomonas_europaea	98.842	98.855	94.639	94.766
Mycoplasma_penetrans	98.136	97.774	95.41	94.735
Bacillus_anthracis_str._Ames	97.498	98.378	97.664	98.472
Chlamydophila_pneumoniae_AR39	98.279	98.479	98.279	98.325
Escherichia_coli	97.239	98.62	97.22	98.62
Xylella_fastidiosa_Temecula1	98.998	94.269	94.269	98.907
Treponema_denticola	97.467	98.619	97.479	98.619
Helicobacter_pylori_J99	98.448	94.125	94.115	98.448
Bacillus_cereus_ATCC_14579	96.933	98.587	98.598	96.898
Mycobacterium_avium_subsp._paratuberculosis	NA	99.023	NA	99.023
Sulfolobus_solfataricus	98.893	91.149	98.863	91.238
Lactococcus_lactis_subsp._lactis	95.1	98.803	98.536	95.145
Xanthomonas_axonopodis_pv._citri	98.755	97.812	98.825	97.733
Borrelia_burgdorferi	98.649	98.036	98.158	98.649
Staphylococcus_aureus_subsp._aureus_MW2	98.558	NA	98.558	NA
Bordetella_bronchiseptica	98.514	95.957	98.538	95.703
Mycobacterium_tuberculosis_CDC1551	97.247	98.576	97.092	98.54
Buchnera_aphidicola_Schizaphis_graminum	NA	99.328	NA	99.328
Haemophilus_ducreyi	99.063	95.306	99.063	95.594
