strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Mycobacterium_tuberculosis_H37Rv	98.514	97.136	97.111	98.435
Clostridium_tetani	97.266	97.3	98.59	98.66
Pyrococcus_furiosus	98.579	98.518	97.271	97.075
Acidobacterium_capsulatum_ATCC_51196	98.199	98.356	98.908	99.046
Gloeobacter_violaceus	98.152	98.799	98.579	97.921
Streptococcus_pneumoniae_R6	99.098	99.016	96.478	96.478
Wolinella_succinogenes	98.315	96.651	98.541	96.625
Streptococcus_pyogenes_MGAS315	95.564	98.482	95.564	98.753
Methanosarcina_acetivorans	94.021	93.987	98.911	98.998
Streptococcus_pyogenes	96.698	99.081	99.081	96.698
Aquifex_aeolicus	98.401	98.475	98.366	98.475
Clostridium_acetobutylicum	96.772	96.795	98.601	98.655
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	NA	99.221	NA	99.221
Streptococcus_pneumoniae	96.382	99.125	99.188	96.581
Methanococcus_maripaludis	97.47	98.919	98.919	97.857
Cyanidioschyzon_merolae	98.984	95.089	98.984	95.089
Clostridium_perfringens	96.944	96.842	97.838	97.693
Streptococcus_pyogenes_MGAS8232	95.98	98.981	99.071	95.98
Ralstonia_solanacearum	97.598	98.349	98.349	97.598
Ureaplasma_parvum	97.085	97.741	97.808	97.085
Mycoplasma_gallisepticum	98.308	98.308	95.272	95.272
Methanocaldococcus_jannaschii	98.647	97.813	98.571	97.784
Streptomyces_avermitilis	98.135	98.2	97.167	97.248
Buchnera_aphidicola_Acyrthosiphon_pisum	98.911	NA	98.911	NA
Mycoplasma_mycoides_subsp._mycoides_SC	97.733	97.733	78.812	78.812
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	NA	99.354	NA	99.354
Escherichia_coli_O157_H7_EDL933	98.993	91.834	91.881	98.861
Bordetella_pertussis	98.4	98.328	91.438	91.602
Streptococcus_pyogenes_SSI-1	96.112	98.805	98.805	96.27
Aeropyrum_pernix	98.859	98.898	98.898	98.643
Wolbachia_sp._wMel	92.341	92.313	98.957	98.957
Pyrococcus_abyssi	98.615	98.828	98.628	98.628
Shewanella_oneidensis	98.95	98.833	94.314	94.195
Mycobacterium_bovis	98.538	97.381	97.397	98.46
Streptococcus_mutans	96.578	96.745	98.349	98.41
Vibrio_cholerae	98.584	96.917	97.051	98.584
Coxiella_burnetii	98.84	98.84	91.952	91.589
Chlamydophila_pneumoniae_TW-183	99.205	98.812	99.205	98.812
Candidatus_Blochmannia_floridanus	98.447	97.658	98.447	97.658
Pyrobaculum_aerophilum	98.366	98.871	98.345	99.101
Escherichia_coli_O157_H7	98.795	98.875	93.63	93.541
Listeria_monocytogenes_str._4b_F2365	97.184	97.423	98.602	98.59
Listeria_innocua	96.807	99.007	98.743	96.859
Mycoplasma_pulmonis	97.713	96.22	97.366	96.22
Nanoarchaeum_equitans	98.988	99.093	98.988	99.093
Treponema_pallidum	98.73	97.647	97.502	98.73
Staphylococcus_aureus_subsp._aureus_Mu50	98.848	NA	98.848	NA
Xylella_fastidiosa	93.93	99.1	93.93	99.08
Buchnera_aphidicola_Baizongia_pistaciae	NA	98.8	NA	98.8
Thermoanaerobacter_tengcongensis	93.113	93.057	98.59	98.59
Bradyrhizobium_japonicum	98.681	97.659	98.794	97.474
Corynebacterium_glutamicum_ATCC_13032	97.027	98.955	98.955	97.067
Caulobacter_vibrioides	97.936	98.701	98.652	97.685
Onion_yellows_phytoplasma	84.183	98.335	84.183	98.378
Mesorhizobium_loti	98.663	98.174	98.644	98.083
Fusobacterium_nucleatum_subsp._nucleatum	NA	98.957	NA	98.957
Bdellovibrio_bacteriovorus	98.932	98.799	98.855	99.078
Yersinia_pestis	98.755	94.77	94.795	98.699
Chlamydia_muridarum	97.863	98.47	99.07	97.885
Salmonella_typhi	98.588	98.698	97.287	97.427
Bacillus_halodurans	98.849	98.849	95.249	95.274
Bacteroides_thetaiotaomicron	98.805	98.933	96.968	97.033
Synechococcus_elongatus	98.776	98.5	98.776	98.5
Thermus_thermophilus_HB27	98.734	98.799	97.783	97.72

