strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	99.52	99.266	97.883	97.883
Shigella_flexneri_2a_str._2457T	92.68	92.646	99.474	99.612
Porphyromonas_gingivalis	95.438	99.747	99.776	95.438
Corynebacterium_diphtheriae	97.385	97.385	99.647	99.647
Photorhabdus_luminescens_subsp._laumondii	95.571	NA	95.571	NA
Chlorobaculum_tepidum	99.801	99.801	98.684	98.684
Enterococcus_faecalis	98.267	99.383	99.305	98.267
Tropheryma_whipplei_str._Twist	96.306	98.031	98.031	96.306
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	99.562	NA	99.562	NA
Thermoplasma_acidophilum	99.671	98.553	98.553	99.671
Fibrobacter_succinogenes_subsp._succinogenes_S85	99.341	NA	99.341	NA
Sulfolobus_tokodaii	99.093	98.05	98.05	98.647
Chromobacterium_violaceum	97.988	97.988	99.372	99.372
Neisseria_meningitidis_serogroup_A	99.751	94.783	94.783	99.751
Neisseria_meningitidis_serogroup_B	92.727	99.072	99.072	92.727
Mycoplasma_pneumoniae	99.741	97.048	99.741	97.048
Bifidobacterium_longum	99.61	97.805	99.61	97.805
Synechocystis_sp._PCC_6803	98.22	98.123	99.745	99.745
Pyrococcus_horikoshii	99.723	99.806	99.806	99.723
Bordetella_parapertussis	98.074	98.074	99.299	99.29
Mycobacterium_leprae	99.375	97.145	99.696	97.145
Thermotoga_maritima	99.64	99.284	99.64	99.284
Streptococcus_agalactiae_serogroup_V	96.476	99.731	96.476	99.731
Lactobacillus_plantarum	98.127	98.127	99.793	99.793
Listeria_monocytogenes	99.604	97.705	97.705	99.604
Methanosarcina_mazei	99.598	99.598	96.041	96.041
Oceanobacillus_iheyensis	99.36	98.009	98.009	99.342
Chlamydophila_caviae	99.471	99.595	99.479	99.471
Solibacter_usitatus_Ellin6076	99.381	99.384	97.929	97.838
Caenorhabditis_briggsae	95.958	96.041	91.677	91.734
Prochlorococcus_marinus_str._MIT_9313	98.733	99.05	99.05	98.733
Mycoplasma_mobile_163K	99.496	97.835	99.496	97.835
Mycoplasma_genitalium	99.115	99.115	99.561	99.561
Chlamydia_trachomatis	99.188	99.009	99.009	99.188
Methanopyrus_kandleri	99.793	99.281	99.793	99.281
Pseudomonas_syringae_pv._tomato	99.676	95.542	95.607	99.676
Shigella_flexneri	99.725	91.709	91.72	99.725
Rhodopseudomonas_palustris	99.364	99.364	98.989	98.977
Gloeobacter_violaceus	98.649	99.645	99.645	98.529
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	99.893	NA	99.893
Rickettsia_conorii	99.053	99.053	99.438	99.438
Leishmania_major	92.408	99.789	99.789	92.408
Thermoplasma_volcanium	99.229	99.229	99.692	99.692
Pseudomonas_aeruginosa	95.475	95.331	99.419	99.419
Helicobacter_hepaticus	98.871	99.562	98.925	99.562
Streptococcus_agalactiae_serogroup_III	99.25	92.887	92.887	99.25
Tropheryma_whipplei_TW0827	99.32	99.32	96.427	96.427
Haemophilus_influenzae	99.211	97.228	97.228	99.211
Pasteurella_multocida	99.522	98.055	99.522	98.055
Prochlorococcus_marinus	98.702	98.702	99.764	99.764
Corynebacterium_glutamicum	97.236	99.798	99.798	97.236
Archaeoglobus_fulgidus	98.828	99.731	98.828	99.731
Bacillus_subtilis	99.192	98.118	99.192	97.996
Staphylococcus_aureus_subsp._aureus_N315	97.887	NA	97.887	NA
Corynebacterium_efficiens	99.702	96.02	96.02	99.687
Geobacter_sulfurreducens	98.345	98.345	99.597	99.597
Yersinia_pestis_KIM	99.579	95.559	95.559	99.579
Bacillus_cereus_ATCC_10987	99.168	97.613	99.209	97.892
Pseudomonas_putida_KT2440	99.525	97.442	99.525	97.576
Sinorhizobium_meliloti	97.62	97.562	99.51	99.51
Lactobacillus_johnsonii	99.439	97.257	97.257	99.439
Chlamydophila_pneumoniae_CWL029	99.765	99.3	99.42	99.765
Streptomyces_coelicolor	99.422	98.143	99.427	98.139
Helicobacter_pylori	99.162	99.162	96.659	96.659
Buchnera_aphidicola_Schizaphis_graminum	NA	99.675	NA	99.675
Rickettsia_prowazekii	98.952	99.263	98.952	99.263
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	NA	99.261	NA	99.261
Synechococcus_sp._WH_8102	99.801	98.741	98.741	99.801
Nitrosomonas_europaea	99.476	99.476	95.816	95.816
Mycoplasma_penetrans	99.341	99.313	96.73	96.73
Bacillus_anthracis_str._Ames	98.453	99.69	98.453	99.713
Chlamydophila_pneumoniae_AR39	99.324	99.289	98.671	98.716
Escherichia_coli	97.827	97.827	99.669	99.618
Xylella_fastidiosa_Temecula1	95.205	95.205	99.67	99.629
Treponema_denticola	99.637	99.637	98.774	98.784
Helicobacter_pylori_J99	99.635	95.159	95.159	99.635
Bacillus_cereus_ATCC_14579	99.533	97.742	97.851	99.548
Mycobacterium_avium_subsp._paratuberculosis	NA	99.637	NA	99.637
Sulfolobus_solfataricus	99.251	91.877	91.668	99.251
Lactococcus_lactis_subsp._lactis	95.627	99.409	99.409	95.627
Xanthomonas_axonopodis_pv._citri	99.574	98.612	99.454	98.612
Borrelia_burgdorferi	98.825	98.825	99.68	99.68
Staphylococcus_aureus_subsp._aureus_MW2	98.389	NA	98.389	NA
Bordetella_bronchiseptica	97.243	99.245	97.08	99.232
Mycobacterium_tuberculosis_CDC1551	98.308	99.437	99.437	98.308
Dehalococcoides_ethenogenes_195	99.282	94.043	94.043	99.282
Haemophilus_ducreyi	99.057	96.326	99.057	96.326
Mycobacterium_tuberculosis_H37Rv	99.632	98.252	99.464	98.252
Clostridium_tetani	98.119	99.021	98.358	99.021
Pyrococcus_furiosus	98.34	98.32	99.214	99.214
Acidobacterium_capsulatum_ATCC_51196	98.776	99.491	98.776	99.308
Xanthomonas_campestris_pv._campestris	97.533	99.45	97.533	99.276
Streptococcus_pneumoniae_R6	99.388	97.125	99.388	97.125
Wolinella_succinogenes	98.96	97.758	98.914	97.758
Streptococcus_pyogenes_MGAS315	99.232	96.236	99.232	96.236
Methanosarcina_acetivorans	94.6	94.494	99.57	99.594
Streptococcus_pyogenes	99.766	96.662	96.662	99.766
Aquifex_aeolicus	98.871	99.518	98.871	99.699
Clostridium_acetobutylicum	97.58	99.536	99.536	97.58
