strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	917	857	921	851
Shigella_flexneri_2a_str._2457T	910	878	960	924
Porphyromonas_gingivalis	949	913	911	879
Corynebacterium_diphtheriae	948	923	955	920
Mycobacterium_leprae	957	931	925	887
Oceanobacillus_iheyensis	916	930	882	892
Enterococcus_faecalis	914	974	912	963
Tropheryma_whipplei_str._Twist	881	937	975	906
Escherichia_coli_O157_H7	909	927	876	965
Thermoplasma_acidophilum	1002	986	958	1004
Fibrobacter_succinogenes_subsp._succinogenes_S85	1410	NA	1410	NA
Sulfolobus_tokodaii	883	928	875	914
Chromobacterium_violaceum	942	944	897	894
Neisseria_meningitidis_serogroup_A	871	949	836	911
Neisseria_meningitidis_serogroup_B	838	932	965	884
Mycoplasma_pneumoniae	955	909	989	955
Bifidobacterium_longum	958	928	910	894
Synechocystis_sp._PCC_6803	975	936	934	978
Pyrococcus_horikoshii	984	961	934	916
Bordetella_parapertussis	881	911	867	917
Photorhabdus_luminescens_subsp._laumondii	1320	NA	1320	NA
Thermotoga_maritima	993	995	962	965
Streptococcus_agalactiae_serogroup_V	948	879	928	915
Lactobacillus_plantarum	931	945	979	968
Listeria_monocytogenes	966	989	917	935
Methanosarcina_mazei	913	961	925	867
Chlorobaculum_tepidum	931	967	930	963
Chlamydophila_caviae	968	952	946	977
Solibacter_usitatus_Ellin6076	914	903	950	950
Caenorhabditis_briggsae	795	860	901	841
Prochlorococcus_marinus_str._MIT_9313	946	980	944	979
Mycoplasma_mobile_163K	877	879	827	799
Tropheryma_whipplei_TW0827	886	905	939	908
Chlamydia_trachomatis	911	918	963	938
Methanopyrus_kandleri	910	934	951	964
Pseudomonas_syringae_pv._tomato	954	895	913	934
Shigella_flexneri	955	848	883	920
Bacillus_anthracis_str._Ames	900	896	947	940
Gloeobacter_violaceus	948	913	952	909
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	1405	NA	1405
Rickettsia_conorii	942	902	895	913
Leishmania_major	831	896	944	878
Thermoplasma_volcanium	913	962	948	921
Pseudomonas_aeruginosa	892	847	927	884
Helicobacter_hepaticus	904	949	946	887
Streptococcus_agalactiae_serogroup_III	903	820	871	868
Mycoplasma_genitalium	830	829	877	866
Haemophilus_influenzae	871	908	865	923
Pasteurella_multocida	949	888	937	974
Prochlorococcus_marinus	975	927	955	917
Corynebacterium_glutamicum	898	960	915	934
Archaeoglobus_fulgidus	940	937	906	980
Bacillus_subtilis	994	950	988	955
Staphylococcus_aureus_subsp._aureus_N315	1327	NA	1327	NA
Corynebacterium_efficiens	940	864	891	914
Geobacter_sulfurreducens	959	914	920	957
Yersinia_pestis_KIM	937	937	902	982
Bacillus_cereus_ATCC_10987	877	920	865	927
Pseudomonas_putida_KT2440	958	919	898	947
Sinorhizobium_meliloti	929	909	887	950
Lactobacillus_johnsonii	871	938	930	889
Chlamydophila_pneumoniae_CWL029	964	1005	1005	939
Streptomyces_coelicolor	843	907	907	847
Helicobacter_pylori	919	963	975	908
Buchnera_aphidicola_Schizaphis_graminum	NA	1291	NA	1291
Rickettsia_prowazekii	842	905	872	936
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	1176	NA	1176	NA
Synechococcus_sp._WH_8102	916	934	972	976
Nitrosomonas_europaea	939	891	964	937
Mycoplasma_penetrans	815	821	869	881
Rhodopseudomonas_palustris	939	885	946	894
Chlamydophila_pneumoniae_AR39	914	966	942	976
Escherichia_coli	906	935	920	955
Xylella_fastidiosa_Temecula1	904	954	923	858
Treponema_denticola	899	931	969	937
Helicobacter_pylori_J99	853	920	908	957
Bacillus_cereus_ATCC_14579	920	930	884	866
Mycobacterium_avium_subsp._paratuberculosis	1263	NA	1263	NA
Sulfolobus_solfataricus	913	817	946	863
Lactococcus_lactis_subsp._lactis	890	901	953	932
Xanthomonas_axonopodis_pv._citri	934	888	927	888
Borrelia_burgdorferi	873	888	830	817
Staphylococcus_aureus_subsp._aureus_MW2	1320	NA	1320	NA
Bordetella_bronchiseptica	891	865	839	912
Mycobacterium_tuberculosis_CDC1551	910	870	930	888
Dehalococcoides_ethenogenes_195	914	877	903	939
Haemophilus_ducreyi	942	922	886	906
Mycobacterium_tuberculosis_H37Rv	869	868	908	906
Clostridium_tetani	867	878	938	930
Pyrococcus_furiosus	954	924	909	970
Acidobacterium_capsulatum_ATCC_51196	925	964	921	955
Xanthomonas_campestris_pv._campestris	933	885	888	919
Streptococcus_pneumoniae_R6	935	898	912	954
Wolinella_succinogenes	985	962	949	910
Streptococcus_pyogenes_MGAS315	958	939	892	907
Methanosarcina_acetivorans	898	863	922	959
Streptococcus_pyogenes	894	884	926	950
Aquifex_aeolicus	946	901	966	929
Clostridium_acetobutylicum	927	883	864	939
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	NA	1334	NA	1334
Streptococcus_pneumoniae	926	969	892	927
Onion_yellows_phytoplasma	888	690	739	827
Cyanidioschyzon_merolae	856	964	904	930
Clostridium_perfringens	932	876	860	936
Streptococcus_pyogenes_MGAS8232	864	914	929	957
Ralstonia_solanacearum	880	932	945	889
Ureaplasma_parvum	844	895	798	872
Mycoplasma_gallisepticum	880	891	927	831
Methanocaldococcus_jannaschii	941	945	882	893
Staphylococcus_epidermidis	939	881	890	948
Buchnera_aphidicola_Acyrthosiphon_pisum	1280	NA	1280	NA
Mycoplasma_mycoides_subsp._mycoides_SC	651	793	844	732
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	NA	1374	NA	1374
Escherichia_coli_O157_H7_EDL933	906	933	962	864
Bordetella_pertussis	811	842	889	860
Streptococcus_pyogenes_SSI-1	903	937	976	949
Aeropyrum_pernix	951	913	927	954
Wolbachia_sp._wMel	835	891	879	919
Pyrococcus_abyssi	929	981	938	981
Shewanella_oneidensis	906	874	916	948
Mycobacterium_bovis	933	895	889	941
Streptococcus_mutans	893	900	937	936
Vibrio_cholerae	984	958	943	987
Coxiella_burnetii	920	885	883	854
Chlamydophila_pneumoniae_TW-183	1004	965	996	955
Candidatus_Blochmannia_floridanus	922	856	856	925
Pyrobaculum_aerophilum	963	956	982	934
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	1265	NA	1265	NA
Listeria_monocytogenes_str._4b_F2365	910	950	900	951
Listeria_innocua	932	910	870	893
Mycoplasma_pulmonis	855	870	816	890
Nanoarchaeum_equitans	907	930	863	862
Treponema_pallidum	923	945	982	939
Streptomyces_avermitilis	863	915	849	907
Staphylococcus_aureus_subsp._aureus_Mu50	1288	NA	1288	NA
Xylella_fastidiosa	894	930	952	982
Buchnera_aphidicola_Baizongia_pistaciae	1195	NA	1195	NA
Thermoanaerobacter_tengcongensis	942	911	907	859
Bradyrhizobium_japonicum	941	896	937	896
Corynebacterium_glutamicum_ATCC_13032	953	903	919	943
Caulobacter_vibrioides	926	880	928	880
Methanococcus_maripaludis	883	930	875	927
Mesorhizobium_loti	915	953	954	908
Fusobacterium_nucleatum_subsp._nucleatum	NA	1212	NA	1212
Bdellovibrio_bacteriovorus	944	937	976	989
Yersinia_pestis	931	894	935	977
Chlamydia_muridarum	939	978	953	990
Salmonella_typhi	930	979	944	972
Bacillus_halodurans	919	961	948	926
Bacteroides_thetaiotaomicron	936	945	984	972
Synechococcus_elongatus	908	944	916	935
Thermus_thermophilus_HB27	917	880	941	864

