strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	7739	7734	7406	7406
Shigella_flexneri_2a_str._2457T	6876	6876	9158	9145
Porphyromonas_gingivalis	7154	9017	9017	7154
Corynebacterium_diphtheriae	9055	9055	9582	9582
Photorhabdus_luminescens_subsp._laumondii	7794	NA	7768	NA
Chlorobaculum_tepidum	9889	9889	8975	8975
not	942	942	600	600
Enterococcus_faecalis	7720	7918	7924	7720
Tropheryma_whipplei_str._Twist	6363	7754	7754	6363
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	7447	NA	7447	NA
Thermoplasma_acidophilum	9475	9554	9554	9475
Fibrobacter_succinogenes_subsp._succinogenes_S85	9783	NA	9783	NA
Sulfolobus_tokodaii	7463	6040	6040	7311
Chromobacterium_violaceum	7849	7849	7711	7711
Neisseria_meningitidis_serogroup_A	9549	5887	5887	9549
Neisseria_meningitidis_serogroup_B	6071	9977	9977	6071
Mycoplasma_pneumoniae	11377	7421	11377	7421
Bifidobacterium_longum	7700	7412	7700	7412
Synechocystis_sp._PCC_6803	8776	8776	9621	9621
Pyrococcus_horikoshii	9208	9597	9597	9208
Bordetella_parapertussis	6730	6730	7315	7315
Mycobacterium_leprae	7935	6936	7960	6936
Thermotoga_maritima	8632	8541	8632	8541
Streptococcus_agalactiae_serogroup_V	8147	9713	8147	9713
Lactobacillus_plantarum	8902	8902	9617	9617
Listeria_monocytogenes	9379	8909	8909	9379
Methanosarcina_mazei	8782	8782	7263	7263
Oceanobacillus_iheyensis	8435	8245	8245	8435
Chlamydophila_caviae	8562	8146	8146	8562
Solibacter_usitatus_Ellin6076	8623	8623	7871	7871
Caenorhabditis_briggsae	6571	6573	5050	5050
Prochlorococcus_marinus_str._MIT_9313	8426	9306	9306	8426
Mycoplasma_mobile_163K	5539	5392	5565	5392
Mycoplasma_genitalium	6684	6684	7615	7615
Chlamydia_trachomatis	7455	7724	7724	7455
Methanopyrus_kandleri	7959	7908	7959	7908
Pseudomonas_syringae_pv._tomato	9228	8163	8173	9228
Shigella_flexneri	8745	6583	6583	8745
Rhodopseudomonas_palustris	7672	7672	7541	7541
Gloeobacter_violaceus	8009	8503	8503	7977
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	9463	NA	9463
Rickettsia_conorii	6583	6583	6895	6895
Leishmania_major	6206	8809	8809	6206
Thermoplasma_volcanium	7246	7246	8590	8590
Pseudomonas_aeruginosa	7572	7572	8509	8509
Helicobacter_hepaticus	8736	9244	8736	9244
Streptococcus_agalactiae_serogroup_III	7505	7121	7121	7505
Tropheryma_whipplei_TW0827	8794	8794	6967	6967
Haemophilus_influenzae	7093	6752	6752	7093
Pasteurella_multocida	9401	8852	9401	8852
Prochlorococcus_marinus	9004	9004	9082	9082
Corynebacterium_glutamicum	8499	8928	8928	8499
Archaeoglobus_fulgidus	8131	9174	8131	9174
Bacillus_subtilis	9420	9098	9420	9098
Staphylococcus_aureus_subsp._aureus_N315	7034	NA	7034	NA
Corynebacterium_efficiens	8494	7643	7643	8494
Geobacter_sulfurreducens	8422	8422	9040	9040
Yersinia_pestis_KIM	9384	7848	7848	9384
Bacillus_cereus_ATCC_10987	7181	6747	7176	6807
Pseudomonas_putida_KT2440	8507	8508	8472	8508
Sinorhizobium_meliloti	7513	7543	7889	7889
Lactobacillus_johnsonii	8654	8554	8554	8654
Chlamydophila_pneumoniae_CWL029	9784	8827	8827	9784
Streptomyces_coelicolor	6532	6457	6532	6457
Helicobacter_pylori	8402	8402	7540	7540
Buchnera_aphidicola_Schizaphis_graminum	NA	7320	NA	7320
Rickettsia_prowazekii	6622	6516	6622	6516
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	NA	4901	NA	4901
Synechococcus_sp._WH_8102	9287	8901	8901	9287
Nitrosomonas_europaea	9207	9207	7767	7767
Mycoplasma_penetrans	6929	6929	5575	5575
Bacillus_anthracis_str._Ames	8486	8897	8486	8897
Chlamydophila_pneumoniae_AR39	6926	6926	7276	7217
Escherichia_coli	8314	8314	8842	8842
Xylella_fastidiosa_Temecula1	8479	8479	9374	9374
Treponema_denticola	8725	8725	8224	8224
Helicobacter_pylori_J99	8242	7052	7052	8242
Bacillus_cereus_ATCC_14579	8361	7927	7968	8361
Mycobacterium_avium_subsp._paratuberculosis	NA	6649	NA	6649
Sulfolobus_solfataricus	8541	6050	6053	8541
Lactococcus_lactis_subsp._lactis	6620	7435	7435	6620
Xanthomonas_axonopodis_pv._citri	7462	6972	7462	6972
Borrelia_burgdorferi	4883	4883	5497	5497
Staphylococcus_aureus_subsp._aureus_MW2	6833	NA	6833	NA
Bordetella_bronchiseptica	6905	7359	6877	7359
Mycobacterium_tuberculosis_CDC1551	6112	6670	6670	6112
Dehalococcoides_ethenogenes_195	9672	8443	8443	9672
Haemophilus_ducreyi	8380	7873	8380	7873
Mycobacterium_tuberculosis_H37Rv	7829	7196	7829	7196
Clostridium_tetani	6297	6724	6297	6708
Pyrococcus_furiosus	8193	8193	9430	9430
Acidobacterium_capsulatum_ATCC_51196	8201	8954	8201	8906
Xanthomonas_campestris_pv._campestris	7155	7899	7155	7899
Streptococcus_pneumoniae_R6	9000	7251	9000	7251
Wolinella_succinogenes	9053	8442	9053	8442
Streptococcus_pyogenes_MGAS315	8310	7155	8310	7155
Methanosarcina_acetivorans	6779	6772	8796	8796
Streptococcus_pyogenes	7739	7317	7317	7739
Aquifex_aeolicus	8890	9271	8890	9271
Clostridium_acetobutylicum	7123	7300	7300	7123
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	8840	NA	8840	NA
Streptococcus_pneumoniae	7169	8008	8008	7169
Methanococcus_maripaludis	7141	8028	7881	7141
Cyanidioschyzon_merolae	9061	7176	7176	9061
Clostridium_perfringens	6148	6148	6261	6261
Streptococcus_pyogenes_MGAS8232	8414	10511	10511	8414
Ralstonia_solanacearum	7982	7497	7449	7982
Ureaplasma_parvum	6207	6271	6207	6271
Mycoplasma_gallisepticum	8236	8236	7110	7110
Methanocaldococcus_jannaschii	6684	6406	6684	6406
Streptomyces_avermitilis	7206	6842	7202	6847
Buchnera_aphidicola_Acyrthosiphon_pisum	6054	NA	6054	NA
Mycoplasma_mycoides_subsp._mycoides_SC	4003	5049	5049	4003
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	8993	NA	8993	NA
Escherichia_coli_O157_H7_EDL933	7835	7835	9449	9449
Bordetella_pertussis	6785	6785	5535	5535
Streptococcus_pyogenes_SSI-1	9352	9352	9051	9051
Aeropyrum_pernix	8568	8568	8855	8855
Wolbachia_sp._wMel	5588	5513	8407	8407
Pyrococcus_abyssi	8942	9106	8942	9106
Shewanella_oneidensis	9279	7523	9279	7523
Mycobacterium_bovis	7473	7473	7921	7921
