strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Streptococcus_mutans	8365	8365	8224	8224
Vibrio_cholerae	8587	7926	7926	8587
Coxiella_burnetii	8355	6589	8355	6589
Chlamydophila_pneumoniae_TW-183	9412	9014	9412	9014
Candidatus_Blochmannia_floridanus	6717	6825	6717	6825
Pyrobaculum_aerophilum	9211	9211	10828	10828
Escherichia_coli_O157_H7	8097	8099	8814	8814
Listeria_monocytogenes_str._4b_F2365	8122	7639	7639	8122
Listeria_innocua	7825	7502	7825	7502
Mycoplasma_pulmonis	6834	6553	6834	6553
Nanoarchaeum_equitans	7917	7917	8358	8358
Treponema_pallidum	8443	8595	8595	8443
Staphylococcus_aureus_subsp._aureus_Mu50	NA	6908	NA	6908
Xylella_fastidiosa	8728	8728	9944	9944
Buchnera_aphidicola_Baizongia_pistaciae	NA	7100	NA	7100
Thermoanaerobacter_tengcongensis	7704	6492	6492	7704
Bradyrhizobium_japonicum	8098	8098	7720	7703
Corynebacterium_glutamicum_ATCC_13032	9643	9022	9643	9022
Caulobacter_vibrioides	7975	7342	7378	7975
Onion_yellows_phytoplasma	5101	6378	5101	6378
Mesorhizobium_loti	8518	8359	8518	8422
Staphylococcus_epidermidis	6938	6938	7764	7764
Fusobacterium_nucleatum_subsp._nucleatum	NA	5754	NA	5754
Bdellovibrio_bacteriovorus	10698	10521	10521	10698
Yersinia_pestis	9501	8167	8167	9501
Chlamydia_muridarum	8700	9596	9596	8700
Salmonella_typhi	10158	10130	8992	8992
Bacillus_halodurans	8034	9246	8034	9246
Bacteroides_thetaiotaomicron	8852	9586	9586	8852
Synechococcus_elongatus	9135	8778	8778	9135
Thermus_thermophilus_HB27	7222	7192	7222	7192

