Name	Consensus ancestor	Consensus evolved	Strain ancestor	Strain evolved
Caenorhabditis_briggsae_70	75.117	79.807	71.029	75.929
Caenorhabditis_briggsae_75	72.596	76.081	64.61	67.578
Caenorhabditis_briggsae_80	73.035	75.564	57.524	58.826
Caenorhabditis_briggsae_85	77.587	79.164	52.438	50.369
Caenorhabditis_briggsae_90	83.693	84.568	48.708	45.53
Caenorhabditis_briggsae_95	87.047	88.241	46.355	45.08
Campylobacter_jejuni_00	98.571	99.993	98.571	99.993
Campylobacter_jejuni_05	98.553	99.97	98.553	99.97
Campylobacter_jejuni_10	98.476	99.961	98.476	99.961
Campylobacter_jejuni_15	98.293	99.673	98.293	99.673
Campylobacter_jejuni_20	98.339	99.867	98.339	99.867
Campylobacter_jejuni_25	98.207	99.276	98.207	99.276
Campylobacter_jejuni_30	97.883	99.52	97.883	99.266
Campylobacter_jejuni_35	97.612	99.166	97.612	99.166
Campylobacter_jejuni_40	96.849	98.567	96.849	98.13
Campylobacter_jejuni_45	94.856	97.862	94.585	97.704
Campylobacter_jejuni_50	94.212	96.141	93.763	96.11
Campylobacter_jejuni_55	92.044	93.372	91.713	92.74
Campylobacter_jejuni_60	88.551	89.789	87.556	89.224
Campylobacter_jejuni_65	85.168	86.204	83.183	83.775
Campylobacter_jejuni_70	83.37	82.782	78.144	76.867
Campylobacter_jejuni_75	81.92	80.56	69.953	70.031
Campylobacter_jejuni_80	81.635	83.521	63.352	60.35
Campylobacter_jejuni_85	88.029	87.518	55.057	54.279
Campylobacter_jejuni_90	94.582	94.618	56.551	44.555
Campylobacter_jejuni_95	97.112	97.063	57.339	41.418
Candidatus_Blochmannia_floridanus_00	99.937	99.987	99.937	99.987
Candidatus_Blochmannia_floridanus_05	98.946	99.934	98.946	99.934
Candidatus_Blochmannia_floridanus_10	99.904	99.919	99.904	99.919
Candidatus_Blochmannia_floridanus_15	99.935	99.984	99.935	99.984
Candidatus_Blochmannia_floridanus_20	99.883	99.536	99.883	99.536
Candidatus_Blochmannia_floridanus_25	99.698	99.774	99.698	99.774
Candidatus_Blochmannia_floridanus_30	99.17	98.893	98.954	98.824
Candidatus_Blochmannia_floridanus_35	98.627	99.165	98.564	99.165
Candidatus_Blochmannia_floridanus_40	98.447	97.658	98.447	97.658
Candidatus_Blochmannia_floridanus_45	96.234	96.193	96.001	96.193
Candidatus_Blochmannia_floridanus_50	95.284	95.798	95.051	95.578
Candidatus_Blochmannia_floridanus_55	93.202	93.039	92.82	92.194
Candidatus_Blochmannia_floridanus_60	90.048	90.279	88.723	89.019
Candidatus_Blochmannia_floridanus_65	87.127	86.789	84.345	84.059
Candidatus_Blochmannia_floridanus_70	83.703	82.935	77.201	76.302
Candidatus_Blochmannia_floridanus_75	81.621	82.138	69.578	71.578
Candidatus_Blochmannia_floridanus_80	85.394	81.906	61.584	60.236
Candidatus_Blochmannia_floridanus_85	88.299	87.627	57.527	50.51
Candidatus_Blochmannia_floridanus_90	96.261	96.114	53.998	47.494
Candidatus_Blochmannia_floridanus_95	98.515	98.431	56.778	42.446
Caulobacter_vibrioides_00	99.286	99.996	99.286	99.996
Caulobacter_vibrioides_05	99.289	99.996	99.289	99.996
Caulobacter_vibrioides_10	99.267	99.992	99.267	99.992
Caulobacter_vibrioides_15	99.098	99.882	99.098	99.882
Caulobacter_vibrioides_20	98.862	99.758	98.862	99.71
Caulobacter_vibrioides_25	98.915	99.714	98.915	99.714
Caulobacter_vibrioides_30	98.587	99.422	98.503	99.422
Caulobacter_vibrioides_35	98.215	99.292	98.116	99.291
Caulobacter_vibrioides_40	97.936	98.701	97.685	98.652
Caulobacter_vibrioides_45	97.138	97.774	96.634	97.409
Caulobacter_vibrioides_50	95.306	96.23	95.095	96.025
Caulobacter_vibrioides_55	93.2	94.401	92.762	93.935
Caulobacter_vibrioides_60	90.478	91.416	89.662	90.186
Caulobacter_vibrioides_65	86.631	87.443	84.849	85.151
Caulobacter_vibrioides_70	83.187	83.235	78.547	78.73
Caulobacter_vibrioides_75	80.946	80.603	71.078	70.142
Caulobacter_vibrioides_80	81.518	81.228	63.694	61.508
Caulobacter_vibrioides_85	87.677	86.885	56.964	53.469
Caulobacter_vibrioides_90	93.364	93.582	50.155	51.973
Caulobacter_vibrioides_95	96.464	96.893	48.636	50.597
Chlamydia_muridarum_00	99.499	99.999	99.499	99.999
Chlamydia_muridarum_05	99.486	99.971	99.486	99.971
Chlamydia_muridarum_10	99.472	98.536	99.472	98.536
Chlamydia_muridarum_15	99.433	99.918	99.433	99.918
Chlamydia_muridarum_20	99.33	99.919	99.33	99.919
Chlamydia_muridarum_25	99.373	99.898	99.373	99.898
Chlamydia_muridarum_30	98.524	99.18	98.524	99.18
Chlamydia_muridarum_35	98.851	99.339	98.851	99.339
Chlamydia_muridarum_40	97.885	99.07	97.863	98.47
Chlamydia_muridarum_45	97.374	98.225	97.317	98.192
Chlamydia_muridarum_50	96.848	97.151	96.653	96.857
Chlamydia_muridarum_55	94.059	94.938	93.06	94.752
Chlamydia_muridarum_60	92.382	92.387	91.621	91.599
Chlamydia_muridarum_65	87.841	88.629	86.414	86.344
Chlamydia_muridarum_70	85.369	84.633	80.849	81.424
Chlamydia_muridarum_75	81.572	80.458	73.062	71.881
Chlamydia_muridarum_80	80.731	80.014	62.062	62.782
Chlamydia_muridarum_85	86.771	87.362	55.495	56.157
Chlamydia_muridarum_90	94.397	94.356	51.103	52.084
Chlamydia_muridarum_95	97.455	97.951	48.6	50.649
Chlamydia_trachomatis_00	99.404	99.971	99.404	99.971
Chlamydia_trachomatis_05	99.416	99.976	99.416	99.976
Chlamydia_trachomatis_10	99.392	99.955	99.392	99.955
Chlamydia_trachomatis_15	99.401	99.949	99.401	99.949
Chlamydia_trachomatis_20	99.294	99.848	99.294	99.848
Chlamydia_trachomatis_25	98.546	99.698	98.546	99.698
Chlamydia_trachomatis_30	99.009	99.188	99.009	99.188
Chlamydia_trachomatis_35	98.343	99.207	98.343	99.207
Chlamydia_trachomatis_40	97.473	98.405	97.473	97.549
Chlamydia_trachomatis_45	96.924	98.218	96.669	98.152
Chlamydia_trachomatis_50	95.977	96.97	95.734	96.529
Chlamydia_trachomatis_55	94.155	95.221	93.76	94.64
Chlamydia_trachomatis_60	90.883	91.697	90.402	90.837
Chlamydia_trachomatis_65	87.939	88.265	86.4	86.518
Chlamydia_trachomatis_70	84.594	84.621	80.271	81.435
Chlamydia_trachomatis_75	81.698	80.925	73.303	71.162
Chlamydia_trachomatis_80	82.258	82.269	65.267	60.817
Chlamydia_trachomatis_85	87.42	86.379	57.096	55.199
Chlamydia_trachomatis_90	94.109	93.872	45.999	56.673
Chlamydia_trachomatis_95	97.502	97.392	48.964	50.86
Chlamydophila_caviae_00	99.83	99.98	99.83	99.98
Chlamydophila_caviae_05	99.81	99.999	99.81	99.999
Chlamydophila_caviae_10	99.786	99.962	99.786	99.962
Chlamydophila_caviae_15	99.759	99.935	99.759	99.935
Chlamydophila_caviae_20	99.57	99.799	99.57	99.799
Chlamydophila_caviae_25	99.568	99.814	99.568	99.814
Chlamydophila_caviae_30	99.595	99.471	99.479	99.471
Chlamydophila_caviae_35	99.261	99.183	99.261	99.183
Chlamydophila_caviae_40	98.65	98.711	98.269	98.711
Chlamydophila_caviae_45	97.976	98.092	97.776	97.814
Chlamydophila_caviae_50	96.82	96.584	96.583	95.943
Chlamydophila_caviae_55	95.214	95.306	95.081	94.658
Chlamydophila_caviae_60	92.117	92.614	91.53	91.81
Chlamydophila_caviae_65	88.607	89.231	86.773	88.063
Chlamydophila_caviae_70	85.678	84.274	81.284	81.082
Chlamydophila_caviae_75	82.64	81.3	73.889	71.54
Chlamydophila_caviae_80	84.616	83.32	66.141	61.891
Chlamydophila_caviae_85	88.553	87.542	56.287	56.852
Chlamydophila_caviae_90	94.772	94.641	57.478	46.49
Chlamydophila_caviae_95	98.236	97.977	57.188	42.689
Chlamydophila_pneumoniae_AR39_00	99.466	99.096	99.466	99.096
Chlamydophila_pneumoniae_AR39_05	99.491	99.855	99.491	99.855
Chlamydophila_pneumoniae_AR39_10	99.406	99.635	99.406	99.635
Chlamydophila_pneumoniae_AR39_15	99.41	99.774	99.41	99.774
Chlamydophila_pneumoniae_AR39_20	99.116	99.73	99.116	99.73
Chlamydophila_pneumoniae_AR39_25	99.347	99.697	99.347	99.697
Chlamydophila_pneumoniae_AR39_30	98.716	99.324	98.671	99.289
Chlamydophila_pneumoniae_AR39_35	98.584	99.067	98.461	99.067
Chlamydophila_pneumoniae_AR39_40	98.279	98.479	98.279	98.325
Chlamydophila_pneumoniae_AR39_45	97.289	97.939	97.204	97.899
Chlamydophila_pneumoniae_AR39_50	96.195	96.821	95.806	96.66
Chlamydophila_pneumoniae_AR39_55	94.101	94.915	93.722	94.676
Chlamydophila_pneumoniae_AR39_60	91.551	91.639	90.879	90.277
Chlamydophila_pneumoniae_AR39_65	86.971	86.9	85.378	85.279
Chlamydophila_pneumoniae_AR39_70	84.139	84.285	80.314	79.199
Chlamydophila_pneumoniae_AR39_75	81.667	80.383	73.153	72.123
Chlamydophila_pneumoniae_AR39_80	80.029	81.012	64.149	63.549
Chlamydophila_pneumoniae_AR39_85	86.823	85.797	57.011	56.286
Chlamydophila_pneumoniae_AR39_90	92.986	92.46	54.955	47.985
Chlamydophila_pneumoniae_AR39_95	97.522	96.282	59.081	40.369
Chlamydophila_pneumoniae_CWL029_00	99.709	99.996	99.709	99.996
Chlamydophila_pneumoniae_CWL029_05	99.634	99.988	99.634	99.988
Chlamydophila_pneumoniae_CWL029_10	99.591	99.99	99.591	99.99
Chlamydophila_pneumoniae_CWL029_15	99.634	98.778	99.634	98.778
Chlamydophila_pneumoniae_CWL029_20	99.547	99.855	99.547	99.855
Chlamydophila_pneumoniae_CWL029_25	99.519	99.88	99.519	99.88
Chlamydophila_pneumoniae_CWL029_30	99.42	99.765	99.3	99.765
Chlamydophila_pneumoniae_CWL029_35	98.927	99.183	98.927	99.183
Chlamydophila_pneumoniae_CWL029_40	98.636	98.383	98.636	98.21
Chlamydophila_pneumoniae_CWL029_45	97.875	97.799	97.875	97.597
Chlamydophila_pneumoniae_CWL029_50	96.199	97.172	95.929	96.97
Chlamydophila_pneumoniae_CWL029_55	94.424	94.584	94.261	94.386
Chlamydophila_pneumoniae_CWL029_60	92.559	92.54	91.724	91.48
Chlamydophila_pneumoniae_CWL029_65	89.824	90.342	87.918	88.277
Chlamydophila_pneumoniae_CWL029_70	86.824	86.219	81.642	82.665
Chlamydophila_pneumoniae_CWL029_75	82.582	82.589	75.195	74.999
Chlamydophila_pneumoniae_CWL029_80	82.384	81.921	65.932	64.124
Chlamydophila_pneumoniae_CWL029_85	86.34	85.415	59.951	54.176
Chlamydophila_pneumoniae_CWL029_90	94.146	94.621	54.562	49.867
Chlamydophila_pneumoniae_CWL029_95	97.93	95.163	58.777	41.217
Chlamydophila_pneumoniae_TW-183_00	99.762	99.975	99.762	99.975
Chlamydophila_pneumoniae_TW-183_05	99.777	99.991	99.777	99.991
Chlamydophila_pneumoniae_TW-183_10	99.715	99.938	99.715	99.938
Chlamydophila_pneumoniae_TW-183_15	99.751	99.946	99.751	99.946
Chlamydophila_pneumoniae_TW-183_20	99.549	99.896	99.549	99.896
Chlamydophila_pneumoniae_TW-183_25	99.512	99.815	99.512	99.815
Chlamydophila_pneumoniae_TW-183_30	99.545	99.64	99.545	99.64
Chlamydophila_pneumoniae_TW-183_35	98.848	99.467	98.666	99.467
Chlamydophila_pneumoniae_TW-183_40	98.812	99.205	98.812	99.205
Chlamydophila_pneumoniae_TW-183_45	97.403	97.675	97.089	97.675
Chlamydophila_pneumoniae_TW-183_50	96.831	96.506	96.102	96.239
Chlamydophila_pneumoniae_TW-183_55	95.095	95.217	94.581	94.79
Chlamydophila_pneumoniae_TW-183_60	91.388	92.31	90.715	91.494
Chlamydophila_pneumoniae_TW-183_65	88.219	88.464	86.435	87.202
Chlamydophila_pneumoniae_TW-183_70	84.459	84.646	80.253	80.829
Chlamydophila_pneumoniae_TW-183_75	81.653	83.356	72.95	74.647
Chlamydophila_pneumoniae_TW-183_80	83.116	83.638	63.541	67.495
Chlamydophila_pneumoniae_TW-183_85	87.977	87.61	60.163	55.014
Chlamydophila_pneumoniae_TW-183_90	95.392	93.669	51.089	53.473
Chlamydophila_pneumoniae_TW-183_95	97.981	97.929	48.557	51.717
Chlorobaculum_tepidum_00	99.105	99.983	99.105	99.983
Chlorobaculum_tepidum_05	99.126	99.685	99.126	99.685
Chlorobaculum_tepidum_10	99.083	99.948	99.083	99.948
Chlorobaculum_tepidum_15	98.712	99.904	98.712	99.904
Chlorobaculum_tepidum_20	99.017	99.54	99.017	99.54
Chlorobaculum_tepidum_25	98.632	99.484	98.632	99.484
Chlorobaculum_tepidum_30	98.684	99.801	98.684	99.801
Chlorobaculum_tepidum_35	98.461	99.526	98.461	99.271
Chlorobaculum_tepidum_40	97.253	99.05	97.017	98.995
Chlorobaculum_tepidum_45	97.578	98.254	97.465	98.032
Chlorobaculum_tepidum_50	95.817	97.172	95.455	96.981
Chlorobaculum_tepidum_55	94.439	95.714	94.229	95.277
Chlorobaculum_tepidum_60	91.307	92.558	90.633	91.515
Chlorobaculum_tepidum_65	87.144	89.111	85.345	87.682
Chlorobaculum_tepidum_70	83.84	84.44	80.389	81.076
Chlorobaculum_tepidum_75	80.847	80.407	72.167	72.628
Chlorobaculum_tepidum_80	81.948	81.792	64.78	63.861
Chlorobaculum_tepidum_85	86.373	86.116	54.696	58.024
Chlorobaculum_tepidum_90	93.142	93.012	54.41	48.203
Chlorobaculum_tepidum_95	97.457	97.282	49.426	49.918
Chromobacterium_violaceum_00	98.406	99.986	98.406	99.986
Chromobacterium_violaceum_05	98.425	99.987	98.425	99.987
Chromobacterium_violaceum_10	98.297	99.981	98.297	99.981
Chromobacterium_violaceum_15	98.114	99.696	98.114	99.696
Chromobacterium_violaceum_20	98.357	99.834	98.357	99.834
Chromobacterium_violaceum_25	98.219	99.665	98.219	99.564
Chromobacterium_violaceum_30	97.988	99.372	97.988	99.372
Chromobacterium_violaceum_35	97.625	99.409	97.617	99.133
Chromobacterium_violaceum_40	96.931	98.642	96.742	98.629
Chromobacterium_violaceum_45	96.219	97.913	96.073	97.815
Chromobacterium_violaceum_50	94.901	96.482	94.765	96.096
Chromobacterium_violaceum_55	92.974	94.802	92.501	94.231
Chromobacterium_violaceum_60	90.066	91.816	89.302	90.803
Chromobacterium_violaceum_65	86.711	88.245	84.453	86.059
Chromobacterium_violaceum_70	82.584	83.682	78.045	79.141
Chromobacterium_violaceum_75	80.346	82.005	70.393	72.142
Chromobacterium_violaceum_80	81.297	81.886	62.677	62.932
Chromobacterium_violaceum_85	86.564	86.67	57.054	54.455
Chromobacterium_violaceum_90	93.057	92.817	53.129	48.665
Chromobacterium_violaceum_95	96.567	95.292	53.475	44.715
Clostridium_acetobutylicum_00	98.434	99.976	98.434	99.976
Clostridium_acetobutylicum_05	98.429	99.962	98.429	99.962
Clostridium_acetobutylicum_10	98.403	99.969	98.403	99.969
Clostridium_acetobutylicum_15	98.392	99.965	98.392	99.965
Clostridium_acetobutylicum_20	98.11	99.804	98.007	99.804
Clostridium_acetobutylicum_25	98.241	99.763	98.241	99.763
Clostridium_acetobutylicum_30	97.58	99.536	97.58	99.536
Clostridium_acetobutylicum_35	97.207	99.138	97.129	99.099
Clostridium_acetobutylicum_40	96.795	98.655	96.772	98.601
Clostridium_acetobutylicum_45	96.003	97.435	95.596	97.336
Clostridium_acetobutylicum_50	94.622	96.528	94.351	96.263
Clostridium_acetobutylicum_55	92.3	94.111	91.913	93.797
Clostridium_acetobutylicum_60	89.875	91.1	88.73	89.993
Clostridium_acetobutylicum_65	85.651	87.514	83.382	84.766
Clostridium_acetobutylicum_70	81.6	83.333	76.411	78.454
Clostridium_acetobutylicum_75	80.603	81.744	69.557	70.491
Clostridium_acetobutylicum_80	82.476	82.695	61.289	62.714
Clostridium_acetobutylicum_85	87.574	87.957	54.568	55.248
Clostridium_acetobutylicum_90	93.572	93.838	52.067	49.421
Clostridium_acetobutylicum_95	96.752	95.852	50.144	48.223
Clostridium_perfringens_00	98.485	99.974	98.485	99.974
Clostridium_perfringens_05	98.444	99.288	98.444	99.288
Clostridium_perfringens_10	98.415	99.984	98.415	99.984
Clostridium_perfringens_15	98.325	99.757	98.325	99.757
Clostridium_perfringens_20	98.158	99.818	98.158	99.818
Clostridium_perfringens_25	98.047	99.63	98.047	99.63
Clostridium_perfringens_30	97.552	99.271	97.552	99.271
Clostridium_perfringens_35	97.574	99.124	97.574	98.978
Clostridium_perfringens_40	96.944	97.838	96.842	97.693
Clostridium_perfringens_45	95.84	97.327	95.735	97.227
Clostridium_perfringens_50	94.327	95.981	93.821	95.508
Clostridium_perfringens_55	92.148	93.318	91.608	92.804
Clostridium_perfringens_60	89.308	90.458	88.13	89.557
Clostridium_perfringens_65	85.372	87.24	82.869	84.697
Clostridium_perfringens_70	82.357	83.574	76.392	78.194
Clostridium_perfringens_75	80.76	81.572	69.776	69.286
Clostridium_perfringens_80	81.776	82.581	61.436	60.714
Clostridium_perfringens_85	87.607	87.337	53.987	54.805
Clostridium_perfringens_90	93.772	94.102	50.211	51.041
Clostridium_perfringens_95	96.829	96.325	50.231	48.107
Clostridium_tetani_00	98.989	99.984	98.989	99.984
Clostridium_tetani_05	98.879	99.977	98.879	99.977
Clostridium_tetani_10	98.744	99.936	98.744	99.936
Clostridium_tetani_15	98.859	99.784	98.859	99.784
Clostridium_tetani_20	98.69	99.794	98.69	99.794
Clostridium_tetani_25	98.565	99.22	98.565	98.942
Clostridium_tetani_30	98.358	99.021	98.119	99.021
Clostridium_tetani_35	97.858	98.892	97.737	98.892
Clostridium_tetani_40	97.3	98.66	97.266	98.59
Clostridium_tetani_45	96.401	97.546	95.964	97.447
Clostridium_tetani_50	95.134	96.241	94.721	95.768
Clostridium_tetani_55	93.031	93.986	92.369	93.6
Clostridium_tetani_60	89.764	90.817	88.727	89.57
Clostridium_tetani_65	85.743	86.672	82.882	84.656
Clostridium_tetani_70	83.016	83.053	77.39	77.57
Clostridium_tetani_75	80.967	81.239	69.921	69.881
Clostridium_tetani_80	83.571	82.236	62.863	59.803
Clostridium_tetani_85	87.841	86.999	56.476	52.474
Clostridium_tetani_90	93.566	94.219	50.799	50.741
Clostridium_tetani_95	96.803	96.497	56.915	41.911
Corynebacterium_diphtheriae_00	97.704	99.994	97.704	99.994
Corynebacterium_diphtheriae_05	97.735	99.525	97.735	99.525
Corynebacterium_diphtheriae_10	97.745	99.983	97.745	99.983
Corynebacterium_diphtheriae_15	97.669	99.937	97.669	99.937
Corynebacterium_diphtheriae_20	97.235	99.845	97.235	99.845
Corynebacterium_diphtheriae_25	97.534	99.44	97.534	99.44
Corynebacterium_diphtheriae_30	97.385	99.647	97.385	99.647
Corynebacterium_diphtheriae_35	97.003	99.52	97.003	99.297
Corynebacterium_diphtheriae_40	96.381	99.101	96.313	99.101
Corynebacterium_diphtheriae_45	95.894	98.188	95.808	98.134
Corynebacterium_diphtheriae_50	94.441	97.271	94.243	97.023
Corynebacterium_diphtheriae_55	93.449	95.846	93.095	95.482
Corynebacterium_diphtheriae_60	90.29	92.749	89.709	92.218
Corynebacterium_diphtheriae_65	87.337	89.113	86.025	87.2
Corynebacterium_diphtheriae_70	83.251	84.266	80.174	81.174
Corynebacterium_diphtheriae_75	79.529	80.575	71.434	72.268
Corynebacterium_diphtheriae_80	80.808	80.928	64.812	62.616
Corynebacterium_diphtheriae_85	84.864	86.427	55.914	54.678
Corynebacterium_diphtheriae_90	92.058	92.523	51.109	50.217
Corynebacterium_diphtheriae_95	94.517	95.84	52.984	44.839
Corynebacterium_efficiens_00	96.633	99.99	96.633	99.99
Corynebacterium_efficiens_05	96.746	99.996	96.746	99.996
Corynebacterium_efficiens_10	96.664	99.987	96.664	99.987
Corynebacterium_efficiens_15	96.611	99.968	96.611	99.968
Corynebacterium_efficiens_20	96.576	99.954	96.576	99.954
Corynebacterium_efficiens_25	96.163	99.78	96.163	99.726
Corynebacterium_efficiens_30	96.02	99.702	96.02	99.687
Corynebacterium_efficiens_35	95.48	99.222	95.453	99.098
Corynebacterium_efficiens_40	95.441	98.865	95.359	98.714
Corynebacterium_efficiens_45	94.923	98.347	94.696	98.274
Corynebacterium_efficiens_50	93.193	96.81	92.862	96.624
Corynebacterium_efficiens_55	91.529	94.921	91.247	94.563
Corynebacterium_efficiens_60	88.666	91.801	87.785	90.964
Corynebacterium_efficiens_65	84.813	87.713	83.219	85.918
Corynebacterium_efficiens_70	80.7	82.863	76.725	78.465
Corynebacterium_efficiens_75	78.661	80.358	69.352	71.564
Corynebacterium_efficiens_80	78.973	80.182	61.518	62.516
Corynebacterium_efficiens_85	84.448	84.385	54.983	54.079
Corynebacterium_efficiens_90	90.939	91.158	49.718	50.693
Corynebacterium_efficiens_95	94.319	94.929	49.474	47.29
Corynebacterium_glutamicum_00	97.712	99.99	97.712	99.99
Corynebacterium_glutamicum_05	97.676	99.999	97.676	99.999
Corynebacterium_glutamicum_10	97.674	99.99	97.674	99.99
Corynebacterium_glutamicum_15	97.578	99.971	97.578	99.971
Corynebacterium_glutamicum_20	97.608	99.936	97.608	99.936
Corynebacterium_glutamicum_25	97.253	99.591	97.253	99.591
Corynebacterium_glutamicum_30	97.236	99.798	97.236	99.798
Corynebacterium_glutamicum_35	96.321	98.822	96.321	98.822
Corynebacterium_glutamicum_40	96.232	98.712	96.18	98.692
Corynebacterium_glutamicum_45	95.681	98.267	95.581	98.267
Corynebacterium_glutamicum_50	94.564	97.259	94.48	96.982
Corynebacterium_glutamicum_55	92.356	95.138	92.122	94.827
Corynebacterium_glutamicum_60	90.144	92.683	89.497	92.136
Corynebacterium_glutamicum_65	86.775	88.916	85.13	87.706
Corynebacterium_glutamicum_70	82.649	84.923	78.98	81.207
Corynebacterium_glutamicum_75	80.002	81.004	71.932	72.043
Corynebacterium_glutamicum_80	79.558	79.556	63.306	62.743
Corynebacterium_glutamicum_85	85.032	84.899	55.825	54.758
Corynebacterium_glutamicum_90	91.246	90.574	48.888	52.484
Corynebacterium_glutamicum_95	94.575	95.26	46.901	50.358
Corynebacterium_glutamicum_ATCC_13032_00	98.343	99.998	98.343	99.998
Corynebacterium_glutamicum_ATCC_13032_05	98.34	99.99	98.34	99.99
Corynebacterium_glutamicum_ATCC_13032_10	98.329	99.987	98.329	99.987
Corynebacterium_glutamicum_ATCC_13032_15	98.095	99.754	98.095	99.754
Corynebacterium_glutamicum_ATCC_13032_20	98.15	99.963	98.15	99.963
Corynebacterium_glutamicum_ATCC_13032_25	98.195	99.732	98.195	99.732
Corynebacterium_glutamicum_ATCC_13032_30	97.601	99.656	97.601	99.656
Corynebacterium_glutamicum_ATCC_13032_35	97.673	99.317	97.579	99.317
Corynebacterium_glutamicum_ATCC_13032_40	97.067	98.955	97.027	98.955
Corynebacterium_glutamicum_ATCC_13032_45	96.51	97.973	96.453	97.945
Corynebacterium_glutamicum_ATCC_13032_50	95.162	96.87	94.772	96.757
Corynebacterium_glutamicum_ATCC_13032_55	93.458	95.509	92.958	95.046
Corynebacterium_glutamicum_ATCC_13032_60	91.014	92.568	90.203	92.074
Corynebacterium_glutamicum_ATCC_13032_65	87.272	88.888	85.96	86.987
Corynebacterium_glutamicum_ATCC_13032_70	82.726	84.479	79.421	80.978
Corynebacterium_glutamicum_ATCC_13032_75	80.029	81.388	71.638	73.016
Corynebacterium_glutamicum_ATCC_13032_80	80.631	80.994	64.221	63.192
Corynebacterium_glutamicum_ATCC_13032_85	85.73	85.949	56.788	55.088
Corynebacterium_glutamicum_ATCC_13032_90	91.973	92.103	52.946	49.16
Corynebacterium_glutamicum_ATCC_13032_95	96.022	96.28	51.78	46.402
Coxiella_burnetii_00	93.26	99.984	93.26	99.984
Coxiella_burnetii_05	93.232	99.983	93.232	99.983
Coxiella_burnetii_10	93.187	99.953	93.187	99.953
Coxiella_burnetii_15	93.195	99.977	93.195	99.977
Coxiella_burnetii_20	93.026	99.873	93.026	99.873
Coxiella_burnetii_25	92.614	99.68	92.614	99.68
Coxiella_burnetii_30	92.693	99.711	92.693	99.711
Coxiella_burnetii_35	92.196	99.216	91.963	99.039
Coxiella_burnetii_40	91.952	98.84	91.589	98.84
Coxiella_burnetii_45	90.664	97.664	90.589	97.549
Coxiella_burnetii_50	89.332	96.493	89.3	96.182
Coxiella_burnetii_55	87.636	94.521	87.168	93.967
Coxiella_burnetii_60	85.223	92.223	84.888	91.222
Coxiella_burnetii_65	81.8	88.195	80.224	86.858
Coxiella_burnetii_70	78.548	82.572	75.355	78.798
Coxiella_burnetii_75	76.338	77.799	68.242	70.048
Coxiella_burnetii_80	75.815	77.345	59.898	60.298
Coxiella_burnetii_85	80.644	80.929	53.491	52.026
Coxiella_burnetii_90	87.136	86.854	47.782	48.479
Coxiella_burnetii_95	91.004	91.04	49.484	43.096
Cyanidioschyzon_merolae_00	96.592	99.999	96.592	99.999
Cyanidioschyzon_merolae_05	96.635	99.965	96.635	99.965
Cyanidioschyzon_merolae_10	96.543	99.964	96.543	99.964
Cyanidioschyzon_merolae_15	96.583	99.914	96.583	99.914
Cyanidioschyzon_merolae_20	96.578	99.94	96.578	99.94
Cyanidioschyzon_merolae_25	96.257	99.9	96.257	99.9
Cyanidioschyzon_merolae_30	95.995	99.279	95.995	99.248
Cyanidioschyzon_merolae_35	94.869	99.363	94.869	99.363
Cyanidioschyzon_merolae_40	95.089	98.984	95.089	98.984
Cyanidioschyzon_merolae_45	94.172	98.44	94.058	98.44
Cyanidioschyzon_merolae_50	93.279	97.513	93.143	97.004
Cyanidioschyzon_merolae_55	91.133	95.278	90.348	94.393
Cyanidioschyzon_merolae_60	88.582	93.002	87.797	92.49
Cyanidioschyzon_merolae_65	85.213	89.013	82.959	87.402
Cyanidioschyzon_merolae_70	80.201	84.466	76.339	80.756
Cyanidioschyzon_merolae_75	78.851	81.12	69.893	73.015
Cyanidioschyzon_merolae_80	77.263	79.785	60.927	63.137
Cyanidioschyzon_merolae_85	81.523	85.122	53.735	55.938
Cyanidioschyzon_merolae_90	89.907	90.085	50.079	50.289
Cyanidioschyzon_merolae_95	93.738	93.426	48.141	48.224
Dehalococcoides_ethenogenes_195_00	94.236	99.999	94.236	99.999
Dehalococcoides_ethenogenes_195_05	94.415	99.976	94.415	99.976
Dehalococcoides_ethenogenes_195_10	94.22	99.97	94.22	99.97
Dehalococcoides_ethenogenes_195_15	94.081	99.962	94.081	99.962
Dehalococcoides_ethenogenes_195_20	94.088	99.936	94.088	99.936
Dehalococcoides_ethenogenes_195_25	93.917	99.856	93.917	99.856
Dehalococcoides_ethenogenes_195_30	94.043	99.282	94.043	99.282
Dehalococcoides_ethenogenes_195_35	93.561	98.805	93.561	98.805
Dehalococcoides_ethenogenes_195_40	92.473	98.68	92.201	98.605
Dehalococcoides_ethenogenes_195_45	92.217	98.084	92.158	97.788
Dehalococcoides_ethenogenes_195_50	90.073	96.926	89.806	96.729
Dehalococcoides_ethenogenes_195_55	88.565	95.131	88.281	94.845
Dehalococcoides_ethenogenes_195_60	85.766	92.748	85.092	91.782
Dehalococcoides_ethenogenes_195_65	82.536	88.048	81.256	86.701
Dehalococcoides_ethenogenes_195_70	78.343	83.734	75.045	80.282
Dehalococcoides_ethenogenes_195_75	76.88	80.848	69.88	69.737
Dehalococcoides_ethenogenes_195_80	77.482	77.943	61.155	59.102
Dehalococcoides_ethenogenes_195_85	82.91	82.316	55.031	52.077
Dehalococcoides_ethenogenes_195_90	86.895	86.737	47.966	48.007
Dehalococcoides_ethenogenes_195_95	91.818	91.825	49.898	43.67
