strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Rickettsia_conorii	5430	5430	5442	5442
Leishmania_major	6604	6612	4924	4924
Thermoplasma_volcanium	5763	5756	6360	6360
Pseudomonas_aeruginosa	5591	6023	5576	6023
Helicobacter_hepaticus	6560	6513	6510	6560
Streptococcus_agalactiae_serogroup_III	5608	6108	6108	5608
Mycoplasma_genitalium	5221	5613	5613	5221
Haemophilus_influenzae	5012	5039	5039	5012
Pasteurella_multocida	6956	6316	6316	6956
Prochlorococcus_marinus	6919	6577	6588	6919
Corynebacterium_glutamicum	6456	7154	7154	6456
Archaeoglobus_fulgidus	6257	6257	5923	5923
Bacillus_subtilis	6516	6516	6820	6820
Staphylococcus_aureus_subsp._aureus_N315	5226	NA	5226	NA
Corynebacterium_efficiens	6391	5979	6391	5979
Geobacter_sulfurreducens	6258	6423	6423	6258
Yersinia_pestis_KIM	6889	5960	5960	6889
Bacillus_cereus_ATCC_10987	5210	5210	5048	4987
Pseudomonas_putida_KT2440	6507	6299	6539	6307
Sinorhizobium_meliloti	5545	5545	6000	6007
Lactobacillus_johnsonii	5326	5493	5493	5326
Chlamydophila_pneumoniae_CWL029	7109	7109	6713	6713
Streptomyces_coelicolor	4632	4640	4896	4896
Staphylococcus_epidermidis	5435	5432	5881	5881
Buchnera_aphidicola_Schizaphis_graminum	NA	5431	NA	5431
Rickettsia_prowazekii	5571	5564	5571	5564
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	4041	NA	3961	NA
Synechococcus_sp._WH_8102	6725	6459	6459	6725
Nitrosomonas_europaea	6879	6094	6879	6104
Mycoplasma_penetrans	4801	4063	4063	4801
Rhodopseudomonas_palustris	5755	5755	5803	5803
Chlamydophila_pneumoniae_AR39	5352	5474	5474	5352
Escherichia_coli	6213	6662	6220	6662
Xylella_fastidiosa_Temecula1	7133	7133	6654	6654
Treponema_denticola	6011	6408	6408	6011
Helicobacter_pylori_J99	6265	5325	5338	6265
Bacillus_cereus_ATCC_14579	5843	6050	6054	5843
Mycobacterium_avium_subsp._paratuberculosis	5209	NA	5212	NA
Sulfolobus_solfataricus	5792	4684	4684	5824
Lactococcus_lactis_subsp._lactis	4998	5766	5764	4999
Xanthomonas_axonopodis_pv._citri	5861	5512	5867	5508
Borrelia_burgdorferi	4518	4132	4454	4132
Staphylococcus_aureus_subsp._aureus_MW2	5259	NA	5259	NA
Bordetella_bronchiseptica	5379	5450	5379	5445
Mycobacterium_tuberculosis_CDC1551	4925	5470	5471	4925
Dehalococcoides_ethenogenes_195	6243	6305	6305	6243
Haemophilus_ducreyi	6297	6172	6172	6297
Mycobacterium_tuberculosis_H37Rv	6279	5719	6270	5719
Clostridium_tetani	4652	5022	5022	4732
Pyrococcus_furiosus	5874	6650	5934	6650
Acidobacterium_capsulatum_ATCC_51196	6494	6840	6840	6497
Xanthomonas_campestris_pv._campestris	5830	5603	5603	5830
Streptococcus_pneumoniae_R6	6533	5388	6533	5372
Wolinella_succinogenes	7099	6857	6857	7099
Streptococcus_pyogenes_MGAS315	6191	5772	5772	6191
Methanosarcina_acetivorans	5333	5329	6384	6384
Streptococcus_pyogenes	5973	5973	6066	6066
Aquifex_aeolicus	5788	5788	6217	6217
Clostridium_acetobutylicum	5335	5336	5499	5508
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	NA	6438	NA	6438
Streptococcus_pneumoniae	5279	5279	5875	5875
Methanococcus_maripaludis	5936	5936	5972	5972
Cyanidioschyzon_merolae	5309	6741	5309	6741
Clostridium_perfringens	4970	4970	5217	5217
Streptococcus_pyogenes_MGAS8232	5870	5870	6600	6600
Ralstonia_solanacearum	5709	5709	5973	5993
Ureaplasma_parvum	4341	4341	4390	4390
Mycoplasma_gallisepticum	5475	5475	4487	4487
Methanocaldococcus_jannaschii	5300	5061	5300	5061
Streptomyces_avermitilis	5031	4892	5033	4899
Buchnera_aphidicola_Acyrthosiphon_pisum	4334	NA	4334	NA
Mycoplasma_mycoides_subsp._mycoides_SC	3486	4363	4390	3486
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	NA	6664	NA	6664
Escherichia_coli_O157_H7_EDL933	6359	6926	6926	6355
Bordetella_pertussis	5219	5233	4558	4577
Streptococcus_pyogenes_SSI-1	6620	6620	6895	6895
Aeropyrum_pernix	6215	6215	6556	6556
Wolbachia_sp._wMel	5819	4673	4673	5819
Pyrococcus_abyssi	6788	6788	6734	6734
Shewanella_oneidensis	6609	6609	5506	5506
Mycobacterium_bovis	5681	5681	5985	5985
Streptococcus_mutans	6301	5952	6303	6043
Vibrio_cholerae	6438	6195	6438	6195
Coxiella_burnetii	5866	5834	4999	4989
Chlamydophila_pneumoniae_TW-183	6380	6380	6380	6380
Candidatus_Blochmannia_floridanus	4788	4754	4754	4788
Pyrobaculum_aerophilum	6353	7180	7180	6353
Escherichia_coli_O157_H7	6618	5916	5916	6614
Listeria_monocytogenes_str._4b_F2365	6162	5989	5989	6111
Listeria_innocua	5866	5866	5916	5902
Mycoplasma_pulmonis	5133	5133	4729	4729
Nanoarchaeum_equitans	5234	5027	5027	5234
Treponema_pallidum	6690	6843	6843	6690
Staphylococcus_aureus_subsp._aureus_Mu50	5407	NA	5384	NA
Xylella_fastidiosa	6214	6937	6214	6937
Buchnera_aphidicola_Baizongia_pistaciae	5168	NA	5168	NA
Thermoanaerobacter_tengcongensis	6053	5103	6035	5103
Bradyrhizobium_japonicum	6244	6244	5992	5993
Corynebacterium_glutamicum_ATCC_13032	7087	7087	6166	6166
Caulobacter_vibrioides	5626	5972	5972	5626
Onion_yellows_phytoplasma	5161	3884	3955	5161
Mesorhizobium_loti	6391	6391	6157	6157
Fusobacterium_nucleatum_subsp._nucleatum	NA	4325	NA	4325
Bdellovibrio_bacteriovorus	7421	7282	7282	7460
Yersinia_pestis	6057	7024	6057	7024
Chlamydia_muridarum	5563	6158	6158	5563
Salmonella_typhi	7039	6768	6768	7034
Bacillus_halodurans	6113	6672	6672	6194
Bacteroides_thetaiotaomicron	6749	6515	6515	6749
Synechococcus_elongatus	6272	6620	6272	6620
Thermus_thermophilus_HB27	5482	5489	5521	5524

