strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	24772	21061	24772	21061
Shigella_flexneri_2a_str._2457T	14075	14075	28032	28032
Porphyromonas_gingivalis	29435	29435	15702	15702
Corynebacterium_diphtheriae	30126	38630	30126	38630
Photorhabdus_luminescens_subsp._laumondii	NA	28810	NA	28810
Oceanobacillus_iheyensis	27858	32158	32158	27858
Enterococcus_faecalis	21755	30642	30642	21755
Tropheryma_whipplei_str._Twist	16799	26227	26227	16799
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	30528	NA	30528	NA
Thermoplasma_acidophilum	38287	38287	35595	35595
Fibrobacter_succinogenes_subsp._succinogenes_S85	29484	NA	29484	NA
Sulfolobus_tokodaii	23043	14679	14679	23043
Chromobacterium_violaceum	23632	23632	28492	28492
Neisseria_meningitidis_serogroup_A	28969	28969	9923	9923
Neisseria_meningitidis_serogroup_B	35545	35545	8984	8984
Mycoplasma_pneumoniae	39626	18090	18090	39626
Bifidobacterium_longum	33909	23738	23738	33909
Synechocystis_sp._PCC_6803	24360	31090	24360	31090
Pyrococcus_horikoshii	32721	32721	28533	28533
Bordetella_parapertussis	19622	19622	24189	24189
Mycobacterium_leprae	28748	20088	28748	20088
Thermotoga_maritima	38998	27216	38998	27216
Streptococcus_agalactiae_serogroup_V	27743	34379	27743	34379
Lactobacillus_plantarum	28031	39508	39508	28031
Listeria_monocytogenes	27633	23629	23629	27633
Helicobacter_pylori	31541	18722	18722	31541
Methanosarcina_mazei	16044	31415	31415	16044
Chlorobaculum_tepidum	25638	31560	25638	31560
Chlamydophila_caviae	28208	28208	27694	27694
Solibacter_usitatus_Ellin6076	28604	22795	28604	22795
Caenorhabditis_briggsae	14221	14221	8502	8502
Prochlorococcus_marinus_str._MIT_9313	24741	33711	33711	24741
Mycoplasma_mobile_163K	21011	16359	16359	21011
Mycoplasma_genitalium	25265	25265	22195	22195
Chlamydia_trachomatis	34345	38849	38849	34345
Methanopyrus_kandleri	27708	24449	27708	24449
Pseudomonas_syringae_pv._tomato	20750	30493	20750	30493
Shigella_flexneri	33820	33820	13595	13595
Bacillus_anthracis_str._Ames	27319	21858	27319	21858
Gloeobacter_violaceus	21703	28902	28902	21703
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	49010	NA	49010
Rickettsia_conorii	25548	28029	25548	28029
Leishmania_major	35505	35505	13652	13652
Thermoplasma_volcanium	29220	21137	21137	29220
Pseudomonas_aeruginosa	22737	22737	28974	28974
Helicobacter_hepaticus	30165	23881	23881	30165
Streptococcus_agalactiae_serogroup_III	16798	23026	23026	16798
Tropheryma_whipplei_TW0827	21408	21408	32417	32417
Haemophilus_influenzae	18892	14571	14571	18892
Pasteurella_multocida	31114	29365	29365	31114
Prochlorococcus_marinus	37140	24361	24361	37140
Corynebacterium_glutamicum	26406	26406	30993	30993
Archaeoglobus_fulgidus	21144	33475	21144	33475
Bacillus_subtilis	36761	32256	32256	36761
Staphylococcus_aureus_subsp._aureus_N315	17461	NA	17461	NA
Corynebacterium_efficiens	28911	25418	28911	25418
Geobacter_sulfurreducens	29995	29995	34154	34154
Yersinia_pestis_KIM	18462	18462	33466	33466
Bacillus_cereus_ATCC_10987	18471	16501	18471	16501
Pseudomonas_putida_KT2440	24400	24400	31272	31272
Sinorhizobium_meliloti	29839	20641	20641	29839
Lactobacillus_johnsonii	22205	28972	22205	28972
Chlamydophila_pneumoniae_CWL029	28246	30541	28246	30541
Streptomyces_coelicolor	21011	21011	18607	18607
Streptomyces_avermitilis	22992	22992	20685	20685
Dehalococcoides_ethenogenes_195	36323	36323	29527	29527
Rickettsia_prowazekii	17941	17941	19023	19023
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	17496	NA	17496	NA
Synechococcus_sp._WH_8102	30058	24957	30058	24957
Nitrosomonas_europaea	31795	18786	31795	18786
Mycoplasma_penetrans	13726	13726	21535	21535
Rhodopseudomonas_palustris	25251	26321	26321	25251
Chlamydophila_pneumoniae_AR39	15850	15634	15634	15850
Escherichia_coli	25760	31339	25760	31339
Xylella_fastidiosa_Temecula1	31459	22236	31459	22236
Treponema_denticola	30359	30359	21351	21351
Helicobacter_pylori_J99	16631	16631	25581	25581
Bacillus_cereus_ATCC_14579	23394	29383	29383	23394
Mycobacterium_avium_subsp._paratuberculosis	NA	26955	NA	26955
Sulfolobus_solfataricus	30232	12095	30232	12095
Lactococcus_lactis_subsp._lactis	19347	26002	26002	19347
Xanthomonas_axonopodis_pv._citri	27373	27155	27373	27155
Borrelia_burgdorferi	14285	14064	14064	15874
Staphylococcus_aureus_subsp._aureus_MW2	19909	NA	19909	NA
Bordetella_bronchiseptica	29094	29094	23858	23858
Mycobacterium_tuberculosis_CDC1551	15608	20735	15608	20735
Buchnera_aphidicola_Schizaphis_graminum	NA	28635	NA	28635
Haemophilus_ducreyi	31681	25073	31681	25073
Mycobacterium_tuberculosis_H37Rv	28497	20813	28497	20813
Clostridium_tetani	23094	23094	23336	23336
Pyrococcus_furiosus	21533	33132	21533	33132
Acidobacterium_capsulatum_ATCC_51196	28898	34029	28898	34029
Xanthomonas_campestris_pv._campestris	25139	19357	25139	19357
Streptococcus_pneumoniae_R6	15568	15568	25265	25265
Wolinella_succinogenes	34229	21950	21950	34229
Streptococcus_pyogenes_MGAS315	25846	18574	18574	25846
Methanosarcina_acetivorans	14421	14421	34319	34319
Streptococcus_pyogenes	26276	26276	23032	23032
Aquifex_aeolicus	27411	26129	26129	27411
Clostridium_acetobutylicum	20952	18509	18509	20952
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	25477	NA	25477	NA
Streptococcus_pneumoniae	16389	30168	30168	16389
Methanococcus_maripaludis	21653	26396	26396	21653
Cyanidioschyzon_merolae	14599	37039	14599	37039
Clostridium_perfringens	18760	18760	21149	21149
Streptococcus_pyogenes_MGAS8232	21205	34090	21205	34090
Ralstonia_solanacearum	21488	25695	25695	21488
Ureaplasma_parvum	16511	19898	16511	19898
Mycoplasma_gallisepticum	33666	16638	33666	16638
Methanocaldococcus_jannaschii	24026	16582	24026	16582
Staphylococcus_epidermidis	19879	23733	23733	19879
Buchnera_aphidicola_Acyrthosiphon_pisum	18788	NA	18788	NA
Mycoplasma_mycoides_subsp._mycoides_SC	7779	18386	18386	7779
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	28028	NA	28028	NA
Escherichia_coli_O157_H7_EDL933	32169	21700	21700	32169
Bordetella_pertussis	22056	22056	10833	10833
Streptococcus_pyogenes_SSI-1	24017	27682	27682	24017
Aeropyrum_pernix	30089	37378	30089	37378
Wolbachia_sp._wMel	10662	34809	10662	34809
Pyrococcus_abyssi	34597	46050	46050	34597
Shewanella_oneidensis	33440	16762	33440	16762
Mycobacterium_bovis	28798	20212	20212	28798
Streptococcus_mutans	18211	26498	26498	18211
Vibrio_cholerae	35189	26322	35189	26322
Coxiella_burnetii	28963	13617	28963	13617
Chlamydophila_pneumoniae_TW-183	33595	30133	30133	33595
Candidatus_Blochmannia_floridanus	28847	22658	28847	22658
Pyrobaculum_aerophilum	23360	23360	37787	37787
Escherichia_coli_O157_H7	25580	25580	35348	35348
Listeria_monocytogenes_str._4b_F2365	27894	28797	27894	28797
Listeria_innocua	27177	27177	21096	21096
Mycoplasma_pulmonis	23019	16902	23019	16902
Nanoarchaeum_equitans	28488	32115	28488	32115
Treponema_pallidum	25151	32536	32536	25151
Staphylococcus_aureus_subsp._aureus_Mu50	NA	27934	NA	27934
Xylella_fastidiosa	29044	20285	20285	29044
Buchnera_aphidicola_Baizongia_pistaciae	NA	20171	NA	20171
Thermoanaerobacter_tengcongensis	30209	15824	15824	30209
Bradyrhizobium_japonicum	28700	28700	25879	25879
Corynebacterium_glutamicum_ATCC_13032	35430	25829	35430	25829
Caulobacter_vibrioides	20004	26101	26101	20004
Onion_yellows_phytoplasma	19036	8147	8147	19036
Mesorhizobium_loti	27708	26384	26384	27708
Fusobacterium_nucleatum_subsp._nucleatum	16582	NA	16582	NA
Bdellovibrio_bacteriovorus	31714	32885	32885	31714
Yersinia_pestis	17542	17542	32715	32715
Chlamydia_muridarum	25526	29709	29709	25526
Salmonella_typhi	26789	35547	35547	26789
Bacillus_halodurans	30727	21694	21694	30727
Bacteroides_thetaiotaomicron	26248	32026	32026	26248
Synechococcus_elongatus	30074	30074	36858	36858
Thermus_thermophilus_HB27	28066	21478	21478	28066

