strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	1125	995	1109	978
Shigella_flexneri_2a_str._2457T	1031	940	1008	917
Porphyromonas_gingivalis	1012	1022	921	920
Corynebacterium_diphtheriae	1054	976	949	1060
Photorhabdus_luminescens_subsp._laumondii	1013	NA	927	NA
Oceanobacillus_iheyensis	970	1108	1112	993
Enterococcus_faecalis	1079	961	982	1086
Tropheryma_whipplei_str._Twist	899	1004	1008	938
Bordetella_parapertussis	973	979	1095	1114
Thermoplasma_acidophilum	975	1050	938	1060
Fibrobacter_succinogenes_subsp._succinogenes_S85	964	NA	1044	NA
Sulfolobus_tokodaii	1108	977	966	1093
Chromobacterium_violaceum	1092	975	1090	982
Neisseria_meningitidis_serogroup_A	1009	992	916	916
Neisseria_meningitidis_serogroup_B	935	1008	926	1008
Mycoplasma_pneumoniae	1052	939	982	1070
Bifidobacterium_longum	1090	987	1097	967
Synechocystis_sp._PCC_6803	1042	951	1040	952
Pyrococcus_horikoshii	1062	945	1068	949
Mycobacterium_leprae	1048	1051	925	928
Thermotoga_maritima	979	1058	953	1049
Streptococcus_agalactiae_serogroup_V	1090	1013	1084	945
Lactobacillus_plantarum	967	962	1074	1073
Listeria_monocytogenes	963	997	1101	1104
Helicobacter_pylori	958	1033	1029	936
Methanosarcina_mazei	1042	1048	953	931
Chlorobaculum_tepidum	995	1083	962	1066
Chlamydophila_caviae	1016	1142	1126	965
Solibacter_usitatus_Ellin6076	1053	1068	939	962
Caenorhabditis_briggsae	1023	925	941	1032
Prochlorococcus_marinus_str._MIT_9313	935	1015	923	1013
Mycoplasma_mobile_163K	1262	1074	1032	1225
Tropheryma_whipplei_TW0827	1030	942	937	1054
Chlamydia_trachomatis	1087	994	1078	981
Methanopyrus_kandleri	961	1062	975	1077
Pseudomonas_syringae_pv._tomato	1054	942	947	1036
Shigella_flexneri	996	1028	943	910
Rhodopseudomonas_palustris	1101	1108	957	968
Gloeobacter_violaceus	1066	966	1068	963
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	1042	NA	956
Rickettsia_conorii	1124	1121	996	967
Leishmania_major	955	897	1007	1029
Thermoplasma_volcanium	932	1046	1023	965
Pseudomonas_aeruginosa	1097	950	988	1085
Helicobacter_hepaticus	957	1099	1113	993
Streptococcus_agalactiae_serogroup_III	1146	1100	1013	971
Mycoplasma_genitalium	1234	1227	1014	1003
Haemophilus_influenzae	941	1085	953	1038
Pasteurella_multocida	969	971	1088	1073
Prochlorococcus_marinus	1065	966	1070	954
Corynebacterium_glutamicum	932	951	1030	1030
Archaeoglobus_fulgidus	1056	933	1050	926
Bacillus_subtilis	978	981	1094	1080
Staphylococcus_aureus_subsp._aureus_N315	984	NA	1113	NA
Corynebacterium_efficiens	926	1015	969	1059
Geobacter_sulfurreducens	1075	1063	954	968
Yersinia_pestis_KIM	931	938	1027	1027
Bacillus_cereus_ATCC_10987	1084	1091	974	963
Pseudomonas_putida_KT2440	940	1064	956	1065
Sinorhizobium_meliloti	965	966	1094	1073
Lactobacillus_johnsonii	975	1117	1016	1078
Chlamydophila_pneumoniae_CWL029	1022	925	937	1021
Streptomyces_coelicolor	1206	1014	1220	1053
Staphylococcus_epidermidis	1152	984	1016	1120
Dehalococcoides_ethenogenes_195	1115	1021	1065	924
Rickettsia_prowazekii	1021	1029	1202	1215
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	NA	1268	NA	1066
Synechococcus_sp._WH_8102	932	946	1029	1029
Nitrosomonas_europaea	995	911	948	1028
Mycoplasma_penetrans	1203	1200	1039	975
Bacillus_anthracis_str._Ames	981	1108	1111	984
Chlamydophila_pneumoniae_AR39	1029	936	950	1028
Escherichia_coli	1062	1049	980	945
Xylella_fastidiosa_Temecula1	1026	1008	946	931
Treponema_denticola	1057	949	961	1062
Helicobacter_pylori_J99	1061	925	949	1074
Bacillus_cereus_ATCC_14579	1072	1053	952	974
Mycobacterium_avium_subsp._paratuberculosis	971	NA	1136	NA
Sulfolobus_solfataricus	985	1077	1091	937
Lactococcus_lactis_subsp._lactis	973	1068	953	1077
Xanthomonas_axonopodis_pv._citri	975	938	1075	1067
Borrelia_burgdorferi	1232	1206	1022	1028
Staphylococcus_aureus_subsp._aureus_MW2	970	NA	1106	NA
Bordetella_bronchiseptica	1119	1096	993	984
Mycobacterium_tuberculosis_CDC1551	1090	966	1079	952
Buchnera_aphidicola_Schizaphis_graminum	NA	984	NA	1096
Haemophilus_ducreyi	967	973	1085	1103
Mycobacterium_tuberculosis_H37Rv	1090	1106	980	949
Clostridium_tetani	1011	1150	1172	985
Streptococcus_pyogenes_SSI-1	980	1079	938	1062
Acidobacterium_capsulatum_ATCC_51196	956	1054	1048	950
Xanthomonas_campestris_pv._campestris	986	1133	1111	996
Streptococcus_pneumoniae_R6	1089	979	1088	952
Wolinella_succinogenes	1034	962	1048	959
Streptococcus_pyogenes_MGAS315	1061	1062	970	940
Methanosarcina_acetivorans	1035	947	1015	918
Streptococcus_pyogenes	1144	972	1132	987
Aquifex_aeolicus	1039	967	1034	930
Clostridium_acetobutylicum	1133	1004	997	1157
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	1058	NA	953	NA
Streptococcus_pneumoniae	945	1062	943	1046
Methanococcus_maripaludis	1131	984	999	1125
Cyanidioschyzon_merolae	928	1020	942	1023
Clostridium_perfringens	1153	1160	997	1001
Streptococcus_pyogenes_MGAS8232	1082	966	940	1074
Ralstonia_solanacearum	945	943	1084	1096
Ureaplasma_parvum	1029	1258	1233	1001
Mycoplasma_gallisepticum	934	1056	1065	927
Methanocaldococcus_jannaschii	1115	948	1125	972
Streptomyces_avermitilis	1004	1179	1031	1164
Buchnera_aphidicola_Acyrthosiphon_pisum	1045	NA	1219	NA
Mycoplasma_mycoides_subsp._mycoides_SC	925	1093	1004	1197
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	952	NA	1044	NA
Escherichia_coli_O157_H7_EDL933	1034	956	936	1019
Bordetella_pertussis	987	959	1088	1115
Pyrococcus_furiosus	1063	943	1073	977
Aeropyrum_pernix	1110	1017	975	1116
Wolbachia_sp._wMel	907	1003	1069	1035
Pyrococcus_abyssi	934	1034	1002	937
Shewanella_oneidensis	928	1025	1050	954
Mycobacterium_bovis	1079	986	1068	959
Streptococcus_mutans	976	1127	1013	1134
Vibrio_cholerae	952	952	1036	1032
Coxiella_burnetii	1016	963	1038	942
Chlamydophila_pneumoniae_TW-183	997	950	1065	1082
Candidatus_Blochmannia_floridanus	1192	1142	1029	1012
Pyrobaculum_aerophilum	1061	960	1045	935
Escherichia_coli_O157_H7	1037	946	936	1033
Listeria_monocytogenes_str._4b_F2365	966	1058	928	1052
Listeria_innocua	958	1089	992	1102
Mycoplasma_pulmonis	1061	1229	989	1213
Nanoarchaeum_equitans	1013	1188	985	1141
Treponema_pallidum	964	1055	1041	942
Staphylococcus_aureus_subsp._aureus_Mu50	NA	1099	NA	961
Xylella_fastidiosa	937	940	1037	1044
Buchnera_aphidicola_Baizongia_pistaciae	1358	NA	1155	NA
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	1156	NA	993	NA
Thermoanaerobacter_tengcongensis	1052	986	1098	952
Bradyrhizobium_japonicum	968	1078	1086	979
Corynebacterium_glutamicum_ATCC_13032	928	966	1034	1048
Caulobacter_vibrioides	1065	967	1063	937
Onion_yellows_phytoplasma	1194	943	1055	1124
Mesorhizobium_loti	1081	1091	961	981
Fusobacterium_nucleatum_subsp._nucleatum	NA	1166	NA	992
Bdellovibrio_bacteriovorus	957	961	1054	1064
Yersinia_pestis	1038	922	957	1016
Chlamydia_muridarum	952	1026	920	1049
Salmonella_typhi	1032	943	963	1053
Bacillus_halodurans	957	944	1068	1039
Bacteroides_thetaiotaomicron	957	1053	1038	936
Synechococcus_elongatus	956	933	1056	1058
Thermus_thermophilus_HB27	1157	1131	976	1020

