strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	7742	7739	7406	7406
Shigella_flexneri_2a_str._2457T	6602	6602	9298	9298
Porphyromonas_gingivalis	6873	9134	9134	6873
Corynebacterium_diphtheriae	8994	8994	9716	9716
Photorhabdus_luminescens_subsp._laumondii	6283	NA	6283	NA
Chlorobaculum_tepidum	9995	9995	8975	8975
Enterococcus_faecalis	7720	7939	7939	7720
Tropheryma_whipplei_str._Twist	6363	7754	7754	6363
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	7675	NA	7675	NA
Thermoplasma_acidophilum	9545	9554	9554	9545
Fibrobacter_succinogenes_subsp._succinogenes_S85	9620	NA	9620	NA
Sulfolobus_tokodaii	7466	6070	6070	7311
Chromobacterium_violaceum	7799	7799	7839	7839
Neisseria_meningitidis_serogroup_A	9860	5696	5696	9860
Neisseria_meningitidis_serogroup_B	5800	9977	9977	5800
Mycoplasma_pneumoniae	11377	6964	11377	6964
Bifidobacterium_longum	7703	7380	7703	7380
Synechocystis_sp._PCC_6803	8758	8758	9729	9729
Pyrococcus_horikoshii	9305	9628	9628	9305
Bordetella_parapertussis	6698	6698	7354	7354
Mycobacterium_leprae	7984	6863	8066	6863
Thermotoga_maritima	8683	8632	8683	8632
Streptococcus_agalactiae_serogroup_V	8033	9874	8033	9874
Lactobacillus_plantarum	8673	8673	9621	9621
Listeria_monocytogenes	9575	8881	8881	9575
Methanosarcina_mazei	8887	8887	7151	7151
Oceanobacillus_iheyensis	8476	8238	8238	8476
Chlamydophila_caviae	8735	8174	8174	8735
Solibacter_usitatus_Ellin6076	8722	8722	7861	7847
Caenorhabditis_briggsae	6412	6435	4657	4667
Prochlorococcus_marinus_str._MIT_9313	8511	9339	9339	8511
Mycoplasma_mobile_163K	5569	5392	5569	5392
Mycoplasma_genitalium	6866	6866	7662	7662
Chlamydia_trachomatis	7459	7893	7893	7459
Methanopyrus_kandleri	8095	7908	8095	7908
Pseudomonas_syringae_pv._tomato	9279	7829	7836	9279
Shigella_flexneri	8778	6105	6105	8778
Rhodopseudomonas_palustris	7766	7766	7612	7612
Gloeobacter_violaceus	8134	8589	8589	8009
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	9502	NA	9502
Rickettsia_conorii	6590	6590	6901	6901
Leishmania_major	5897	9059	9059	5897
Thermoplasma_volcanium	7262	7262	8590	8590
Pseudomonas_aeruginosa	7392	7380	8563	8563
Helicobacter_hepaticus	8736	9250	8736	9250
Streptococcus_agalactiae_serogroup_III	7526	6647	6647	7526
Tropheryma_whipplei_TW0827	8881	8881	6625	6625
Haemophilus_influenzae	7093	6715	6715	7093
Pasteurella_multocida	9483	8852	9483	8852
Prochlorococcus_marinus	8935	8935	9225	9225
Corynebacterium_glutamicum	8471	9087	9087	8471
Archaeoglobus_fulgidus	8188	9357	8188	9357
Bacillus_subtilis	9425	9098	9425	8995
Staphylococcus_aureus_subsp._aureus_N315	6928	NA	6928	NA
Corynebacterium_efficiens	8510	7548	7548	8510
Geobacter_sulfurreducens	8421	8421	9235	9235
Yersinia_pestis_KIM	9391	7663	7663	9391
Bacillus_cereus_ATCC_10987	7194	6653	7194	6669
Pseudomonas_putida_KT2440	8559	8431	8559	8439
Sinorhizobium_meliloti	7426	7426	7937	7937
Lactobacillus_johnsonii	8728	8538	8538	8728
Chlamydophila_pneumoniae_CWL029	10193	8827	8827	10193
Streptomyces_coelicolor	6583	6447	6583	6447
Helicobacter_pylori	8436	8436	7437	7437
Buchnera_aphidicola_Schizaphis_graminum	NA	7619	NA	7619
Rickettsia_prowazekii	6622	6576	6622	6576
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	NA	5468	NA	5468
Synechococcus_sp._WH_8102	9317	8901	8901	9317
Nitrosomonas_europaea	9246	9246	7695	7695
Mycoplasma_penetrans	7002	7002	5355	5355
Bacillus_anthracis_str._Ames	8426	8969	8426	8969
Chlamydophila_pneumoniae_AR39	7097	7097	7276	7276
Escherichia_coli	8242	8242	8906	8906
Xylella_fastidiosa_Temecula1	8084	8084	9432	9432
Treponema_denticola	8838	8838	8224	8224
Helicobacter_pylori_J99	8365	6928	6928	8365
Bacillus_cereus_ATCC_14579	8468	7867	7910	8468
Mycobacterium_avium_subsp._paratuberculosis	NA	7006	NA	7006
Sulfolobus_solfataricus	8732	5555	5555	8732
Lactococcus_lactis_subsp._lactis	6542	7500	7500	6542
Xanthomonas_axonopodis_pv._citri	7544	7025	7537	7025
Borrelia_burgdorferi	4883	4883	5498	5498
Staphylococcus_aureus_subsp._aureus_MW2	6616	NA	6616	NA
Bordetella_bronchiseptica	6821	7389	6779	7389
Mycobacterium_tuberculosis_CDC1551	5981	6740	6740	5981
Dehalococcoides_ethenogenes_195	9414	8166	8166	9414
Haemophilus_ducreyi	8154	7562	8154	7562
Mycobacterium_tuberculosis_H37Rv	7972	7196	7958	7196
Clostridium_tetani	6307	6819	6352	6819
Pyrococcus_furiosus	8193	8193	9430	9430
Acidobacterium_capsulatum_ATCC_51196	8258	9028	8258	9023
Xanthomonas_campestris_pv._campestris	7033	7953	7033	7918
Streptococcus_pneumoniae_R6	9014	7117	9014	7117
Wolinella_succinogenes	9079	8442	9079	8442
Streptococcus_pyogenes_MGAS315	8446	7129	8446	7129
Methanosarcina_acetivorans	6534	6484	8960	8960
Streptococcus_pyogenes	7777	7214	7214	7777
Aquifex_aeolicus	8924	9284	8924	9284
Clostridium_acetobutylicum	7021	7343	7343	7021
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	8562	NA	8562	NA
Streptococcus_pneumoniae	7092	8094	8094	7092
Methanococcus_maripaludis	7141	8272	8272	7141
Cyanidioschyzon_merolae	9106	6901	6901	9106
Clostridium_perfringens	6107	6107	6346	6346
Streptococcus_pyogenes_MGAS8232	8291	10511	10511	8291
Ralstonia_solanacearum	8056	7545	7449	8048
Ureaplasma_parvum	6207	6866	6207	6866
Mycoplasma_gallisepticum	8237	8237	7032	7032
Methanocaldococcus_jannaschii	6704	6406	6704	6406
Streptomyces_avermitilis	7268	6833	7268	6842
Buchnera_aphidicola_Acyrthosiphon_pisum	6098	NA	6098	NA
Mycoplasma_mycoides_subsp._mycoides_SC	3181	5071	5071	3227
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	8863	NA	8863	NA
Escherichia_coli_O157_H7_EDL933	7246	7246	9503	9503
Bordetella_pertussis	6844	6844	5222	5222
Streptococcus_pyogenes_SSI-1	9395	9395	8784	8784
Aeropyrum_pernix	8628	8628	8876	8876
Wolbachia_sp._wMel	5395	5364	8569	8569
Pyrococcus_abyssi	9082	9243	9082	9243
Shewanella_oneidensis	9388	7097	9388	7097
Mycobacterium_bovis	7473	7473	8034	8034
Streptococcus_mutans	8613	8613	8043	8043
Vibrio_cholerae	8610	7873	7873	8610
Coxiella_burnetii	8432	6384	8432	6384
Chlamydophila_pneumoniae_TW-183	9412	9014	9412	9014
Candidatus_Blochmannia_floridanus	7241	6910	7241	6910
Pyrobaculum_aerophilum	9211	9211	11154	11154
Escherichia_coli_O157_H7	7667	7667	8904	8904
Listeria_monocytogenes_str._4b_F2365	8456	7582	7582	8456
Listeria_innocua	7916	7452	7916	7452
Mycoplasma_pulmonis	6857	6406	6857	6406
Nanoarchaeum_equitans	7917	7917	8777	8777
Treponema_pallidum	8595	8595	8595	8595
Staphylococcus_aureus_subsp._aureus_Mu50	NA	7672	NA	7672
Xylella_fastidiosa	8636	8636	10037	10037
Buchnera_aphidicola_Baizongia_pistaciae	NA	7613	NA	7613
Thermoanaerobacter_tengcongensis	7770	6271	6271	7770
Bradyrhizobium_japonicum	8182	8209	7743	7703
Corynebacterium_glutamicum_ATCC_13032	9868	8923	9868	8923
Caulobacter_vibrioides	8163	7286	7342	8163
Onion_yellows_phytoplasma	4060	6508	4060	6508
Mesorhizobium_loti	8704	8484	8704	8484
Staphylococcus_epidermidis	6811	6811	7795	7795
Fusobacterium_nucleatum_subsp._nucleatum	NA	6041	NA	6041
