strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Onion_yellows_phytoplasma	2309	2309	2791	2894
Mesorhizobium_loti	3362	3367	3323	3317
Fusobacterium_nucleatum_subsp._nucleatum	NA	2596	NA	2596
Bdellovibrio_bacteriovorus	3911	3906	3906	3908
Yersinia_pestis	3342	3335	3618	3613
Chlamydia_muridarum	3712	3522	3522	3712
Salmonella_typhi	3797	3796	3646	3644
Bacillus_halodurans	3342	3586	3342	3587
Bacteroides_thetaiotaomicron	3735	3694	3694	3735
Synechococcus_elongatus	3574	3564	3566	3574
Thermus_thermophilus_HB27	2988	2988	3016	3016

