strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	2942	2942	2879	2877
Shigella_flexneri_2a_str._2457T	3138	3647	3647	3132
Porphyromonas_gingivalis	3009	3327	3320	3009
Corynebacterium_diphtheriae	3687	3751	3687	3751
Photorhabdus_luminescens_subsp._laumondii	3336	NA	3335	NA
Oceanobacillus_iheyensis	3118	3188	3118	3188
not	893	941	882	893
Enterococcus_faecalis	3313	3307	3172	3173
Tropheryma_whipplei_str._Twist	3494	3891	3885	3541
Escherichia_coli_O157_H7	3457	3469	3636	3628
Thermoplasma_acidophilum	3724	3665	3665	3745
Fibrobacter_succinogenes_subsp._succinogenes_S85	3966	NA	3945	NA
Sulfolobus_tokodaii	2920	3128	2901	3130
Chromobacterium_violaceum	3247	3247	3305	3305
Neisseria_meningitidis_serogroup_A	2834	3688	2834	3688
Neisseria_meningitidis_serogroup_B	3707	3707	2891	2891
Mycoplasma_pneumoniae	3688	3688	3286	3194
Bifidobacterium_longum	3187	3149	3187	3142
Synechocystis_sp._PCC_6803	3616	3642	3642	3616
Pyrococcus_horikoshii	3638	3638	3537	3530
Bordetella_parapertussis	3043	3112	3061	3113
Mycobacterium_leprae	3374	3146	3146	3376
Thermotoga_maritima	3704	3653	3667	3704
Streptococcus_agalactiae_serogroup_V	3219	3209	3366	3381
Lactobacillus_plantarum	3662	3674	3502	3517
Listeria_monocytogenes	3405	3387	3407	3373
Helicobacter_pylori	3577	3363	3577	3363
Methanosarcina_mazei	3124	3393	3410	3130
Chlorobaculum_tepidum	3536	3543	3768	3767
Chlamydophila_caviae	3328	3439	3328	3436
Solibacter_usitatus_Ellin6076	3448	3306	3310	3448
Caenorhabditis_briggsae	3096	3099	2707	2708
Prochlorococcus_marinus_str._MIT_9313	3686	3772	3772	3686
Mycoplasma_mobile_163K	2586	2598	2525	2598
Tropheryma_whipplei_TW0827	2887	3128	3128	2936
Chlamydia_trachomatis	3373	3060	3373	3060
Methanopyrus_kandleri	3386	3357	3386	3357
Pseudomonas_syringae_pv._tomato	3629	3443	3443	3629
Shigella_flexneri	3246	3560	3246	3560
Bacillus_anthracis_str._Ames	3305	3304	3304	3306
Gloeobacter_violaceus	3332	3568	3545	3326
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	3863	NA	3848
Rickettsia_conorii	3192	3192	3194	3194
Leishmania_major	3115	3115	3548	3548
Thermoplasma_volcanium	3687	3602	3687	3602
Pseudomonas_aeruginosa	3206	3364	3206	3373
Helicobacter_hepaticus	3484	3484	3465	3465
Streptococcus_agalactiae_serogroup_III	3343	3089	3359	3107
Mycoplasma_genitalium	2695	2724	2724	2695
Haemophilus_influenzae	2912	2805	2918	2805
Pasteurella_multocida	3429	3534	3436	3534
Prochlorococcus_marinus	3402	3590	3552	3402
Corynebacterium_glutamicum	3507	3507	3452	3447
Archaeoglobus_fulgidus	3525	3773	3518	3773
Bacillus_subtilis	3718	3492	3492	3718
Staphylococcus_aureus_subsp._aureus_N315	3152	NA	3152	NA
Corynebacterium_efficiens	3331	3194	3331	3205
Geobacter_sulfurreducens	3533	3672	3664	3533
Yersinia_pestis_KIM	3445	3445	3766	3757
Bacillus_cereus_ATCC_10987	3016	2974	2974	3018
Pseudomonas_putida_KT2440	3411	3351	3334	3413
Sinorhizobium_meliloti	3301	3270	3281	3289
Lactobacillus_johnsonii	3178	3186	3115	3115
Chlamydophila_pneumoniae_CWL029	3298	3264	3264	3268
Streptomyces_coelicolor	2858	2778	2858	2774
Staphylococcus_epidermidis	3076	3031	3061	3077
Dehalococcoides_ethenogenes_195	3560	3581	3581	3560
Rickettsia_prowazekii	2953	3051	3051	2943
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	NA	2623	NA	2619
Synechococcus_sp._WH_8102	3578	3568	3568	3578
Nitrosomonas_europaea	3737	3533	3785	3541
Mycoplasma_penetrans	2738	2587	2587	2737
Rhodopseudomonas_palustris	3322	3242	3327	3235
Chlamydophila_pneumoniae_AR39	3410	3527	3527	3410
Escherichia_coli	3691	3588	3602	3694
Xylella_fastidiosa_Temecula1	3423	3688	3690	3423
Treponema_denticola	3338	3338	3447	3447
Helicobacter_pylori_J99	3274	3088	3274	3088
Bacillus_cereus_ATCC_14579	3291	3291	3401	3396
Mycobacterium_avium_subsp._paratuberculosis	3013	NA	3010	NA
Sulfolobus_solfataricus	3413	2955	2955	3413
Lactococcus_lactis_subsp._lactis	3165	3248	3248	3165
Xanthomonas_axonopodis_pv._citri	3212	3239	3243	3211
Borrelia_burgdorferi	2726	2637	2716	2640
Staphylococcus_aureus_subsp._aureus_MW2	3080	NA	3077	NA
Bordetella_bronchiseptica	3010	3010	3062	3064
Mycobacterium_tuberculosis_CDC1551	2818	2930	2814	2919
Buchnera_aphidicola_Schizaphis_graminum	NA	3245	NA	3240
Haemophilus_ducreyi	3661	3370	3370	3656
Mycobacterium_tuberculosis_H37Rv	3186	3060	3186	3069
Clostridium_tetani	2794	2828	2794	2828
Streptococcus_pyogenes_SSI-1	3610	3610	3562	3551
Acidobacterium_capsulatum_ATCC_51196	3849	3653	3652	3842
Xanthomonas_campestris_pv._campestris	3181	3096	3097	3187
Streptococcus_pneumoniae_R6	3201	3201	3587	3587
Wolinella_succinogenes	3655	3439	3446	3655
Streptococcus_pyogenes_MGAS315	3605	3423	3595	3423
Methanosarcina_acetivorans	3026	3021	3420	3430
Streptococcus_pyogenes	3372	3383	3592	3594
Aquifex_aeolicus	3568	3568	3544	3545
Clostridium_acetobutylicum	2985	2954	2930	2982
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	3332	NA	3332	NA
Streptococcus_pneumoniae	3579	3579	3316	3338
Methanococcus_maripaludis	3360	3362	3348	3348
Cyanidioschyzon_merolae	3511	3079	3511	3079
Clostridium_perfringens	2987	2960	2989	2967
Streptococcus_pyogenes_MGAS8232	3436	3541	3429	3541
Ralstonia_solanacearum	3264	3259	3117	3120
Ureaplasma_parvum	2708	2687	2496	2493
Mycoplasma_gallisepticum	3010	2719	3010	2719
Methanocaldococcus_jannaschii	3059	2923	3059	2932
Streptomyces_avermitilis	3016	2925	3024	2928
Buchnera_aphidicola_Acyrthosiphon_pisum	2787	NA	2787	NA
Mycoplasma_mycoides_subsp._mycoides_SC	2575	2228	2570	2234
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	3654	NA	3654	NA
Escherichia_coli_O157_H7_EDL933	3676	3482	3485	3685
Bordetella_pertussis	2700	2856	2856	2711
Pyrococcus_furiosus	3345	3474	3474	3334
Aeropyrum_pernix	3433	3612	3383	3612
Wolbachia_sp._wMel	3282	3264	2732	2725
Pyrococcus_abyssi	3511	3648	3511	3657
Shewanella_oneidensis	3651	3353	3651	3349
Mycobacterium_bovis	3130	3313	3130	3314
Streptococcus_mutans	3442	3277	3277	3442
Vibrio_cholerae	3535	3486	3505	3522
Coxiella_burnetii	3380	3079	3079	3380
Chlamydophila_pneumoniae_TW-183	3468	3383	3468	3383
Candidatus_Blochmannia_floridanus	2973	2869	2967	2869
Pyrobaculum_aerophilum	3782	4122	3782	4122
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	2936	NA	2945	NA
Listeria_monocytogenes_str._4b_F2365	3350	3305	3305	3340
Listeria_innocua	3225	3317	3328	3227
Mycoplasma_pulmonis	2775	2820	2727	2775
Nanoarchaeum_equitans	2719	2689	2719	2689
Treponema_pallidum	3549	3549	3491	3491
Staphylococcus_aureus_subsp._aureus_Mu50	NA	3059	NA	3060
Xylella_fastidiosa	3572	3729	3753	3581
Buchnera_aphidicola_Baizongia_pistaciae	2927	NA	2927	NA
Thermoanaerobacter_tengcongensis	3343	2937	3333	2941
Bradyrhizobium_japonicum	3355	3369	3266	3258
Corynebacterium_glutamicum_ATCC_13032	3743	3656	3743	3650
Caulobacter_vibrioides	3162	3216	3198	3152
