strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Bacillus_anthracis_str._Ames	1934	1878	1926	1881
Chlamydophila_pneumoniae_AR39	2001	2042	2001	2042
Escherichia_coli	2012	2035	2014	2033
Xylella_fastidiosa_Temecula1	2009	2076	2062	2010
Treponema_denticola	1944	2031	1945	2027
Helicobacter_pylori_J99	1895	1976	1895	1970
Bacillus_cereus_ATCC_14579	1989	1944	1946	1990
Mycobacterium_avium_subsp._paratuberculosis	NA	1746	NA	1745
Sulfolobus_solfataricus	1991	1786	1991	1786
Lactococcus_lactis_subsp._lactis	1833	1872	1869	1830
Xanthomonas_axonopodis_pv._citri	1897	1880	1896	1886
Borrelia_burgdorferi	1684	1734	1734	1676
Staphylococcus_aureus_subsp._aureus_MW2	1814	NA	1813	NA
Bordetella_bronchiseptica	1789	1760	1760	1789
Mycobacterium_tuberculosis_CDC1551	1773	1846	1772	1843
Dehalococcoides_ethenogenes_195	2109	2123	2148	2148
Haemophilus_ducreyi	1867	1851	1867	1843
Mycobacterium_tuberculosis_H37Rv	1830	1834	1842	1835
Clostridium_tetani	1729	1729	1730	1728
Pyrococcus_furiosus	2029	2115	2024	2118
Acidobacterium_capsulatum_ATCC_51196	2060	2075	2091	2089
Xanthomonas_campestris_pv._campestris	1864	1838	1865	1839
Streptococcus_pneumoniae_R6	1977	1872	1979	1872
Wolinella_succinogenes	2104	2104	2145	2150
Streptococcus_pyogenes_MGAS315	1918	1839	1926	1835
Methanosarcina_acetivorans	1885	1885	2019	2021
Streptococcus_pyogenes	1943	1940	1943	1940
Aquifex_aeolicus	1969	1969	1969	1969
Clostridium_acetobutylicum	1850	1858	1821	1820
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	1989	NA	1992	NA
Streptococcus_pneumoniae	1860	1972	1961	1849
Methanococcus_maripaludis	1844	1905	1905	1843
Cyanidioschyzon_merolae	2146	2022	1996	2151
Clostridium_perfringens	1704	1704	1697	1697
Streptococcus_pyogenes_MGAS8232	1993	2002	1993	2000
Ralstonia_solanacearum	1926	1925	1880	1880
Ureaplasma_parvum	1538	1536	1582	1582
Mycoplasma_gallisepticum	1779	1779	1688	1691
Methanocaldococcus_jannaschii	1930	1844	1847	1930
Staphylococcus_epidermidis	1805	1817	1805	1801
Buchnera_aphidicola_Acyrthosiphon_pisum	1743	NA	1746	NA
Mycoplasma_mycoides_subsp._mycoides_SC	1484	1492	1436	1430
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	NA	2121	NA	2125
Escherichia_coli_O157_H7_EDL933	2039	2039	1984	1985
Bordetella_pertussis	1712	1741	1711	1741
Streptococcus_pyogenes_SSI-1	1888	1903	1919	1888
Aeropyrum_pernix	2001	2016	2014	2001
Wolbachia_sp._wMel	1916	1921	1789	1803
Pyrococcus_abyssi	2045	2072	2052	2071
Shewanella_oneidensis	1917	2014	2017	1924
Mycobacterium_bovis	1883	1879	1890	1895
Streptococcus_mutans	1850	1923	1867	1917
Vibrio_cholerae	2138	2114	2126	2136
Coxiella_burnetii	1840	1835	1792	1788
Chlamydophila_pneumoniae_TW-183	2187	1975	1964	2153
Candidatus_Blochmannia_floridanus	1672	1695	1672	1691
Pyrobaculum_aerophilum	2027	2069	2027	2065
Escherichia_coli_O157_H7	1978	1977	2025	2022
Listeria_monocytogenes_str._4b_F2365	1923	1920	1923	1923
Listeria_innocua	1901	1902	1876	1896
Mycoplasma_pulmonis	1712	1712	1712	1703
Nanoarchaeum_equitans	1737	1737	1806	1798
Treponema_pallidum	2143	2143	2167	2167
Streptomyces_avermitilis	1770	1767	1793	1794
Staphylococcus_aureus_subsp._aureus_Mu50	1727	NA	1736	NA
Xylella_fastidiosa	1997	2083	1995	2085
Buchnera_aphidicola_Baizongia_pistaciae	NA	1700	NA	1711
Thermoanaerobacter_tengcongensis	1936	1812	1812	1942
Bradyrhizobium_japonicum	1954	1930	1953	1930
Corynebacterium_glutamicum_ATCC_13032	2094	2103	2090	2104
Caulobacter_vibrioides	1870	1908	1912	1871
Onion_yellows_phytoplasma	1706	1488	1495	1706
Mesorhizobium_loti	1939	1938	1932	1930
Fusobacterium_nucleatum_subsp._nucleatum	1620	NA	1617	NA
Bdellovibrio_bacteriovorus	2112	2081	2083	2112
Yersinia_pestis	1989	2043	2043	1989
Chlamydia_muridarum	2052	2112	2112	2077
Salmonella_typhi	2088	2087	2085	2080
Bacillus_halodurans	1979	2021	1979	2021
Bacteroides_thetaiotaomicron	2071	2061	2072	2072
Synechococcus_elongatus	1938	1946	1949	1949
Thermus_thermophilus_HB27	1863	1851	1855	1875

