strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	9549	11648	8537	9549
Corynebacterium_diphtheriae	8670	8819	8846	8906
Porphyromonas_gingivalis	7290	7085	7417	7268
Shigella_flexneri_2a_str._2457T	7340	6996	7343	7518
Mycobacterium_leprae	8376	7992	7992	7677
Oceanobacillus_iheyensis	9332	9985	9322	8335
not	592	592	904	904
Enterococcus_faecalis	8241	7792	8508	8335
Tropheryma_whipplei_str._Twist	7033	7783	7783	8021
Escherichia_coli_O157_H7	8499	8293	8140	8500
Thermoplasma_acidophilum	10117	9945	10071	10071
Fibrobacter_succinogenes_subsp._succinogenes_S85	NA	8627	NA	8873
Sulfolobus_tokodaii	8407	8385	8983	7976
Chromobacterium_violaceum	9830	9838	8654	10691
Neisseria_meningitidis_serogroup_A	5660	5726	5754	5499
Neisseria_meningitidis_serogroup_B	5898	5666	5878	5915
Mycoplasma_pneumoniae	8023	8669	7256	8023
Bifidobacterium_longum	9802	9566	9802	9802
Synechocystis_sp._PCC_6803	8088	7773	8118	8172
Pyrococcus_horikoshii	9121	8786	9121	9613
Bordetella_parapertussis	9533	9118	9512	9888
Photorhabdus_luminescens_subsp._laumondii	7078	NA	6811	NA
Thermotoga_maritima	8959	8601	8573	8050
Streptococcus_agalactiae_serogroup_V	8459	8691	8022	8459
Lactobacillus_plantarum	8250	8884	8884	8884
Listeria_monocytogenes	10185	10027	10204	10158
Methanosarcina_mazei	7789	7489	7769	7769
Chlorobaculum_tepidum	8140	8756	8756	8417
Chlamydophila_caviae	9198	9198	8959	9198
Solibacter_usitatus_Ellin6076	8713	8715	8434	8860
Caenorhabditis_briggsae	5256	5370	5267	5372
Prochlorococcus_marinus_str._MIT_9313	8250	8372	8372	8519
Mycoplasma_mobile_163K	13305	17514	12776	12776
Mycoplasma_genitalium	13604	13604	13604	14064
Chlamydia_trachomatis	7923	7923	7477	8606
Methanopyrus_kandleri	12291	11827	12253	12253
Pseudomonas_syringae_pv._tomato	9075	8598	9055	9188
Shigella_flexneri	6839	6806	6605	6813
Rhodopseudomonas_palustris	10350	10291	10292	10046
Gloeobacter_violaceus	8297	8962	8962	9496
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	8500	NA	8604
Rickettsia_conorii	12750	11356	10633	11356
Leishmania_major	7089	6414	6220	6465
